,5,17,16,7,10,4,11,15,13,9,12,19,2,6,14,8,0,18,3,1
107,197572,199165,NaN,NaN,8991,NaN,15493,7122,NaN,14102,262320,NaN,47155,13193,48957,NaN,206264,30880,NaN,NaN
108,8374,15544,NaN,NaN,8248,NaN,34533,16796,NaN,11727,18534,NaN,4773,33835,28773,NaN,48282,39648,NaN,NaN
109,199551,3314,NaN,NaN,197580,NaN,50222,803,NaN,3367,36817,NaN,4657,59689,13032,NaN,56655,41753,NaN,NaN
110,51960,28728,NaN,NaN,42120,NaN,20626,395214,NaN,395611,19016,NaN,32097,35600,15626,NaN,197667,205515,NaN,NaN
111,41966,197889,NaN,NaN,43749,NaN,12552,399105,NaN,32100,23181,NaN,20115,50903,41096,NaN,210104,56433,NaN,NaN
112,203556,20523,NaN,NaN,47169,NaN,59702,22799,NaN,11478,25668,NaN,398447,34970,39422,NaN,205485,47203,NaN,NaN
113,59686,16247,NaN,NaN,31122,NaN,44769,31424,NaN,63318,395965,NaN,6597,200780,50633,NaN,208041,35297,NaN,NaN
114,15525,44691,NaN,NaN,133661,NaN,50288,56728,NaN,44776,398721,NaN,20001,20565,NaN,NaN,42209,NaN,NaN,NaN
115,48351,60049,NaN,NaN,202094,NaN,42905,196621,NaN,34760,40029,NaN,15038,45050,NaN,NaN,30782,NaN,NaN,NaN
116,62445,49640,NaN,NaN,201474,NaN,6849,31736,NaN,15699,396503,NaN,36444,12496,NaN,NaN,201814,NaN,NaN,NaN
117,8615,28742,NaN,NaN,21176,NaN,197159,21040,NaN,199652,2568,NaN,40809,13285,NaN,NaN,15457,NaN,NaN,NaN
118,201270,57469,NaN,NaN,28929,NaN,31725,48390,NaN,203457,12684,NaN,13925,35266,NaN,NaN,42580,NaN,NaN,NaN
119,8905,15589,NaN,NaN,34758,NaN,41709,47110,NaN,51718,61110,NaN,4128,36692,NaN,NaN,207002,NaN,NaN,NaN
120,47286,16141,NaN,NaN,39636,NaN,56649,49985,NaN,42970,44946,NaN,26167,25460,NaN,NaN,50937,NaN,NaN,NaN
121,49371,28831,NaN,NaN,59128,NaN,34187,204165,NaN,39542,34705,NaN,11488,198736,NaN,NaN,3267,NaN,NaN,NaN
122,43727,56647,NaN,NaN,6905,NaN,52212,41046,NaN,198060,201843,NaN,16881,198722,NaN,NaN,21017,NaN,NaN,NaN
123,62432,198089,NaN,NaN,49544,NaN,47678,16246,NaN,203432,60609,NaN,3450,206062,NaN,NaN,21365,NaN,NaN,NaN
124,47654,28878,NaN,NaN,202625,NaN,49588,197269,NaN,28768,15450,NaN,1909,9105,NaN,NaN,25408,NaN,NaN,NaN
125,50716,49981,NaN,NaN,206637,NaN,44673,210303,NaN,31693,39551,NaN,11232,13009,NaN,NaN,29182,NaN,NaN,NaN
126,57044,201290,NaN,NaN,49586,NaN,35320,197164,NaN,12826,1739,NaN,14949,29550,NaN,NaN,211613,NaN,NaN,NaN
127,25490,29462,NaN,NaN,38987,NaN,28681,13335,NaN,34749,44494,NaN,6167,12576,NaN,NaN,51813,NaN,NaN,NaN
128,5563,15542,NaN,NaN,39816,NaN,25521,211960,NaN,41103,12629,NaN,14291,201838,NaN,NaN,60470,NaN,NaN,NaN
129,56724,34373,NaN,NaN,44914,NaN,48217,49855,NaN,48294,50818,NaN,208590,59676,NaN,NaN,31286,NaN,NaN,NaN
130,34757,60022,NaN,NaN,20804,NaN,15683,60767,NaN,60426,51630,NaN,33438,6908,NaN,NaN,39494,NaN,NaN,NaN
131,34687,224,NaN,NaN,35063,NaN,211101,208563,NaN,39326,203585,NaN,10961,8468,NaN,NaN,200350,NaN,NaN,NaN
132,198415,49788,NaN,NaN,56515,NaN,45025,206813,NaN,201773,34177,NaN,203020,20860,NaN,NaN,50289,NaN,NaN,NaN
133,43148,12912,NaN,NaN,16296,NaN,NaN,207790,NaN,36351,210329,NaN,17054,57356,NaN,NaN,51255,NaN,NaN,NaN
134,48102,12423,NaN,NaN,207156,NaN,NaN,49745,NaN,202042,209198,NaN,46309,12775,NaN,NaN,28840,NaN,NaN,NaN
135,44341,44124,NaN,NaN,206594,NaN,NaN,202914,NaN,5483,203315,NaN,11039,51263,NaN,NaN,29329,NaN,NaN,NaN
136,39927,24848,NaN,NaN,42401,NaN,NaN,51773,NaN,44651,42689,NaN,2495,52063,NaN,NaN,51685,NaN,NaN,NaN
137,50158,41026,NaN,NaN,42968,NaN,NaN,25412,NaN,42227,30938,NaN,11404,8253,NaN,NaN,204564,NaN,NaN,NaN
138,49775,49719,NaN,NaN,5516,NaN,NaN,211722,NaN,15806,43915,NaN,5006,9069,NaN,NaN,9111,NaN,NaN,NaN
139,59665,48379,NaN,NaN,8657,NaN,NaN,60983,NaN,17625,3213,NaN,17356,51810,NaN,NaN,50418,NaN,NaN,NaN
140,42922,47165,NaN,NaN,35371,NaN,NaN,52075,NaN,134341,4589,NaN,398960,8581,NaN,NaN,34038,NaN,NaN,NaN
141,34559,206114,NaN,NaN,15934,NaN,NaN,207910,NaN,17523,61337,NaN,19969,50919,NaN,NaN,57552,NaN,NaN,NaN
142,51819,31337,NaN,NaN,34385,NaN,NaN,38926,NaN,7679,208907,NaN,19528,6867,NaN,NaN,47626,NaN,NaN,NaN
143,35816,52191,NaN,NaN,3246,NaN,NaN,212815,NaN,63770,208149,NaN,3927,5470,NaN,NaN,58317,NaN,NaN,NaN
144,12722,43384,NaN,NaN,204847,NaN,NaN,21260,NaN,10013,15566,NaN,7247,51920,NaN,NaN,200460,NaN,NaN,NaN
145,49469,196957,NaN,NaN,135014,NaN,NaN,199283,NaN,17506,45609,NaN,53824,1213,NaN,NaN,207825,NaN,NaN,NaN
146,34590,NaN,NaN,NaN,51124,NaN,NaN,31404,NaN,2907,132933,NaN,3663,39122,NaN,NaN,135134,NaN,NaN,NaN
147,49478,NaN,NaN,NaN,198754,NaN,NaN,208189,NaN,63771,18196,NaN,395823,34245,NaN,NaN,30886,NaN,NaN,NaN
148,196742,NaN,NaN,NaN,47283,NaN,NaN,211552,NaN,2510,4755,NaN,27,199588,NaN,NaN,41360,NaN,NaN,NaN
149,60213,NaN,NaN,NaN,33097,NaN,NaN,8522,NaN,9824,131269,NaN,32425,44384,NaN,NaN,41871,NaN,NaN,NaN
150,62094,NaN,NaN,NaN,6079,NaN,NaN,212485,NaN,7514,24309,NaN,40328,43406,NaN,NaN,35530,NaN,NaN,NaN
151,210140,NaN,NaN,NaN,4,NaN,NaN,47381,NaN,131937,133982,NaN,396507,6736,NaN,NaN,43312,NaN,NaN,NaN
152,47698,NaN,NaN,NaN,395354,NaN,NaN,199256,NaN,142616,136360,NaN,12271,30722,NaN,NaN,20971,NaN,NaN,NaN
153,42695,NaN,NaN,NaN,11492,NaN,NaN,16628,NaN,38635,135760,NaN,7828,44084,NaN,NaN,199995,NaN,NaN,NaN
154,51929,NaN,NaN,NaN,37519,NaN,NaN,15751,NaN,24642,9430,NaN,13331,8612,NaN,NaN,8029,NaN,NaN,NaN
155,49824,NaN,NaN,NaN,37640,NaN,NaN,23860,NaN,4771,139195,NaN,21699,57507,NaN,NaN,3130,NaN,NaN,NaN
156,48437,NaN,NaN,NaN,328039,NaN,NaN,133289,NaN,23655,137084,NaN,2018,34695,NaN,NaN,396105,NaN,NaN,NaN
157,201776,NaN,NaN,NaN,NaN,NaN,NaN,4758,NaN,56030,45194,NaN,3741,21034,NaN,NaN,15108,NaN,NaN,NaN
158,59536,NaN,NaN,NaN,NaN,NaN,NaN,17439,NaN,45267,134868,NaN,10474,197075,NaN,NaN,14371,NaN,NaN,NaN
159,205028,NaN,NaN,NaN,NaN,NaN,NaN,133658,NaN,134220,12222,NaN,NaN,34971,NaN,NaN,10364,NaN,NaN,NaN
160,41435,NaN,NaN,NaN,NaN,NaN,NaN,41881,NaN,132255,58765,NaN,NaN,200043,NaN,NaN,53488,NaN,NaN,NaN
161,6877,NaN,NaN,NaN,NaN,NaN,NaN,60976,NaN,24398,34606,NaN,NaN,8816,NaN,NaN,62642,NaN,NaN,NaN
162,6846,NaN,NaN,NaN,NaN,NaN,NaN,31263,NaN,133579,62184,NaN,NaN,57329,NaN,NaN,31841,NaN,NaN,NaN
163,204619,NaN,NaN,NaN,NaN,NaN,NaN,203591,NaN,55850,2514,NaN,NaN,9026,NaN,NaN,55145,NaN,NaN,NaN
164,213024,NaN,NaN,NaN,NaN,NaN,NaN,208808,NaN,132268,59125,NaN,NaN,206701,NaN,NaN,32181,NaN,NaN,NaN
165,6876,NaN,NaN,NaN,NaN,NaN,NaN,202242,NaN,4049,7522,NaN,NaN,60409,NaN,NaN,11114,NaN,NaN,NaN
166,4181,NaN,NaN,NaN,NaN,NaN,NaN,4785,NaN,64095,7690,NaN,NaN,25002,NaN,NaN,22438,NaN,NaN,NaN
167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7684,NaN,9245,17511,NaN,NaN,2516,NaN,NaN,17210,NaN,NaN,NaN
168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23661,NaN,9186,17948,NaN,NaN,4713,NaN,NaN,398065,NaN,NaN,NaN
169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134351,NaN,24768,2500,NaN,NaN,207176,NaN,NaN,399748,NaN,NaN,NaN
170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38074,NaN,44030,17518,NaN,NaN,20769,NaN,NaN,327849,NaN,NaN,NaN
171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48635,NaN,8636,51044,NaN,NaN,39637,NaN,NaN,NaN,NaN,NaN,NaN
172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39563,NaN,57084,9600,NaN,NaN,61044,NaN,NaN,NaN,NaN,NaN,NaN
173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20953,NaN,5738,10010,NaN,NaN,39591,NaN,NaN,NaN,NaN,NaN,NaN
174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39587,NaN,11427,2501,NaN,NaN,15480,NaN,NaN,NaN,NaN,NaN,NaN
175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211321,NaN,27017,9607,NaN,NaN,25151,NaN,NaN,NaN,NaN,NaN,NaN
176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198203,NaN,8047,137257,NaN,NaN,8896,NaN,NaN,NaN,NaN,NaN,NaN
177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18199,NaN,46562,55785,NaN,NaN,12324,NaN,NaN,NaN,NaN,NaN,NaN
178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24324,NaN,40497,135328,NaN,NaN,60309,NaN,NaN,NaN,NaN,NaN,NaN
179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64073,NaN,22342,131583,NaN,NaN,9085,NaN,NaN,NaN,NaN,NaN,NaN
180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,205036,NaN,54390,42863,NaN,NaN,8890,NaN,NaN,NaN,NaN,NaN,NaN
181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43888,NaN,23473,43652,NaN,NaN,60713,NaN,NaN,NaN,NaN,NaN,NaN
182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200272,NaN,11351,39861,NaN,NaN,29007,NaN,NaN,NaN,NaN,NaN,NaN
183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49169,NaN,11426,133136,NaN,NaN,41494,NaN,NaN,NaN,NaN,NaN,NaN
184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59504,NaN,30475,32890,NaN,NaN,61958,NaN,NaN,NaN,NaN,NaN,NaN
185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35558,NaN,5739,1289,NaN,NaN,33823,NaN,NaN,NaN,NaN,NaN,NaN
186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25159,NaN,10796,26046,NaN,NaN,48969,NaN,NaN,NaN,NaN,NaN,NaN
187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34858,NaN,30600,11090,NaN,NaN,199150,NaN,NaN,NaN,NaN,NaN,NaN
188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56981,NaN,52,14615,NaN,NaN,197564,NaN,NaN,NaN,NaN,NaN,NaN
189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197695,NaN,18663,21928,NaN,NaN,1880,NaN,NaN,NaN,NaN,NaN,NaN
190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201430,NaN,6128,26830,NaN,NaN,4844,NaN,NaN,NaN,NaN,NaN,NaN
191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33962,NaN,46293,15267,NaN,NaN,18106,NaN,NaN,NaN,NaN,NaN,NaN
192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50979,NaN,36149,46416,NaN,NaN,141235,NaN,NaN,NaN,NaN,NaN,NaN
193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41691,NaN,10242,19009,NaN,NaN,49889,NaN,NaN,NaN,NaN,NaN,NaN
194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9123,NaN,32329,397412,NaN,NaN,34743,NaN,NaN,NaN,NaN,NaN,NaN
195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51132,NaN,30298,17306,NaN,NaN,51943,NaN,NaN,NaN,NaN,NaN,NaN
196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59253,NaN,11051,395257,NaN,NaN,15497,NaN,NaN,NaN,NaN,NaN,NaN
197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39762,NaN,46997,33363,NaN,NaN,35352,NaN,NaN,NaN,NaN,NaN,NaN
