,0,1,2,3,4,5,6,7,8,9
0,18209.0,62538.0,15943.0,207790.0,198471.0,7018.0,3303.0,701.0,22884.0,39704.0
1,8492.0,2856.0,48289.0,30707.0,12578.0,55933.0,,30782.0,8866.0,12322.0
2,701.0,54869.0,33363.0,25.0,577.0,852.0,17072.0,2527.0,7018.0,11351.0
3,64475.0,5410.0,42652.0,3320.0,6805.0,3257.0,7545.0,7922.0,,57254.0
4,12008.0,15440.0,12496.0,20545.0,203752.0,8445.0,3226.0,1257.0,1136.0,7922.0
5,18106.0,6400.0,198385.0,25596.0,2200.0,56478.0,205535.0,37100.0,39544.0,719.0
6,11727.0,15480.0,3243.0,2200.0,2119.0,57695.0,62360.0,3243.0,39608.0,3292.0
7,9158.0,378.0,3209.0,3209.0,11351.0,20912.0,58224.0,58328.0,31554.0,13030.0
8,7922.0,5089.0,13193.0,33915.0,786.0,197075.0,6830.0,719.0,33922.0,42622.0
9,208974.0,51810.0,31246.0,213279.0,6830.0,,41405.0,203476.0,34762.0,47232.0
10,11664.0,133800.0,3215.0,2119.0,8402.0,49420.0,1136.0,61438.0,202196.0,20055.0
11,198068.0,60846.0,5617.0,60294.0,206238.0,50449.0,20798.0,3209.0,12816.0,8881.0
12,31250.0,57497.0,25133.0,3320.0,3320.0,50473.0,49800.0,3320.0,15943.0,25133.0
13,3320.0,3320.0,3320.0,3215.0,3320.0,24689.0,47295.0,57199.0,25229.0,3320.0
14,12322.0,3215.0,12322.0,3320.0,3215.0,8820.0,3320.0,2860.0,3320.0,12322.0
15,3215.0,3320.0,3320.0,12322.0,12322.0,12322.0,12322.0,2860.0,12322.0,3215.0
16,3320.0,12322.0,2860.0,2860.0,2860.0,3215.0,2860.0,12322.0,3320.0,3320.0
17,2860.0,2860.0,2860.0,2860.0,2860.0,2860.0,2860.0,,2860.0,2860.0
18,2860.0,2860.0,2860.0,701.0,2860.0,15457.0,2860.0,701.0,2860.0,2860.0
19,2860.0,2860.0,2860.0,42580.0,701.0,2860.0,701.0,2860.0,2860.0,2860.0
20,47583.0,137153.0,48440.0,4764.0,133481.0,6057.0,20712.0,135629.0,24921.0,29355.0
21,29075.0,12353.0,202391.0,701.0,44489.0,36905.0,51570.0,701.0,39608.0,29134.0
22,11427.0,16591.0,812.0,13969.0,,327741.0,4771.0,135328.0,12083.0,12735.0
23,49225.0,3209.0,34393.0,4788.0,8447.0,1136.0,16409.0,577.0,8412.0,31122.0
24,31242.0,3320.0,15401.0,202422.0,43127.0,44369.0,60798.0,1136.0,20626.0,16509.0
25,6855.0,1653.0,43081.0,15600.0,680.0,8426.0,3209.0,8248.0,57707.0,57269.0
26,45838.0,35804.0,680.0,44156.0,48804.0,11351.0,20712.0,3320.0,22773.0,12479.0
27,31042.0,6830.0,55836.0,15725.0,7922.0,24940.0,25512.0,16110.0,13188.0,206114.0
28,701.0,39617.0,16086.0,3491.0,25002.0,5391.0,3209.0,8311.0,3209.0,33915.0
29,5397.0,15802.0,35352.0,8359.0,206548.0,394256.0,3209.0,3301.0,9070.0,39180.0
30,57199.0,10745.0,396982.0,8508.0,48957.0,12824.0,42317.0,5006.0,680.0,20473.0
31,3320.0,20845.0,43754.0,,51669.0,8881.0,15474.0,28785.0,213279.0,39351.0
32,60294.0,12337.0,8447.0,3320.0,3320.0,42905.0,3209.0,3320.0,31317.0,42610.0
33,,3320.0,3320.0,3215.0,3320.0,41275.0,3320.0,3215.0,42184.0,3320.0
34,12322.0,3215.0,51207.0,15894.0,3215.0,3320.0,3320.0,2860.0,3320.0,12322.0
35,3215.0,3320.0,,12322.0,12322.0,12322.0,12322.0,2860.0,12322.0,198060.0
36,3320.0,12322.0,2860.0,2860.0,2860.0,3215.0,2860.0,12322.0,3320.0,3320.0
37,2860.0,15457.0,2860.0,2860.0,2860.0,2860.0,2860.0,12322.0,2860.0,2860.0
38,2860.0,15457.0,2860.0,701.0,2860.0,2860.0,2860.0,701.0,2860.0,2860.0
39,2860.0,2860.0,2860.0,2860.0,701.0,2860.0,701.0,2860.0,2860.0,2860.0
40,33915.0,9829.0,37002.0,812.0,18199.0,12874.0,51167.0,7922.0,62538.0,39563.0
41,34602.0,210278.0,35266.0,,3215.0,202422.0,135755.0,61157.0,36352.0,11427.0
42,4713.0,135328.0,209.0,27272.0,7922.0,10010.0,8053.0,7922.0,27699.0,59125.0
43,33796.0,12322.0,5607.0,40980.0,,197809.0,25472.0,1880.0,20001.0,3209.0
44,13285.0,12322.0,5516.0,15133.0,3209.0,6848.0,35228.0,9070.0,12991.0,137.0
45,31012.0,15344.0,3326.0,49505.0,37577.0,41230.0,198721.0,5089.0,42557.0,51184.0
46,577.0,3269.0,29405.0,15133.0,8612.0,2018.0,15169.0,57353.0,2568.0,13193.0
47,29695.0,553.0,30781.0,206313.0,209.0,50629.0,38880.0,56622.0,1835.0,56478.0
48,30892.0,8726.0,5466.0,41090.0,37611.0,,51943.0,51265.0,55836.0,13178.0
49,11051.0,51873.0,15693.0,15605.0,48217.0,786.0,50633.0,198967.0,208139.0,9268.0
50,42337.0,41000.0,7922.0,6848.0,42961.0,28725.0,30764.0,7590.0,17934.0,20001.0
51,49673.0,,2119.0,57227.0,206177.0,29405.0,8881.0,8767.0,3265.0,
52,35263.0,39153.0,3209.0,3320.0,3320.0,12714.0,44622.0,3320.0,203296.0,15605.0
53,3320.0,3320.0,3320.0,3215.0,3320.0,8881.0,35227.0,3215.0,8402.0,3320.0
54,12322.0,3215.0,12322.0,3320.0,3215.0,3320.0,3320.0,2860.0,3320.0,12322.0
55,3215.0,3320.0,3320.0,12322.0,12322.0,12322.0,12322.0,2860.0,12322.0,3215.0
56,3320.0,12322.0,2860.0,2860.0,2860.0,,2860.0,12322.0,3320.0,
57,2860.0,2860.0,2860.0,2860.0,2860.0,2860.0,2860.0,12322.0,2860.0,2860.0
58,2860.0,2860.0,2860.0,701.0,2860.0,2860.0,2860.0,,2860.0,2860.0
59,2860.0,2860.0,43652.0,2860.0,701.0,2860.0,701.0,2860.0,2860.0,2860.0
60,50544.0,12353.0,12322.0,11317.0,43708.0,202870.0,34897.0,47583.0,13036.0,29802.0
61,51167.0,57169.0,31898.0,21017.0,200583.0,,207151.0,12400.0,174.0,3303.0
62,3215.0,7922.0,812.0,133982.0,29286.0,4764.0,7922.0,134116.0,35540.0,14754.0
63,41676.0,3320.0,3269.0,41937.0,5089.0,395354.0,2497.0,7922.0,7922.0,57044.0
64,21040.0,208854.0,49586.0,7922.0,6848.0,21283.0,3209.0,41275.0,199128.0,13030.0
65,9145.0,7514.0,3352.0,3301.0,60781.0,1267.0,,2852.0,25472.0,33915.0
66,204847.0,3209.0,3216.0,13030.0,15038.0,45267.0,3303.0,20473.0,12322.0,13178.0
67,20712.0,15704.0,60294.0,205206.0,7514.0,12757.0,55836.0,,,202625.0
