,0,1,2,3,4,5,6,7,8,9
0,211772,1853,201091,20510,206228,47237,9031,8262,29067,9067
1,20694,201773,44604,41354,200675,25543,1850,23862,50620,8470
2,395853,33885,41364,39028,20857,3238,42148,39767,26793,25151
3,62371,63834,199468,681,11051,4721,19255,56791,2259,398447
4,12271,13331,35913,12271,4697,10796,48252,42473,53755,52468
5,203591,25273,35467,41589,399105,201843,32437,48390,394972,40764
6,134877,4755,23860,17439,17625,58765,45528,133982,132933,23860
7,4758,133289,133289,133289,133289,133289,37002,133289,37002,133289
8,37002,37002,37002,37002,37002,37002,42003,37002,42003,37002
9,42003,42003,42003,42003,42003,42003,133289,42003,133289,42003
10,49223,49169,40961,1967,50667,31034,4787,205813,42518,44600
11,47203,41690,2119,36959,51309,44141,206067,63770,28768,43197
12,208590,201709,12812,43478,10098,8331,204564,29614,208189,1101
13,51375,23855,22548,55145,59128,7684,28330,62024,12757,40788
14,4685,16628,3842,8048,6400,3596,27845,137409,6167,2516
15,394972,44297,7828,399105,5576,393886,13830,44297,44297,3597
16,45528,131210,132933,6453,4755,132933,17439,9829,133982,131269
17,133289,4758,4758,4758,4758,4758,58328,4758,205588,4758
18,205813,199284,396982,44217,34953,35530,10474,39273,201773,1887
19,49974,31727,21211,8399,61344,39637,51892,17819,6057,13178
20,7575,57033,47887,51892,62000,42668,10075,64444,44066,9498
21,34087,4528,38008,6360,2698,35891,27839,42541,27845,40029
22,393522,4809,11426,22927,61468,58431,398721,61506,1886,5006
23,20545,19397,132003,199244,132003,34977,9829,205818,135262,64095
24,45820,9430,4755,24309,135262,133982,3326,135262,38987,135760
25,39837,39257,20677,59752,13065,206610,51718,12346,51088,12676
26,16086,205311,196655,42970,197331,199389,47286,7522,136972,25417
27,63774,48503,56728,57963,30741,39704,12727,37670,50999,12479
28,56055,133612,38001,9785,266858,17639,395954,24955,7018,27364
29,52694,27792,27678,28556,26615,7018,395214,2128,64095,15038
30,135328,396362,40098,48220,48220,10961,24309,174,135760,5538
31,23860,24309,135262,135262,9430,9829,198657,45194,29512,45528
32,37153,56630,20875,199103,59397,47794,25151,25447,211552,25220
33,21479,49784,49036,198507,39007,137153,28891,53184,31841,47698
34,137120,8473,208751,25515,199283,49828,38796,53550,50012,328114
35,28792,45725,4,36198,133612,9790,23118,48511,134521,16591
36,15038,134351,199064,52694,53184,27733,28109,44788,57929,13331
37,205818,28109,57929,28109,25273,6893,4758,132003,24309,11888
38,135262,17465,134325,134877,9829,17501,50973,132933,40975,134325
39,208927,56515,29008,60707,28681,8245,8218,60713,199588,206484
40,25406,14988,205206,43366,197765,8301,33796,395257,262320,8985
41,27611,33962,41695,39029,43950,200590,30600,47887,2200,15802
42,200675,210,12826,394197,4181,557,6373,42317,6147,62642
43,28130,52362,33182,263777,28099,36352,203315,8391,47583,26610
44,211398,47583,398721,396503,198524,35593,4755,54412,45194,41589
45,58765,131269,6453,9430,134325,17465,206291,18196,21021,45820
46,48359,57370,204880,6846,197692,197318,62000,1901,17511,43957
47,15754,2856,62432,35661,49779,35393,29505,137257,29962,201822
48,135014,42668,206067,8334,137153,57084,11814,327849,12859,199571
49,135132,38001,8047,31841,58473,278,27699,25515,20001,35891
50,55391,61449,40809,19331,10013,36549,35593,37474,48220,55960
51,209137,17726,395214,20926,15497,40285,9430,203432,17465,36149
52,17465,45820,45528,18209,6453,18209,44512,17625,62173,134877
53,199571,50585,205535,41018,1764,25353,41494,35332,208069,51960
54,49404,5089,39153,35426,198859,62059,20910,131749,4804,39857
55,328114,201825,41103,44941,12812,60846,7522,37154,24586,15699
56,8676,5078,27611,62759,18126,104,134521,9111,199064,577
57,134521,17518,6568,26610,27839,12119,14754,15716,203596,263777
58,197529,15497,27790,16409,37090,20953,45820,263157,131269,1289
59,17501,18196,45194,132933,45235,45820,6849,6453,12886,132933
60,25019,52212,211960,8670,1836,29512,39522,9205,24186,21385
61,56981,2611,198024,36937,57552,13287,3301,11478,4,8587
62,17747,198936,139331,201776,12333,6829,21928,25596,53824,45050
63,198260,139759,27017,4434,6597,58717,2497,56420,27879,10094
64,134351,3549,12119,264679,16814,53006,39384,30999,210329,36352
65,19009,397142,13830,6364,10961,209137,132933,6893,4758,12778
66,45194,135262,133982,18196,18196,134877,28785,4755,198024,45194
67,3269,45758,21334,199562,197889,51935,209097,31633,39522,13188
68,39494,62000,41753,47956,50158,14061,1257,62538,133612,208006
69,264679,24877,12479,50448,25376,2588,132905,15751,208751,25180
70,42263,131749,24560,19969,1246,9245,397168,203065,11402,6058
71,10838,4685,12008,10796,15964,33582,14949,38880,44377,10013
72,43915,43542,2613,17310,15142,199244,17465,20545,18196,205818
73,9430,17625,17439,45194,131210,45528,198385,131269,20626,18196
74,8386,208183,8763,61135,15817,41096,50999,41096,15589,208183
75,52000,328453,42819,43442,42518,20815,2116,54869,63771,20626
76,134868,24739,50287,35158,29614,35734,23862,13287,47764,49638
77,29632,54594,4812,7753,40029,6597,264608,41798,3549,7753
78,17623,64230,19693,40098,62538,11097,57929,198260,198985,19693
79,50446,395214,19397,38064,40098,2552,58765,198725,17439,16409
80,9829,135760,18209,23860,132933,17439,39837,23860,57199,18209
81,41489,42000,200567,21309,39702,206065,201852,64478,44494,34927
