,0,1,2,3,4,5,6,7,8,9
99,44651,44651,44651,44651,44651,44651,44651,44651,44651,44651
100,17356,17356,17356,17356,17356,17356,17356,17356,17356,17356
101,16881,16881,16881,16881,16881,16881,16881,16881,16881,16881
102,16814,16814,16814,16814,16814,16814,16814,16814,16814,16814
103,6720,6720,6720,6720,6720,6720,6720,6720,6720,6720
104,11232,11232,11232,11232,11232,11232,11232,11232,11232,11232
105,6057,6057,6057,6057,6057,6057,6057,6057,6057,6057
106,56933,56933,56933,56933,56933,56933,56933,56933,56933,56933
107,17506,17506,17506,17506,17506,17506,17506,17506,17506,17506
108,28742,28742,28742,28742,28742,28742,28742,28742,28742,28742
109,398355,398355,398355,398355,398355,398355,398355,398355,398355,398355
110,25429,25429,25429,25429,25429,25429,25429,25429,25429,25429
111,57084,57084,57084,57084,57084,57084,57084,57084,57084,57084
112,42781,42781,42781,42781,42781,42781,42781,42781,42781,42781
113,60955,60955,60955,60955,60955,60955,60955,60955,60955,60955
114,46997,46997,46997,46997,46997,46997,46997,46997,46997,46997
115,48417,48417,48417,48417,48417,48417,48417,48417,48417,48417
116,199468,199468,199468,199468,199468,199468,199468,199468,199468,199468
117,4773,4773,4773,4773,4773,4773,4773,4773,4773,4773
118,199150,199150,199150,199150,199150,199150,199150,199150,199150,199150
119,12778,12778,12778,12778,12778,12778,12778,12778,12778,12778
120,27,27,27,27,27,27,27,27,27,27
121,44257,44257,44257,44257,44257,44257,44257,44257,44257,44257
122,20815,20815,20815,20815,20815,20815,20815,20815,20815,20815
123,37336,37336,37336,37336,37336,37336,37336,37336,37336,37336
124,29278,29278,29278,29278,29278,29278,29278,29278,29278,29278
125,198060,198060,198060,198060,198060,198060,198060,198060,198060,198060
126,24638,24638,24638,24638,24638,24638,24638,24638,24638,24638
127,264605,264605,264605,264605,264605,264605,264605,264605,264605,264605
128,199071,199071,199071,199071,199071,199071,199071,199071,199071,199071
129,11815,11815,11815,11815,11815,11815,11815,11815,11815,11815
130,14988,14988,14988,14988,14988,14988,14988,14988,14988,14988
131,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113
132,51088,51088,51088,51088,51088,51088,51088,51088,51088,51088
133,64116,64116,64116,64116,64116,64116,64116,64116,64116,64116
134,9785,9785,9785,9785,9785,9785,9785,9785,9785,9785
135,135887,135887,135887,135887,135887,135887,135887,135887,135887,135887
136,19397,19397,19397,19397,19397,19397,19397,19397,19397,19397
137,12816,12816,12816,12816,12816,12816,12816,12816,12816,12816
138,39642,39642,39642,39642,39642,39642,39642,39642,39642,39642
139,30475,30475,30475,30475,30475,30475,30475,30475,30475,30475
140,202872,202872,202872,202872,202872,202872,202872,202872,202872,202872
141,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739
142,49272,49272,49272,49272,49272,49272,49272,49272,49272,49272
143,24851,24851,24851,24851,24851,24851,24851,24851,24851,24851
144,48284,48284,48284,48284,48284,48284,48284,48284,48284,48284
145,42038,42038,42038,42038,42038,42038,42038,42038,42038,42038
146,48471,48471,48471,48471,48471,48471,48471,48471,48471,48471
147,10881,10881,10881,10881,10881,10881,10881,10881,10881,10881
