,0,1,2,3,4,5,6,7,8,9
0,44160,39636,60610,6876,49432,204059,10745,47692,34858,197892
1,47697,134351,803,199562,137084,54613,23483,52000,62267,16735
2,20565,44651,8508,12843,3301,203315,39861,26793,56030,24956
3,39555,29152,208149,16125,41872,41723,17819,207841,20523,36444
4,43197,38926,24877,237,17551,49404,21127,12119,39007,12757
5,36937,21385,11426,397142,208520,41000,49469,57128,210,23719
6,58273,48102,43957,44141,210303,28073,203231,29695,199422,25509
7,262691,4181,17306,49673,15366,34757,269923,21476,396515,27651
8,55785,13194,58431,23700,12779,201588,199165,11845,43317,44941
9,48166,47217,41000,39257,31036,202583,39351,141235,35141,7922
10,199389,41589,15798,48846,47697,13065,44417,52191,57929,8400
11,48152,205934,213279,50919,27651,8560,19969,3333,6829,28681
12,12778,8331,680,12826,11488,35613,34605,43709,6830,15544
13,1734,24586,41798,207176,15301,62513,15544,202042,44549,48943
14,60810,398447,40285,50012,25234,56639,9026,25596,15683,393552
15,39608,35046,198657,44424,44030,44303,57707,398960,207176,198657
16,31424,42970,32,16347,12322,43996,12767,133481,198668,29084
17,197467,43942,3326,25192,16796,271354,1901,20764,43996,2514
18,57044,54412,10753,2514,50449,48551,2514,25159,16796,48511
19,48359,39650,48551,57497,197207,48642,9147,48715,62173,48715
20,58340,41691,2593,205976,3212,14080,328381,47887,39567,34781
21,2607,207151,35467,12423,202695,52362,22438,51698,395662,39861
22,15011,37084,12426,2607,57571,133752,5470,7418,37126,58212
23,6905,199758,199159,44341,34781,202463,8781,43127,196616,16814
24,8580,18419,56535,8982,55569,8670,29405,59,35401,39857
25,9506,15815,58717,17518,13005,45050,41722,8369,55350,133289
26,39180,196655,8816,25460,263689,10381,203476,33988,13009,2818
27,49638,15038,267797,49037,1241,35237,327794,35320,27651,6400
28,31978,206066,11776,5769,29119,39007,20766,199422,50448,8334
29,28891,8339,25061,50667,206845,50710,15744,4739,1836,8220
30,12414,15497,43341,60798,51155,56550,15493,197809,15630,50324
31,8391,15683,37693,29449,61506,24725,44431,41364,15782,21379
32,132003,44303,34288,1246,51920,43413,12990,199101,12008,39560
33,9500,559,31514,59795,23881,203596,24768,210329,38949,205614
34,42908,19171,201843,42905,204064,51124,201333,57269,50247,7247
35,20764,199298,47232,48417,6058,20764,198161,58473,42093,13036
36,17552,50446,395152,43996,42652,13188,208712,15964,43709,199524
37,25381,35574,39608,29504,54412,7470,20764,51184,8881,59504
38,56420,59504,7122,199256,12389,44045,4837,37002,59504,56420
39,44285,48551,207141,58224,49100,41668,206065,44285,39650,60786
40,43366,41153,44512,56566,21183,197975,50242,202113,30782,47110
41,213151,36905,198288,34897,23951,23473,46609,198415,18534,41230
42,134697,64116,20773,203488,49788,48979,12333,263703,45204,60351
43,61110,24691,3238,203602,199071,43312,63056,1113,200924,59238
44,42682,30938,43966,17523,9824,49586,202077,39542,49775,41302
45,59238,8262,19653,38926,197669,37611,57971,24722,27883,51773
46,43571,8749,197696,35661,9600,39891,12876,378,47227,41695
47,135132,22548,12231,15493,28760,8285,13728,201155,6400,27901
48,204170,60415,812,852,208261,29226,44788,8676,35598,15886
49,204151,12874,29550,48747,57227,12430,56665,132167,553,25019
50,2611,34695,34187,2518,35731,34953,31514,35378,5379,206313
51,3274,25133,59715,9146,27747,3333,32097,39533,48139,44124
52,14615,39435,9158,17948,48072,30764,21379,205535,136972,203432
53,4685,6667,48276,28685,395611,39756,202042,51630,15796,1101
54,201091,7247,36149,28681,30764,16342,200043,3243,29512,19171
55,199524,56427,44002,47834,9790,49800,15685,135014,42541,200114
56,10838,209620,42615,20676,3326,51515,200114,5524,50825,20473
57,43132,12793,12322,30764,199283,2552,41998,2119,12322,44030
58,41682,31424,18199,17552,201588,58224,8522,37074,397168,12768
59,42337,60786,50810,44244,48359,51819,58224,16247,25184,44244
60,40994,198717,22884,57370,208189,17310,203591,52075,53667,29462
61,203687,15782,35908,43019,3238,19255,21859,43312,208149,43910
62,36959,12556,61958,41327,47992,30741,9121,28186,6373,36924
63,15836,43950,50170,33871,51943,42841,395685,2857,9063,142616
64,56740,18126,43132,2497,58717,21079,15725,63927,48149,33885
65,5786,28748,3927,133982,13009,327844,42922,206066,397412,327741
66,29075,50345,16218,44097,20776,12231,2486,198452,15401,8301
67,4,203020,2549,24722,29208,8194,37670,12337,855,7795
68,45725,43132,11478,37468,25255,47438,200462,35600,9198,34574
69,201825,47524,39326,12611,6856,199389,31510,395853,12312,28130
70,701,35489,1241,8339,198754,34156,56791,6661,43542,57675
71,41009,15969,25019,15630,30607,15763,6939,1101,35100,8726
72,9166,15493,205614,60924,12735,44489,206186,199298,37693,8670
73,17676,43350,34123,203993,32899,3597,9038,5538,199324,48821
74,47834,12826,5576,47678,13036,52191,21034,199853,21131,10131
75,42473,29321,206548,202605,7782,8985,35328,395257,203993,202872
76,199283,9161,58473,24689,60294,8473,204957,6057,35613,15943
77,206718,35320,199524,49931,7122,35558,13188,56622,20880,44217
78,48511,9367,31798,7122,56649,207141,45935,199256,45935,8331
79,49100,25184,44244,44531,60786,50543,197207,44244,16247,39650
80,12252,10620,33823,208069,209987,206813,39587,41435,9067,15796
81,31633,15525,13489,42863,51944,64116,263703,48344,17579,30633
82,328262,8982,9188,212567,44257,37136,34781,299,6535,41931
83,204652,207995,51718,50158,16333,59536,1221,34960,202077,7727
84,201587,15165,62282,3450,59238,42557,31029,10881,25534,31286
85,63774,203228,15088,15344,25310,197669,51234,25381,2504,37670
86,9105,197686,49367,34660,64444,37670,25460,35348,43950,16353
87,60924,11814,39551,59861,50469,61349,2519,35710,395152,24173
88,53591,29125,1403,133661,3269,44507,42093,21396,49673,56791
89,48089,47589,42831,198570,196847,198721,12346,6407,8866,2200
90,24586,44549,25291,210103,50661,62023,59702,44600,199399,58079
91,29551,197809,57269,5379,7018,1136,134341,8391,47304,13032
92,198985,51035,41405,62267,8816,208712,6703,48417,8676,28768
93,7782,59795,48293,3333,19969,19397,205818,62416,31034,60316
94,56427,133959,35444,50550,197318,34605,8612,15802,203937,19969
95,31042,204957,48661,208329,6057,12714,56456,29962,61438,50971
96,7470,198725,16591,61157,15943,39608,31349,7782,25424,13045
