,X,Y,ASN,Peer IP,Continent,Colors
2001:43f8:6d0::15,15.43357,74.51635,37100,2001:43f8:6d0::15,Africa,0
2001:43f8:6d0::156,10.935376,71.80314,37314,2001:43f8:6d0::156,Africa,0
2001:43f8:6d0::190,3.1583745,-24.361843,37239,2001:43f8:6d0::190,Africa,0
2001:43f8:6d0::199,8.538491,-20.006893,37640,2001:43f8:6d0::199,Africa,0
2001:43f8:6d0::1b,0.9203786,-29.78256,3491,2001:43f8:6d0::1b,North America,2
2001:43f8:6d0::203,10.935376,71.80314,16637,2001:43f8:6d0::203,Africa,0
2001:43f8:6d0::215,14.158848,71.67939,30844,2001:43f8:6d0::215,Europe,3
2001:43f8:6d0::216,12.875095,74.16314,2018,2001:43f8:6d0::216,Africa,0
2001:43f8:6d0::22,6.629196,-18.362623,327960,2001:43f8:6d0::22,Africa,0
2001:43f8:6d0::232,10.935376,71.80314,37662,2001:43f8:6d0::232,Africa,0
2001:43f8:6d0::44,8.928563,-19.326437,327983,2001:43f8:6d0::44,Africa,0
2001:43f8:6d0::60,3.805705,-26.277597,37468,2001:43f8:6d0::60,Africa,0
2001:43f8:6d0::9:137,2.551152,-22.825026,328137,2001:43f8:6d0::9:137,Africa,0
2001:43f8:6d0::9:161,10.935376,71.80314,714,2001:43f8:6d0::9:161,North America,2
2001:43f8:6d0::9:165,8.210384,-19.73302,57695,2001:43f8:6d0::9:165,North America,2
2001:43f8:6d0::9:188,5.386181,-20.532364,199524,2001:43f8:6d0::9:188,Europe,3
2001:43f8:6d0::9:230,10.935376,71.80314,37721,2001:43f8:6d0::9:230,Africa,0
2001:43f8:6d0::9:37,2.0466566,-22.412739,328137,2001:43f8:6d0::9:37,Africa,0
2001:43f8:6d0::9:66,8.919555,-19.371195,328206,2001:43f8:6d0::9:66,Africa,0
2001:4950::5,4.141247,-22.72222,20205,2001:4950::5,North America,2
2001:4da8:f000::25,1.1647061,-22.837666,28824,2001:4da8:f000::25,Europe,3
2001:504:0:6::6774:1,16.982172,72.40189,6774,2001:504:0:6::6774:1,Europe,3
2001:504:0:6::6939:1,14.032287,-40.777958,6939,2001:504:0:6::6939:1,North America,2
2001:504:0:6::714:1,12.527007,77.08636,714,2001:504:0:6::714:1,North America,2
2001:504:0:6::8075:1,10.935376,71.80314,8075,2001:504:0:6::8075:1,North America,2
2001:504:0:6::8075:2,12.875095,74.16314,8075,2001:504:0:6::8075:2,North America,2
2001:504:1::a500:2497:1,11.230661,-35.591526,2497,2001:504:1::a500:2497:1,Asia,1
2001:504:1::a500:6233:1,4.893233,-22.230053,6233,2001:504:1::a500:6233:1,North America,2
2001:504:1::a500:6939:1,14.024352,-40.775826,6939,2001:504:1::a500:6939:1,North America,2
2001:504:1::a500:714:1,14.158848,71.67939,714,2001:504:1::a500:714:1,North America,2
2001:504:1::a500:8220:1,9.907729,74.99249,8220,2001:504:1::a500:8220:1,Europe,3
2001:504:1::a500:8966:1,9.907729,74.99249,8966,2001:504:1::a500:8966:1,Asia,1
2001:504:1::a500:9002:1,1.7111706,-47.88408,9002,2001:504:1::a500:9002:1,Europe,3
2001:504:1::a500:9304:1,4.9138126,-25.153591,9304,2001:504:1::a500:9304:1,Asia,1
2001:504:1::a501:1164:1,12.397418,69.258896,11164,2001:504:1::a501:1164:1,North America,2
2001:504:1::a501:3030:1,2.990362,-25.155888,13030,2001:504:1::a501:3030:1,Europe,3
2001:504:1::a501:310:1,12.527007,77.08636,10310,2001:504:1::a501:310:1,North America,2
2001:504:1::a501:9151:1,9.622634,-25.958685,19151,2001:504:1::a501:9151:1,North America,2
2001:504:1::a502:1700:1,3.709659,-24.180878,21700,2001:504:1::a502:1700:1,North America,2
2001:504:1::a502:4482:1,3.8511684,-25.53795,24482,2001:504:1::a502:4482:1,Asia,1
2001:504:1::a502:940:1,12.397418,69.258896,20940,2001:504:1::a502:940:1,Europe,3
2001:504:1::a504:6450:1,14.158848,71.67939,46450,2001:504:1::a504:6450:1,North America,2
2001:504:1::a505:1185:1,3.435956,-24.362854,51185,2001:504:1::a505:1185:1,Europe,3
2001:504:1::a506:2567:2,3.109408,-25.060654,14061,2001:504:1::a506:2567:2,North America,2
2001:504:1::a519:9524:1,4.7121105,-24.384794,199524,2001:504:1::a519:9524:1,Europe,3
2001:504::6:0:19:9524:1,3.3037634,-24.909256,199524,2001:504::6:0:19:9524:1,Europe,3
2001:504::6:0:1:310:1,15.43357,74.51635,10310,2001:504::6:0:1:310:1,North America,2
2001:504::6:0:1:310:2,15.43357,74.51635,10310,2001:504::6:0:1:310:2,North America,2
2001:504::6:0:1:7195:1,9.907729,74.99249,7195,2001:504::6:0:1:7195:1,South America,4
2001:504::6:0:26:2206:1,15.43357,74.51635,262206,2001:504::6:0:26:2206:1,North America,2
2001:504::6:0:2:80:1,4.699547,-23.406443,20080,2001:504::6:0:2:80:1,North America,2
2001:504::6:0:3:2098:1,10.935376,71.80314,32098,2001:504::6:0:3:2098:1,North America,2
2001:504::6:0:3:3132:1,12.527007,77.08636,33132,2001:504::6:0:3:3132:1,North America,2
2001:504::6:0:3:7468:1,9.907729,74.99249,37468,2001:504::6:0:3:7468:1,Africa,0
2001:504::6:0:5:1185:1,1.992806,-25.730255,51185,2001:504::6:0:5:1185:1,Europe,3
2001:504::6:0:5:2320:1,4.715916,-24.734894,52320,2001:504::6:0:5:2320:1,South America,4
2001:504:d::1,3.4411561,-25.244526,1280,2001:504:d::1,North America,2
2001:504:d::10,16.11616,-41.60186,6939,2001:504:d::10,North America,2
2001:504:d::19:9524:1,2.5363748,-25.4242,199524,2001:504:d::19:9524:1,Europe,3
2001:504:d::1:1164:2,15.5188465,77.06848,11164,2001:504:d::1:1164:2,North America,2
2001:504:d::1:4061:1,3.1359031,-25.143312,14061,2001:504:d::1:4061:1,North America,2
2001:504:d::1:4907:1,3.7254853,-25.595303,14907,2001:504:d::1:4907:1,North America,2
2001:504:d::2,11.188772,-35.55051,2497,2001:504:d::2,Asia,1
2001:504:d::46,7.0927386,-34.12373,6762,2001:504:d::46,Europe,3
2001:504:d::6,5.6862497,-36.32823,2914,2001:504:d::6,North America,2
2001:504:d::714:1,15.43357,74.51635,714,2001:504:d::714:1,North America,2
2001:504:d::9151:1,9.620035,-25.958317,19151,2001:504:d::9151:1,North America,2
2001:504:d::a0,9.907729,74.99249,9505,2001:504:d::a0,Asia,1
2001:504:d::ae,9.907729,74.99249,9264,2001:504:d::ae,Asia,1
2001:504:d::b1,3.599246,-22.718481,7575,2001:504:d::b1,Oceania,6
2001:550:2:67::42:2,2.248703,-23.938946,54574,2001:550:2:67::42:2,North America,2
2001:56a:8002:12::3,21.69569,-32.94221,852,2001:56a:8002:12::3,North America,2
2001:56b:2:21::3,21.695686,-32.94222,852,2001:56b:2:21::3,North America,2
2001:678:254:1::1,-5.1876545,-22.485777,47251,2001:678:254:1::1,Europe,3
2001:678:aa4::5,12.527007,77.08636,202297,2001:678:aa4::5,Europe,3
2001:678:cec:f000:871e:cafa:c52e:7198,4.9619045,-21.680368,60557,2001:678:cec:f000:871e:cafa:c52e:7198,Europe,3
2001:67c:21ec:5000:5800:ff:fe7e:6ded,7.0470433,-27.392878,56662,2001:67c:21ec:5000:5800:ff:fe7e:6ded,Europe,3
2001:67c:24c::c,-0.45918915,-21.57652,49420,2001:67c:24c::c,Europe,3
2001:67c:24e4:240::1,7.8066254,-19.11365,57381,2001:67c:24e4:240::1,Europe,3
2001:67c:26f4::1,7.3543835,-19.769842,57821,2001:67c:26f4::1,Europe,3
2001:67c:ec:253::1,-0.6983526,-19.032488,44097,2001:67c:ec:253::1,Europe,3
2001:728:1808::2,-0.16385052,-24.089321,15562,2001:728:1808::2,Europe,3
2001:7f8:13::a500:3280:1,6.7658467,-21.861258,3280,2001:7f8:13::a500:3280:1,Europe,3
2001:7f8:13::a503:4927:1,4.5825205,-24.985903,34927,2001:7f8:13::a503:4927:1,Europe,3
2001:7f8:13::a505:1999:1,6.2036557,-20.091879,51999,2001:7f8:13::a505:1999:1,,5
2001:7f8:13::a513:7490:2,6.2573767,-23.14094,137490,2001:7f8:13::a513:7490:2,Europe,3
2001:7f8:13::a520:5206:1,2.325461,-23.677778,205206,2001:7f8:13::a520:5206:1,Europe,3
2001:7f8:13::a520:7910:1,-0.27385935,-20.440353,207910,2001:7f8:13::a520:7910:1,Europe,3
2001:7f8:13::a520:9650:1,-2.9020627,-18.560606,209650,2001:7f8:13::a520:9650:1,Europe,3
2001:7f8:17::1aee:1,1.9405215,-24.483957,6894,2001:7f8:17::1aee:1,Europe,3
2001:7f8:17::1afc:1,-1.0613601,-16.45942,6908,2001:7f8:17::1afc:1,Europe,3
2001:7f8:17::201a:1,-13.4128475,-40.456768,8218,2001:7f8:17::201a:1,Europe,3
2001:7f8:17::2ca:3,12.527007,77.08636,714,2001:7f8:17::2ca:3,North America,2
2001:7f8:17::3:3f90:1,14.158848,71.67939,212880,2001:7f8:17::3:3f90:1,Europe,3
2001:7f8:17::3d4c:1,0.0129699465,-24.185965,15692,2001:7f8:17::3d4c:1,Europe,3
2001:7f8:17::89c2:1,2.7340882,-24.00193,35266,2001:7f8:17::89c2:1,Europe,3
2001:7f8:17::89f1:1,15.5188465,77.06848,35313,2001:7f8:17::89f1:1,Asia,1
2001:7f8:17::903c:1,1.2489368,-24.157465,36924,2001:7f8:17::903c:1,Africa,0
2001:7f8:1::a500:1103:2,0.034155536,-26.354067,1103,2001:7f8:1::a500:1103:2,Europe,3
2001:7f8:1::a500:1140:1,-2.9507756,-24.444128,1140,2001:7f8:1::a500:1140:1,Europe,3
2001:7f8:1::a500:1273:1,3.3062174,-25.96519,1273,2001:7f8:1::a500:1273:1,,5
2001:7f8:1::a500:19:9524:1,5.433976,-25.215647,199524,2001:7f8:1::a500:19:9524:1,Europe,3
2001:7f8:1::a500:19:9938:1,5.542188,-24.141432,199938,2001:7f8:1::a500:19:9938:1,Europe,3
2001:7f8:1::a500:3214:1,5.636881,-23.346317,3214,2001:7f8:1::a500:3214:1,Europe,3
2001:7f8:1::a500:6233:1,3.9244199,-25.421314,6233,2001:7f8:1::a500:6233:1,North America,2
2001:7f8:1::a500:6453:1,3.4474769,-26.28974,6453,2001:7f8:1::a500:6453:1,North America,2
2001:7f8:1::a500:6461:1,6.844709,-31.517569,6461,2001:7f8:1::a500:6461:1,North America,2
2001:7f8:1::a500:6830:2,9.591684,-28.602863,6830,2001:7f8:1::a500:6830:2,Europe,3
2001:7f8:1::a500:6866:1,14.158848,71.67939,6866,2001:7f8:1::a500:6866:1,Asia,1
2001:7f8:1::a500:6908:1,18.92357,-15.520038,6908,2001:7f8:1::a500:6908:1,Europe,3
2001:7f8:1::a500:6939:1,18.159761,-42.106144,6939,2001:7f8:1::a500:6939:1,North America,2
2001:7f8:1::a500:714:1,10.935376,71.80314,714,2001:7f8:1::a500:714:1,North America,2
2001:7f8:1::a500:8218:2,-14.031409,-40.767883,8218,2001:7f8:1::a500:8218:2,Europe,3
2001:7f8:1::a500:8220:1,9.907729,74.99249,8220,2001:7f8:1::a500:8220:1,Europe,3
2001:7f8:1::a500:8283:1,3.0709484,-25.329815,8283,2001:7f8:1::a500:8283:1,Europe,3
2001:7f8:1::a500:8455:1,3.7249508,-26.081545,8455,2001:7f8:1::a500:8455:1,Europe,3
2001:7f8:1::a500:8708:1,9.907729,74.99249,8708,2001:7f8:1::a500:8708:1,Europe,3
2001:7f8:1::a500:8966:1,12.527007,77.08636,8966,2001:7f8:1::a500:8966:1,Asia,1
2001:7f8:1::a501:2779:1,12.527007,77.08636,12779,2001:7f8:1::a501:2779:1,Europe,3
2001:7f8:1::a501:2859:1,2.1823056,-26.373095,12859,2001:7f8:1::a501:2859:1,Europe,3
2001:7f8:1::a501:2859:2,2.2569888,-26.423916,12859,2001:7f8:1::a501:2859:2,Europe,3
2001:7f8:1::a501:4907:1,3.383716,-26.308115,14907,2001:7f8:1::a501:4907:1,North America,2
2001:7f8:1::a501:5435:1,3.4606097,-22.509037,15435,2001:7f8:1::a501:5435:1,Europe,3
2001:7f8:1::a502:1263:1,9.907729,74.99249,21263,2001:7f8:1::a502:1263:1,Europe,3
2001:7f8:1::a502:1320:1,12.527007,77.08636,21320,2001:7f8:1::a502:1320:1,Europe,3
2001:7f8:1::a502:4482:1,5.147365,-41.072018,24482,2001:7f8:1::a502:4482:1,Asia,1
2001:7f8:1::a502:495:1,12.527007,77.08636,20495,2001:7f8:1::a502:495:1,Europe,3
2001:7f8:1::a502:5160:1,3.4488518,-26.652248,25160,2001:7f8:1::a502:5160:1,Europe,3
2001:7f8:1::a502:9467:1,4.545637,-28.015835,29467,2001:7f8:1::a502:9467:1,Europe,3
2001:7f8:1::a503:1027:1,9.907729,74.99249,31027,2001:7f8:1::a503:1027:1,Europe,3
2001:7f8:1::a503:2934:1,14.158848,71.67939,32934,2001:7f8:1::a503:2934:1,North America,2
2001:7f8:1::a503:2934:2,12.875095,74.16314,32934,2001:7f8:1::a503:2934:2,North America,2
2001:7f8:1::a503:4019:1,24.303673,-24.165373,34019,2001:7f8:1::a503:4019:1,Europe,3
2001:7f8:1::a503:7721:1,4.72149,-29.994686,37721,2001:7f8:1::a503:7721:1,Africa,0
2001:7f8:1::a504:1327:1,14.158848,71.67939,41327,2001:7f8:1::a504:1327:1,Europe,3
2001:7f8:1::a504:4684:1,15.5188465,77.06848,44684,2001:7f8:1::a504:4684:1,Europe,3
2001:7f8:1::a504:7147:1,-5.8997755,-43.32103,47147,2001:7f8:1::a504:7147:1,Europe,3
2001:7f8:1::a504:9544:1,9.907729,74.99249,49544,2001:7f8:1::a504:9544:1,Europe,3
2001:7f8:1::a505:1088:1,2.9379566,-24.488987,51088,2001:7f8:1::a505:1088:1,Europe,3
2001:7f8:1::a505:1185:1,6.4849715,-28.723383,51185,2001:7f8:1::a505:1185:1,Europe,3
2001:7f8:1::a505:673:1,2.6936147,-23.844778,50673,2001:7f8:1::a505:673:1,Europe,3
2001:7f8:1::a505:763:1,-6.395259,-27.002922,50763,2001:7f8:1::a505:763:1,Europe,3
2001:7f8:1::a505:9605:1,4.007831,-26.376133,59605,2001:7f8:1::a505:9605:1,Asia,1
2001:7f8:1::a506:501:1,-14.130232,-30.681046,60501,2001:7f8:1::a506:501:1,Europe,3
2001:7f8:1c:24a::201:1,3.0237455,-23.831236,513,2001:7f8:1c:24a::201:1,Europe,3
2001:7f8:1c:24a::201c:1,55.88848,6.9030423,8220,2001:7f8:1c:24a::201c:1,Europe,3
2001:7f8:1c:24a::22f:1,4.8684063,-27.163609,559,2001:7f8:1c:24a::22f:1,Europe,3
2001:7f8:1c:24a::3cbb:1,11.791455,-18.520247,15547,2001:7f8:1c:24a::3cbb:1,Europe,3
2001:7f8:1c:24a::51c4:1,4.355369,-26.339483,20932,2001:7f8:1c:24a::51c4:1,Europe,3
2001:7f8:1c:24a::51e5:1,51.962276,7.861219,21320,2001:7f8:1c:24a::51e5:1,Europe,3
2001:7f8:1c:24a::6203:1,8.277301,-45.26519,25091,2001:7f8:1c:24a::6203:1,Europe,3
2001:7f8:1c:24a::7226:1,4.090474,-25.1424,29222,2001:7f8:1c:24a::7226:1,Europe,3
2001:7f8:20:101::208:147,13.875045,-13.357098,28917,2001:7f8:20:101::208:147,Europe,3
2001:7f8:20:101::208:168,54.294254,9.738815,41617,2001:7f8:20:101::208:168,Europe,3
2001:7f8:20:101::208:188,57.656796,8.364391,6866,2001:7f8:20:101::208:188,Asia,1
2001:7f8:20:101::208:223,1.4060626,-26.12885,20764,2001:7f8:20:101::208:223,Europe,3
2001:7f8:20:101::208:44,55.343636,1.4297547,3267,2001:7f8:20:101::208:44,Europe,3
2001:7f8:20:101::208:59,57.13544,5.337791,8470,2001:7f8:20:101::208:59,Europe,3
2001:7f8:20:101::209:109,0.15704182,-42.069614,24482,2001:7f8:20:101::209:109,Asia,1
2001:7f8:20:101::209:200,2.678142,-24.674318,199524,2001:7f8:20:101::209:200,Europe,3
2001:7f8:20:101::209:66,1.5396806,-32.7242,35598,2001:7f8:20:101::209:66,Europe,3
2001:7f8:20:101::209:93,8.487684,-45.19721,25091,2001:7f8:20:101::209:93,Europe,3
2001:7f8:20:101::210:19,53.018085,2.2782586,2854,2001:7f8:20:101::210:19,Europe,3
2001:7f8:20:101::210:33,1.5140117,-23.52054,47441,2001:7f8:20:101::210:33,North America,2
2001:7f8:20:101::210:40,16.645771,-41.34859,6939,2001:7f8:20:101::210:40,North America,2
2001:7f8:20:101::210:52,0.82411593,-23.443253,41722,2001:7f8:20:101::210:52,Europe,3
2001:7f8:24::10c,-2.7762504,-26.005165,50869,2001:7f8:24::10c,Europe,3
2001:7f8:24::20,1.4578285,-22.58935,21232,2001:7f8:24::20,Europe,3
2001:7f8:24::26,18.55427,-23.70872,59890,2001:7f8:24::26,Europe,3
2001:7f8:24::28,-0.49264792,-35.084393,48362,2001:7f8:24::28,Europe,3
2001:7f8:24::39,18.544962,-28.499838,51184,2001:7f8:24::39,Europe,3
2001:7f8:24::3c,6.9878354,-22.225283,202194,2001:7f8:24::3c,Europe,3
2001:7f8:24::44,10.054014,-21.571041,12307,2001:7f8:24::44,Europe,3
2001:7f8:24::5,-5.592624,-42.769005,47147,2001:7f8:24::5,Europe,3
2001:7f8:24::5a,1.4588739,-22.818417,59414,2001:7f8:24::5a,Europe,3
2001:7f8:24::5e,59.996887,3.485676,1836,2001:7f8:24::5e,Europe,3
2001:7f8:24::6,4.916267,-27.102694,8758,2001:7f8:24::6,Europe,3
2001:7f8:24::67,-1.7105533,-21.26093,196621,2001:7f8:24::67,Europe,3
2001:7f8:24::6d,5.4907784,-25.627298,198385,2001:7f8:24::6d,Europe,3
2001:7f8:24::73,4.681526,-31.817482,6461,2001:7f8:24::73,North America,2
2001:7f8:24::74,-13.54061,-41.413006,8218,2001:7f8:24::74,Europe,3
2001:7f8:24::75,7.556128,-45.52856,25091,2001:7f8:24::75,Europe,3
2001:7f8:24::7e,-16.253754,-19.28092,20612,2001:7f8:24::7e,Europe,3
2001:7f8:24::7f,-16.253483,-19.280594,20612,2001:7f8:24::7f,Europe,3
2001:7f8:24::82,8.249499,-29.723839,58299,2001:7f8:24::82,Europe,3
2001:7f8:24::8d,9.948494,-20.353573,59891,2001:7f8:24::8d,Europe,3
2001:7f8:24::9,3.8433619,-24.602571,29691,2001:7f8:24::9,Europe,3
2001:7f8:24::95,11.932714,-18.438944,15547,2001:7f8:24::95,Europe,3
2001:7f8:24::9d,5.788544,-22.305079,48550,2001:7f8:24::9d,Europe,3
2001:7f8:24::ac,55.88848,6.9030423,8220,2001:7f8:24::ac,Europe,3
2001:7f8:24::b1,4.1201487,-23.838488,58057,2001:7f8:24::b1,Europe,3
2001:7f8:24::b4,16.627987,-19.836817,62167,2001:7f8:24::b4,Europe,3
2001:7f8:24::c5,8.66568,-23.814644,51873,2001:7f8:24::c5,Europe,3
2001:7f8:24::c7,6.4058366,-26.094423,198249,2001:7f8:24::c7,Europe,3
2001:7f8:24::cd,0.15704182,-42.069614,24482,2001:7f8:24::cd,Asia,1
2001:7f8:24::d8,9.877183,-20.391325,202032,2001:7f8:24::d8,Europe,3
2001:7f8:24::db,-13.678897,-30.655367,60501,2001:7f8:24::db,Europe,3
2001:7f8:24::e9,24.428377,-25.310802,34019,2001:7f8:24::e9,Europe,3
2001:7f8:24::ec,5.68256,-27.174543,34927,2001:7f8:24::ec,Europe,3
2001:7f8:24::f,2.6291525,-24.232643,15623,2001:7f8:24::f,Europe,3
2001:7f8:24::f6,6.547849,-22.509956,51786,2001:7f8:24::f6,Europe,3
2001:7f8:2a::1:1:0:766,57.13544,5.337791,766,2001:7f8:2a::1:1:0:766,Europe,3
2001:7f8:2a::1:1:0:8220,53.231216,5.2820787,8220,2001:7f8:2a::1:1:0:8220,Europe,3
2001:7f8:2a::1:1:1:3041,51.902916,4.592937,13041,2001:7f8:2a::1:1:1:3041,Europe,3
2001:7f8:2a::1:1:6:82,55.88848,6.9030423,60082,2001:7f8:2a::1:1:6:82,Europe,3
2001:7f8:2a::2:1:2:940,54.391125,8.437546,20940,2001:7f8:2a::2:1:2:940,Europe,3
2001:7f8:2a::2:1:2:9680,3.0220983,-24.136364,29680,2001:7f8:2a::2:1:2:9680,Europe,3
2001:7f8:30::1:1:0:1853,51.071434,6.3179235,1853,2001:7f8:30::1:1:0:1853,,5
2001:7f8:30::1:1:0:6720,-4.2748446,-21.435322,6720,2001:7f8:30::1:1:0:6720,Europe,3
2001:7f8:30::1:1:0:8218,-13.54061,-41.413006,8218,2001:7f8:30::1:1:0:8218,Europe,3
2001:7f8:30::1:1:0:8220,57.71594,-0.66458243,8220,2001:7f8:30::1:1:0:8220,Europe,3
2001:7f8:30::1:1:0:8447,51.071434,6.3179235,8447,2001:7f8:30::1:1:0:8447,Europe,3
2001:7f8:30::1:1:4:7147,-6.020129,-42.216488,47147,2001:7f8:30::1:1:4:7147,Europe,3
2001:7f8:30::2:1:0:2686,54.511597,5.5757575,2686,2001:7f8:30::2:1:0:2686,North America,2
2001:7f8:30::2:1:0:6939,16.838955,-39.65038,6939,2001:7f8:30::2:1:0:6939,North America,2
2001:7f8:30::2:1:0:8447,56.876392,10.745256,8447,2001:7f8:30::2:1:0:8447,Europe,3
2001:7f8:30::2:1:1:3030,-1.8395448,-31.34114,13030,2001:7f8:30::2:1:1:3030,Europe,3
2001:7f8:30::2:1:2:1385,57.656796,8.364391,21385,2001:7f8:30::2:1:2:1385,Europe,3
2001:7f8:30::2:1:2:965,52.318962,5.9137383,21320,2001:7f8:30::2:1:2:965,Europe,3
2001:7f8:30::2:1:3:2934,51.902916,4.592937,32934,2001:7f8:30::2:1:3:2934,North America,2
2001:7f8:30::2:1:3:5369,0.8786434,-24.150795,35369,2001:7f8:30::2:1:3:5369,Europe,3
2001:7f8:30::2:1:3:9912,55.20209,0.06373016,39912,2001:7f8:30::2:1:3:9912,Europe,3
2001:7f8:30::2:1:4:7692,9.520985,-39.52934,47692,2001:7f8:30::2:1:4:7692,Europe,3
2001:7f8:30::2:1:4:8362,-0.066961505,-35.034515,48362,2001:7f8:30::2:1:4:8362,Europe,3
2001:7f8:30::2:1:5:1184,18.545937,-28.514986,51184,2001:7f8:30::2:1:5:1184,Europe,3
2001:7f8:30::2:1:5:9890,18.554272,-23.708462,59890,2001:7f8:30::2:1:5:9890,Europe,3
2001:7f8:30::2:1:67:30,55.88848,6.9030423,6730,2001:7f8:30::2:1:67:30,Europe,3
2001:7f8:30::2:2:3:2934,49.9151,2.0360844,32934,2001:7f8:30::2:2:3:2934,North America,2
2001:7f8:4::1026:1,55.88848,6.9030423,4134,2001:7f8:4::1026:1,Asia,1
2001:7f8:4::121d:2,2.6412208,-29.953773,4637,2001:7f8:4::121d:2,Asia,1
2001:7f8:4::1518:1,53.20625,8.826247,5400,2001:7f8:4::1518:1,Europe,3
2001:7f8:4::1859:1,2.6885507,-25.094334,6233,2001:7f8:4::1859:1,North America,2
2001:7f8:4::193d:1,4.681526,-31.817482,6461,2001:7f8:4::193d:1,North America,2
2001:7f8:4::1aae:4,9.590407,-28.601225,6830,2001:7f8:4::1aae:4,Europe,3
2001:7f8:4::1ad2:1,55.88848,6.9030423,6866,2001:7f8:4::1ad2:1,Asia,1
2001:7f8:4::1afc:1,-1.0817487,-16.420372,6908,2001:7f8:4::1afc:1,Europe,3
2001:7f8:4::1b1b:1,17.519384,-42.17809,6939,2001:7f8:4::1b1b:1,North America,2
2001:7f8:4::1d41:1,7.017598,-23.956934,7489,2001:7f8:4::1d41:1,North America,2
2001:7f8:4::201c:1,51.962276,7.861219,8220,2001:7f8:4::201c:1,Europe,3
2001:7f8:4::219f:1,6.9458685,-21.266685,8607,2001:7f8:4::219f:1,Europe,3
2001:7f8:4::2204:1,55.88848,6.9030423,8708,2001:7f8:4::2204:1,Europe,3
2001:7f8:4::22c0:1,3.2630696,-25.101816,8896,2001:7f8:4::22c0:1,Europe,3
2001:7f8:4::2306:1,51.396954,1.897294,8966,2001:7f8:4::2306:1,Asia,1
2001:7f8:4::232a:1,1.8044636,-48.047043,9002,2001:7f8:4::232a:1,Europe,3
2001:7f8:4::31eb:1,-8.976824,-35.71143,12779,2001:7f8:4::31eb:1,Europe,3
2001:7f8:4::32e6:1,-2.3100567,-31.70351,13030,2001:7f8:4::32e6:1,Europe,3
2001:7f8:4::3926:1,7.832392,-18.421099,14630,2001:7f8:4::3926:1,North America,2
2001:7f8:4::3:28c4:1,2.1734104,-23.33059,207044,2001:7f8:4::3:28c4:1,Europe,3
2001:7f8:4::3:a73:1,2.574296,-27.243925,199283,2001:7f8:4::3:a73:1,Europe,3
2001:7f8:4::4d7:1,12.204195,-31.575949,1239,2001:7f8:4::4d7:1,North America,2
2001:7f8:4::513:1,2.7474475,-31.431244,1299,2001:7f8:4::513:1,Europe,3
2001:7f8:4::5348:1,53.02325,10.3200445,21320,2001:7f8:4::5348:1,Europe,3
2001:7f8:4::5fa2:1,-4.229691,-37.487522,24482,2001:7f8:4::5fa2:1,Asia,1
2001:7f8:4::6248:1,3.4488518,-26.652248,25160,2001:7f8:4::6248:1,Europe,3
2001:7f8:4::724:1,4.2140584,-27.277721,1828,2001:7f8:4::724:1,North America,2
2001:7f8:4::7992:1,2.962173,-25.528017,31122,2001:7f8:4::7992:1,Europe,3
2001:7f8:4::886f:1,6.0130534,-24.513508,34927,2001:7f8:4::886f:1,Europe,3
2001:7f8:4::9359:1,3.6523044,-29.995087,37721,2001:7f8:4::9359:1,Africa,0
2001:7f8:4::98d2:1,3.9728475,-26.546902,39122,2001:7f8:4::98d2:1,Europe,3
2001:7f8:4::a5e9:1,1.9800531,-25.278204,42473,2001:7f8:4::a5e9:1,Europe,3
2001:7f8:4::b28:6,53.018085,2.2782586,2856,2001:7f8:4::b28:6,Europe,3
2001:7f8:4::b62:1,5.840888,-37.1093,2914,2001:7f8:4::b62:1,North America,2
2001:7f8:4::c7f1:1,3.4320486,-25.006433,51185,2001:7f8:4::c7f1:1,Europe,3
2001:7f8:4::cf8:1,0.71672493,-27.91231,3320,2001:7f8:4::cf8:1,Europe,3
2001:7f8:4::da3:1,0.9287106,-29.776909,3491,2001:7f8:4::da3:1,North America,2
2001:7f8:4::e15f:1,5.7677474,-23.915443,57695,2001:7f8:4::e15f:1,North America,2
2001:7f8:4::e2c9:1,6.685728,-23.763626,58057,2001:7f8:4::e2c9:1,Europe,3
2001:7f8:4::ec55:1,-12.9774685,-30.610903,60501,2001:7f8:4::ec55:1,Europe,3
2001:7f8:4::ee11:1,2.321381,-24.658278,3170,2001:7f8:4::ee11:1,Europe,3
2001:7f8:4::f2d7:1,16.627981,-19.836803,62167,2001:7f8:4::f2d7:1,Europe,3
2001:7f8:54:5::54,54.28978,4.7655187,8966,2001:7f8:54:5::54,Asia,1
2001:7f8:54:5::7,-14.367416,-41.165943,8218,2001:7f8:54:5::7,Europe,3
2001:7f8:54::1,-14.367416,-41.165943,8218,2001:7f8:54::1,Europe,3
2001:7f8:54::123,1.8098114,-27.268213,198290,2001:7f8:54::123,Europe,3
2001:7f8:54::156,11.791455,-18.520247,15547,2001:7f8:54::156,Europe,3
2001:7f8:54::172,6.075088,-22.261524,58308,2001:7f8:54::172,Europe,3
2001:7f8:54::177,-8.189115,-34.817654,12779,2001:7f8:54::177,Europe,3
2001:7f8:54::178,59.180153,7.7965693,8966,2001:7f8:54::178,Asia,1
2001:7f8:54::1:143,13.42285,-27.921152,50628,2001:7f8:54::1:143,Europe,3
2001:7f8:54::1:175,5.0503016,-22.994751,199524,2001:7f8:54::1:175,Europe,3
2001:7f8:54::1:176,54.261814,11.9223585,714,2001:7f8:54::1:176,North America,2
