,X,Y,ASN,Peer IP,Continent,Colors
2001:7f8:54::1:180,2.1276264,-28.46658,6461,2001:7f8:54::1:180,North America,2
2001:7f8:54::1:204,-9.351221,3.8889909,42275,2001:7f8:54::1:204,Europe,3
2001:7f8:54::1:228,2.7632308,-24.369335,39533,2001:7f8:54::1:228,Europe,3
2001:7f8:54::1:239,0.75333077,-26.990286,37721,2001:7f8:54::1:239,Africa,0
2001:7f8:54::1:46,4.208945,-26.704824,56665,2001:7f8:54::1:46,Europe,3
2001:7f8:54::1:83,9.074507,-45.12109,25091,2001:7f8:54::1:83,Europe,3
2001:7f8:54::205,4.2202325,-26.521893,29075,2001:7f8:54::205,Europe,3
2001:7f8:54::228,-4.2296915,-37.48738,24482,2001:7f8:54::228,Asia,1
2001:7f8:54::240,58.237556,9.96717,43100,2001:7f8:54::240,Europe,3
2001:7f8:54::246,4.292715,-17.713724,2613,2001:7f8:54::246,Europe,3
2001:7f8:54::249,2.2103994,-24.58853,49434,2001:7f8:54::249,Europe,3
2001:7f8:54::27,-6.713301,-25.043867,57199,2001:7f8:54::27,Europe,3
2001:7f8:54::32,4.9889154,-22.985367,34177,2001:7f8:54::32,Europe,3
2001:7f8:54::34,1.435426,-23.657394,35360,2001:7f8:54::34,Europe,3
2001:7f8:54::36,4.462615,-26.36613,16347,2001:7f8:54::36,Europe,3
2001:7f8:54::55,1.4773879,-23.763905,35600,2001:7f8:54::55,Europe,3
2001:7f8:54::58,56.555443,9.268442,8220,2001:7f8:54::58,Europe,3
2001:7f8:54::61,1.4989076,-25.325947,8426,2001:7f8:54::61,Europe,3
2001:7f8:54::71,23.984657,-24.803585,34019,2001:7f8:54::71,Europe,3
2001:7f8:54::89,54.01173,0.9879721,15830,2001:7f8:54::89,Europe,3
2001:7f8:54::97,7.714267,-22.23033,41157,2001:7f8:54::97,Europe,3
2001:7f8:64:225::1,3.1179998,-35.341076,39107,2001:7f8:64:225::1,Europe,3
2001:7f8:64:225::1:310:2,49.663887,7.2108746,10310,2001:7f8:64:225::1:310:2,North America,2
2001:7f8:64:225::3233:1,54.83155,3.1355891,3233,2001:7f8:64:225::3233:1,Europe,3
2001:7f8:64:225::3:9668:1,57.924416,1.8825903,39668,2001:7f8:64:225::3:9668:1,Europe,3
2001:7f8:64:225::4:8571:1,5.4569716,-18.816292,48571,2001:7f8:64:225::4:8571:1,Europe,3
2001:7f8:64:225::5705:0:1,7.3353515,-19.617174,57050,2001:7f8:64:225::5705:0:1,Europe,3
2001:7f8:64:225::5:6430:1,7.369203,-19.76549,56430,2001:7f8:64:225::5:6430:1,Europe,3
2001:7f8:64:225::6830:1,55.464394,10.359574,6830,2001:7f8:64:225::6830:1,Europe,3
2001:7f8:64:225::8075:1,54.27248,-1.0150087,8075,2001:7f8:64:225::8075:1,North America,2
2001:7f8:64:225::8220:1,53.580776,6.9019656,8220,2001:7f8:64:225::8220:1,Europe,3
2001:7f8::1525:0:1,57.00905,3.5610785,5413,2001:7f8::1525:0:1,Europe,3
2001:7f8::1859:0:1,4.4635797,-26.179218,6233,2001:7f8::1859:0:1,North America,2
2001:7f8::193d:0:1,4.681526,-31.817482,6461,2001:7f8::193d:0:1,North America,2
2001:7f8::1a0b:0:1,16.690037,-33.378807,6667,2001:7f8::1a0b:0:1,Europe,3
2001:7f8::1a6a:0:1,7.091571,-34.125515,6762,2001:7f8::1a6a:0:1,Europe,3
2001:7f8::1a76:0:1,58.88325,4.8704224,6774,2001:7f8::1a76:0:1,Europe,3
2001:7f8::1ad2:0:1,57.00905,3.5610785,6866,2001:7f8::1ad2:0:1,Asia,1
2001:7f8::1afc:0:1,18.92357,-15.520041,6908,2001:7f8::1afc:0:1,Europe,3
2001:7f8::1b1b:0:1,17.521404,-42.17857,6939,2001:7f8::1b1b:0:1,North America,2
2001:7f8::201a:0:1,-14.615889,-40.234886,8218,2001:7f8::201a:0:1,Europe,3
2001:7f8::201c:0:1,50.608864,3.3763196,8220,2001:7f8::201c:0:1,Europe,3
2001:7f8::201c:0:2,51.70462,9.587472,8220,2001:7f8::201c:0:2,Europe,3
2001:7f8::20a7:0:1,60.743267,7.5795927,8359,2001:7f8::20a7:0:1,Europe,3
2001:7f8::20ad:0:1,54.83155,3.1355891,8365,2001:7f8::20ad:0:1,Europe,3
2001:7f8::2204:0:1,56.31984,2.0707724,8708,2001:7f8::2204:0:1,Europe,3
2001:7f8::223b:0:1,53.41623,4.290622,8763,2001:7f8::223b:0:1,Europe,3
2001:7f8::229:0:1,4.496226,-27.234957,553,2001:7f8::229:0:1,Europe,3
2001:7f8::2306:0:1,51.748466,3.099791,8966,2001:7f8::2306:0:1,Asia,1
2001:7f8::232a:0:1,1.9374923,-48.27198,9002,2001:7f8::232a:0:1,Europe,3
2001:7f8::2a8:0:1,2.1141481,-25.063263,680,2001:7f8::2a8:0:1,Europe,3
2001:7f8::3043:0:1,58.70982,0.4771136,12355,2001:7f8::3043:0:1,Europe,3
2001:7f8::30b6:0:1,-6.0881343,8.59374,12470,2001:7f8::30b6:0:1,Europe,3
2001:7f8::31eb:0:1,-8.969028,-35.702435,12779,2001:7f8::31eb:0:1,Europe,3
2001:7f8::32e6:0:1,-2.5219626,-31.820467,13030,2001:7f8::32e6:0:1,Europe,3
2001:7f8::36ed:0:1,3.5341916,-25.804188,14061,2001:7f8::36ed:0:1,North America,2
2001:7f8::3:2138:0:2,-1.6715356,-24.467382,205112,2001:7f8::3:2138:0:2,Europe,3
2001:7f8::3:2614:0:1,-1.3933091,-23.403254,206356,2001:7f8::3:2614:0:1,Europe,3
2001:7f8::3:26a3:0:1,6.804304,-27.339334,206499,2001:7f8::3:26a3:0:1,Europe,3
2001:7f8::3:2afd:0:1,6.9199247,-25.868963,207613,2001:7f8::3:2afd:0:1,Europe,3
2001:7f8::3:30ce:0:1,-4.470735,-25.48739,209102,2001:7f8::3:30ce:0:1,Europe,3
2001:7f8::3:409f:0:1,7.5086956,-26.259573,213151,2001:7f8::3:409f:0:1,Europe,3
2001:7f8::3:b64:0:2,5.459085,-26.3226,199524,2001:7f8::3:b64:0:2,Europe,3
2001:7f8::47e3:0:1,61.114445,4.462536,18403,2001:7f8::47e3:0:1,Asia,1
2001:7f8::4d7:0:1,12.204187,-31.576088,1239,2001:7f8::4d7:0:1,North America,2
2001:7f8::514b:0:1,1.3417925,-37.771866,20811,2001:7f8::514b:0:1,Europe,3
2001:7f8::51e5:0:1,55.657543,4.8179717,21320,2001:7f8::51e5:0:1,Europe,3
2001:7f8::530f:0:1,54.83155,3.1355891,21263,2001:7f8::530f:0:1,Europe,3
2001:7f8::53a4:0:1,9.122625,-22.149923,21412,2001:7f8::53a4:0:1,Europe,3
2001:7f8::5fa2:0:1,0.003706693,-42.83275,24482,2001:7f8::5fa2:0:1,Asia,1
2001:7f8::6181:0:1,2.900155,-27.644905,24961,2001:7f8::6181:0:1,Europe,3
2001:7f8::6284:0:1,5.961912,-26.697937,25220,2001:7f8::6284:0:1,Europe,3
2001:7f8::71d4:0:1,4.564365,-25.972185,29140,2001:7f8::71d4:0:1,Europe,3
2001:7f8::7933:0:1,50.450394,4.7770753,31027,2001:7f8::7933:0:1,Europe,3
2001:7f8::8463:0:1,58.88325,4.8704224,33891,2001:7f8::8463:0:1,Europe,3
2001:7f8::84e3:0:1,23.978958,-24.737442,34019,2001:7f8::84e3:0:1,Europe,3
2001:7f8::85f0:0:1,2.87426,-25.903706,34288,2001:7f8::85f0:0:1,Europe,3
2001:7f8::886f:0:1,5.5016365,-27.633448,34927,2001:7f8::886f:0:1,Europe,3
2001:7f8::89f1:0:1,56.688152,0.69913805,35313,2001:7f8::89f1:0:1,Asia,1
2001:7f8::89f8:0:1,51.022015,0.43337446,35320,2001:7f8::89f8:0:1,Europe,3
2001:7f8::8b7e:0:1,6.888786,-16.568295,35710,2001:7f8::8b7e:0:1,Europe,3
2001:7f8::9359:0:1,5.042221,-28.674309,37721,2001:7f8::9359:0:1,Africa,0
2001:7f8::a16f:0:1,50.441833,8.567958,41327,2001:7f8::a16f:0:1,Europe,3
2001:7f8::a5e9:0:3,-5.593148,-42.79422,47147,2001:7f8::a5e9:0:3,Europe,3
2001:7f8::a6d4:0:1,58.88325,4.8704224,42708,2001:7f8::a6d4:0:1,Europe,3
2001:7f8::b29:0:1,56.084324,-1.112902,2857,2001:7f8::b29:0:1,Europe,3
2001:7f8::b62:0:1,5.8402467,-37.10613,2914,2001:7f8::b62:0:1,North America,2
2001:7f8::ba4c:0:1,9.520991,-39.529343,47692,2001:7f8::ba4c:0:1,Europe,3
2001:7f8::bcea:0:1,-0.8629726,-35.030586,48362,2001:7f8::bcea:0:1,Europe,3
2001:7f8::be06:0:1,1.5587616,-21.622051,48646,2001:7f8::be06:0:1,Europe,3
2001:7f8::bf17:0:2,4.9004965,-26.07834,48919,2001:7f8::bf17:0:2,Europe,3
2001:7f8::c221:0:1,6.9003396,-26.628805,49697,2001:7f8::c221:0:1,Europe,3
2001:7f8::c7f0:0:1,18.540705,-28.483246,51184,2001:7f8::c7f0:0:1,Europe,3
2001:7f8::c7f1:0:1,6.489122,-28.725857,51185,2001:7f8::c7f1:0:1,Europe,3
2001:7f8::c8e:0:1,6.777073,-25.925964,3214,2001:7f8::c8e:0:1,Europe,3
2001:7f8::e15f:0:1,-4.751434,-24.088282,57695,2001:7f8::e15f:0:1,North America,2
2001:7f8::e2c9:0:1,7.4500995,-26.272848,58057,2001:7f8::e2c9:0:1,Europe,3
2001:7f8::e3bb:0:1,8.249678,-29.723858,58299,2001:7f8::e3bb:0:1,Europe,3
2001:7f8::eb09:0:1,53.580776,6.9019656,60169,2001:7f8::eb09:0:1,Europe,3
2001:7f8::ec55:0:1,-14.130232,-30.681046,60501,2001:7f8::ec55:0:1,Europe,3
2001:7f8::fbdb:0:1,-2.1563787,-27.188692,64475,2001:7f8::fbdb:0:1,Europe,3
2001:7f8:b:100:1d1:a519:9524:55,8.312056,-21.333122,199524,2001:7f8:b:100:1d1:a519:9524:55,Europe,3
2001:7f8:b:100:1d1:a520:1333:74,0.41618302,-22.000608,201333,2001:7f8:b:100:1d1:a520:1333:74,Europe,3
2001:7f8:b:100:1d1:a520:2032:192,8.409132,-21.219128,202032,2001:7f8:b:100:1d1:a520:2032:192,Europe,3
2001:7f8:b:100:1d1:a5d0:5396:4,1.9519607,-22.537315,5396,2001:7f8:b:100:1d1:a5d0:5396:4,Europe,3
2001:7f8:b:100:1d1:a5d0:5602:10,59.55469,1.9321048,5602,2001:7f8:b:100:1d1:a5d0:5602:10,Europe,3
2001:7f8:b:100:1d1:a5d0:6939:125,16.758017,-40.308067,6939,2001:7f8:b:100:1d1:a5d0:6939:125,North America,2
2001:7f8:b:100:1d1:a5d0:8220:68,53.580776,6.9019656,8220,2001:7f8:b:100:1d1:a5d0:8220:68,Europe,3
2001:7f8:b:100:1d1:a5d1:2637:86,1.1262321,-24.548183,12637,2001:7f8:b:100:1d1:a5d1:2637:86,Europe,3
2001:7f8:b:100:1d1:a5d1:2779:65,-8.1949005,-34.82473,12779,2001:7f8:b:100:1d1:a5d1:2779:65,Europe,3
2001:7f8:b:100:1d1:a5d1:5605:120,5.0481358,-26.597063,15605,2001:7f8:b:100:1d1:a5d1:5605:120,Europe,3
2001:7f8:b:100:1d1:a5d2:4482:158,0.16501702,-42.02853,24482,2001:7f8:b:100:1d1:a5d2:4482:158,Asia,1
2001:7f8:b:100:1d1:a5d2:811:88,1.3417684,-37.771694,20811,2001:7f8:b:100:1d1:a5d2:811:88,Europe,3
2001:7f8:b:100:1d1:a5d2:912:54,8.38591,-21.32063,20912,2001:7f8:b:100:1d1:a5d2:912:54,Europe,3
2001:7f8:b:100:1d1:a5d2:965:183,55.4683,8.88477,21320,2001:7f8:b:100:1d1:a5d2:965:183,Europe,3
2001:7f8:b:100:1d1:a5d4:1327:51,3.5500488,-27.167223,41327,2001:7f8:b:100:1d1:a5d4:1327:51,Europe,3
2001:7f8:b:100:1d1:a5d4:9605:127,2.9019752,-23.980282,49605,2001:7f8:b:100:1d1:a5d4:9605:127,Europe,3
2001:7f8:b:100:1d1:a5d4:9709:219,2.5714898,-22.959568,49709,2001:7f8:b:100:1d1:a5d4:9709:219,Europe,3
2001:7f8:b:100:1d1:a5d5:1185:102,5.8285165,-29.839151,51185,2001:7f8:b:100:1d1:a5d5:1185:102,Europe,3
2001:7f8:b:100:1d1:a5d5:7111:13,3.8963706,-23.975939,57111,2001:7f8:b:100:1d1:a5d5:7111:13,Europe,3
2001:7f8:b:100:1d1:a5d5:7463:216,-1.08863,-22.406878,57463,2001:7f8:b:100:1d1:a5d5:7463:216,Europe,3
2001:7f8:b:100:1d1:a5d5:877:225,3.4362795,-24.939032,50877,2001:7f8:b:100:1d1:a5d5:877:225,Europe,3
2001:7f8:b:100:1d1:a5d6:501:138,-13.678897,-30.655367,60501,2001:7f8:b:100:1d1:a5d6:501:138,Europe,3
2001:7f8:d:ff::104,57.00905,3.5610785,8220,2001:7f8:d:ff::104,Europe,3
2001:7f8:d:ff::136,16.690065,-33.378838,6667,2001:7f8:d:ff::136,Europe,3
2001:7f8:d:ff::152,54.83155,3.1355891,16086,2001:7f8:d:ff::152,Europe,3
2001:7f8:d:ff::157,1.7111706,-47.88408,9002,2001:7f8:d:ff::157,Europe,3
2001:7f8:d:ff::164,60.992485,5.8814588,3327,2001:7f8:d:ff::164,Europe,3
2001:7f8:d:ff::18,2.9204428,-24.786505,42473,2001:7f8:d:ff::18,Europe,3
2001:7f8:d:ff::187,16.877193,-39.367775,6939,2001:7f8:d:ff::187,North America,2
2001:7f8:d:ff::191,8.52922,-22.925053,199524,2001:7f8:d:ff::191,Europe,3
2001:7f8:d:ff::22,57.00905,3.5610785,31027,2001:7f8:d:ff::22,Europe,3
2001:7f8:d:ff::226,5.1473656,-41.0718,24482,2001:7f8:d:ff::226,Asia,1
2001:7f8:d:ff::35,52.419235,0.82320696,31133,2001:7f8:d:ff::35,Europe,3
2001:7f8:d:ff::41,49.27814,5.6224217,3292,2001:7f8:d:ff::41,Europe,3
2001:7f8:d:ff::9,59.594154,9.104417,714,2001:7f8:d:ff::9,North America,2
2001:7f8:e7:c232::6358,-5.4178834,-19.747936,58057,2001:7f8:e7:c232::6358,Europe,3
2001:7f8:e7:c232::63fe,6.208746,-21.395874,34800,2001:7f8:e7:c232::63fe,Europe,3
2001:978:4::b,8.819128,-32.245987,174,2001:978:4::b,North America,2
2001:de8:4::13:3210:1,-1.4769603,-25.779211,133210,2001:de8:4::13:3210:1,Asia,1
2001:de8:4::13:7409:1,3.156555,-32.87897,137409,2001:de8:4::13:7409:1,Oceania,6
2001:de8:4::19:9524:1,3.3135803,-26.145296,199524,2001:de8:4::19:9524:1,Europe,3
2001:de8:4::1:4061:2,2.8984985,-25.310759,14061,2001:de8:4::1:4061:2,North America,2
2001:de8:4::1:4907:1,5.0450873,-25.468735,14907,2001:de8:4::1:4907:1,North America,2
2001:de8:4::1:8106:1,3.5513778,-27.873774,18106,2001:de8:4::1:8106:1,Asia,1
2001:de8:4::3491:1,0.9290863,-29.79572,3491,2001:de8:4::3491:1,North America,2
2001:de8:4::4775:1,57.924416,1.8825903,4775,2001:de8:4::4775:1,Asia,1
2001:de8:4::5:8500:1,55.657543,4.8179717,58500,2001:de8:4::5:8500:1,Asia,1
2001:de8:4::5:8952:1,-0.6646844,-28.950434,58952,2001:de8:4::5:8952:1,Asia,1
2001:de8:4::714:1,58.761166,3.066853,714,2001:de8:4::714:1,North America,2
2001:de8:4::8075:1,61.026592,2.630535,8075,2001:de8:4::8075:1,North America,2
2001:de8:4::8220:1,56.688152,0.69913805,8220,2001:de8:4::8220:1,Europe,3
2001:de8:4::9930:1,59.717728,6.494423,9930,2001:de8:4::9930:1,Asia,1
2003:0:f000:4000::1,0.7155307,-27.911627,3320,2003:0:f000:4000::1,Europe,3
202.249.2.169,13.683715,8.112564,2497,202.249.2.169,Asia,1
202.249.2.183,54.01173,0.9879721,42,202.249.2.183,North America,2
202.249.2.185,-5.8019996,5.7042465,25152,202.249.2.185,Europe,3
202.249.2.20,-13.857004,2.1460373,4777,202.249.2.20,Oceania,6
202.69.160.152,-4.574323,11.313936,17639,202.69.160.152,Asia,1
203.119.104.1,-12.478957,5.2982345,4608,203.119.104.1,Oceania,6
203.123.48.6,-17.079952,-3.2630258,37989,203.123.48.6,Asia,1
208.51.134.248,-6.1249223,5.2482305,3549,208.51.134.248,North America,2
208.80.153.193,-5.9093843,6.251741,14907,208.80.153.193,North America,2
217.151.205.144,-6.724436,5.0904655,20514,217.151.205.144,Europe,3
217.29.66.10,-7.622791,5.832527,5602,217.29.66.10,Europe,3
217.29.66.102,-4.42881,15.028821,51185,217.29.66.102,Europe,3
217.29.66.120,-7.3109403,9.217166,15605,217.29.66.120,Europe,3
217.29.66.125,10.977702,23.916624,6939,217.29.66.125,North America,2
217.29.66.127,-8.086292,8.288705,49605,217.29.66.127,Europe,3
217.29.66.131,58.88325,4.8704224,32934,217.29.66.131,North America,2
217.29.66.138,-1.9128573,10.415786,60501,217.29.66.138,Europe,3
217.29.66.158,-4.173199,9.26685,24482,217.29.66.158,Asia,1
217.29.66.183,58.108246,6.7035217,21320,217.29.66.183,Europe,3
217.29.66.192,-5.024426,4.445059,202032,217.29.66.192,Europe,3
217.29.66.216,5.0311775,5.9244084,57463,217.29.66.216,Europe,3
217.29.66.218,58.108246,6.7035217,203201,217.29.66.218,Europe,3
217.29.66.219,-6.743442,6.2245326,49709,217.29.66.219,Europe,3
217.29.66.225,-5.6421,7.1955385,50877,217.29.66.225,Europe,3
217.29.66.233,-11.793185,4.0150924,8660,217.29.66.233,Europe,3
217.29.66.24,52.877792,3.551854,9026,217.29.66.24,Europe,3
217.29.66.4,-5.4917555,5.2586603,5396,217.29.66.4,Europe,3
217.29.66.5,-9.990091,7.1712046,5392,217.29.66.5,Europe,3
217.29.66.62,49.209743,3.830522,8816,217.29.66.62,Europe,3
217.29.66.65,-11.199474,27.764954,12779,217.29.66.65,Europe,3
217.29.66.68,-2.3549716,18.896555,8220,217.29.66.68,Europe,3
217.29.66.86,-6.6505,7.0084453,12637,217.29.66.86,Europe,3
217.29.66.87,54.83155,3.1355891,29449,217.29.66.87,Europe,3
217.29.66.88,-6.36007,9.617508,20811,217.29.66.88,Europe,3
217.29.67.12,53.580776,6.9019656,51333,217.29.67.12,Europe,3
217.29.67.13,-12.4204035,1.9760906,57111,217.29.67.13,Europe,3
217.29.67.24,-6.6704946,4.72816,199181,217.29.67.24,Europe,3
217.29.67.36,52.79202,-0.5416173,62166,217.29.67.36,Europe,3
217.29.67.51,-4.6772532,8.424543,41327,217.29.67.51,Europe,3
217.29.67.54,-5.543831,4.325507,20912,217.29.67.54,Europe,3
217.29.67.55,-6.607442,4.7722077,199524,217.29.67.55,Europe,3
217.29.67.74,-6.859006,2.750341,201333,217.29.67.74,Europe,3
217.76.0.17,-10.409225,0.6210265,43733,217.76.0.17,Asia,1
23.129.32.61,-12.898558,-2.127372,49134,23.129.32.61,Europe,3
23.139.160.31,-8.772812,6.2787876,26073,23.139.160.31,North America,2
2401:d9c0::1,-8.238006,-19.969881,64271,2401:d9c0::1,North America,2
2405:3200:0:23::,3.9315872,-27.090267,17639,2405:3200:0:23::,Asia,1
2405:fc00::6,5.2311435,-19.759262,37989,2405:fc00::6,Asia,1
2406:840:eb89::1,0.5624193,-25.450716,140731,2406:840:eb89::1,Asia,1
2406:f400:8:34::1,3.4000602,-15.262073,38001,2406:f400:8:34::1,Asia,1
2602:fed2:fc0:5e::1,-6.76182,-19.41135,49134,2602:fed2:fc0:5e::1,Europe,3
2604:fbc0:1:1::,4.2132845,-23.34901,13830,2604:fbc0:1:1::,North America,2
2606:6d00:eb0::252,3.0461936,-24.227459,1403,2606:6d00:eb0::252,North America,2
2607:fad8::1:9,3.313705,-24.841642,22652,2607:fad8::1:9,North America,2
2620:0:860:ffff::2,3.5215747,-25.81156,14907,2620:0:860:ffff::2,North America,2
27.111.228.107,-14.494726,68.0981,714,27.111.228.107,North America,2
27.111.228.162,-15.755927,70.55918,62955,27.111.228.162,North America,2
27.111.228.170,-12.112361,67.860664,136168,27.111.228.170,Asia,1
27.111.228.186,-4.0129776,2.1379375,14907,27.111.228.186,North America,2
27.111.228.201,-11.357167,7.9605923,14061,27.111.228.201,North America,2
27.111.228.222,-3.8922784,3.4613338,199524,27.111.228.222,Europe,3
27.111.228.226,-14.994863,63.44369,4775,27.111.228.226,Asia,1
27.111.228.43,-1.6832722,8.55954,3491,27.111.228.43,North America,2
27.111.228.46,-13.228894,70.1166,9658,27.111.228.46,Asia,1
27.111.228.57,-16.679544,68.82016,8075,27.111.228.57,North America,2
27.111.228.6,-3.0035138,9.1518135,18106,27.111.228.6,Asia,1
27.111.229.109,0.23863724,14.337696,58952,27.111.229.109,Asia,1
27.111.229.123,-2.3549716,18.896555,8220,27.111.229.123,Europe,3
27.111.229.143,-16.894861,61.9676,58500,27.111.229.143,Asia,1
27.111.229.174,-20.347897,65.914894,38496,27.111.229.174,Asia,1
27.111.229.2,-18.002193,66.89153,9930,27.111.229.2,Asia,1
27.111.229.213,-1.8157089,12.168341,137409,27.111.229.213,Oceania,6
27.111.229.219,-15.755927,70.55918,45896,27.111.229.219,Asia,1
27.111.229.239,-14.847797,61.23482,17639,27.111.229.239,Asia,1
27.111.230.35,-4.935673,-2.5513089,133210,27.111.230.35,Asia,1
2800:40:0:3::,-16.894861,61.9676,16814,2800:40:0:3::,South America,4
2800:a0:401:c828:a2ca:2000::ca,3.5434494,-21.209288,6057,2800:a0:401:c828:a2ca:2000::ca,South America,4
2803:3b80:1ee3:1000::1,-68.796646,23.759352,263702,2803:3b80:1ee3:1000::1,South America,4
2803:4dc0:50::1,-9.788879,-21.0849,265721,2803:4dc0:50::1,North America,2
2803:a9e0::1,-9.913516,-19.198158,270014,2803:a9e0::1,South America,4
2803:c0::1,-9.429099,-24.9705,264756,2803:c0::1,South America,4
2803:cd60:1:1::1,-6.8288426,-23.053858,64116,2803:cd60:1:1::1,South America,4
2a00:1c10:10::8,4.124669,-25.73912,50300,2a00:1c10:10::8,Europe,3
2a00:1ca8:2a::e0,0.4168584,-23.130577,202365,2a00:1ca8:2a::e0,Asia,1
2a00:1e68:112::1,-0.111797184,-23.080996,42861,2a00:1e68:112::1,Europe,3
2a00:1f28:0:1::2,-6.330509,-21.238827,43733,2a00:1f28:0:1::2,Asia,1
2a00:5884::6,2.436825,-24.098593,204092,2a00:5884::6,Europe,3
2a01:360:0:6::2,2.9669545,-28.883612,34549,2a01:360:0:6::2,Europe,3
2a01:367:c1f2::82,4.238961,-29.09149,211954,2a01:367:c1f2::82,Europe,3
2a01:4f8:c17:ec87::310c:46de,-10.148665,-1.131628,44393,2a01:4f8:c17:ec87::310c:46de,Europe,3
2a01:678::2,1.688972,-23.991896,29608,2a01:678::2,Europe,3
2a02:20c8:1f::12,4.0629854,-25.607176,50304,2a02:20c8:1f::12,Europe,3
2a02:38::2,9.975121,-22.863283,6881,2a02:38::2,Europe,3
2a02:47a0:a::1,-2.1869805,-22.846775,49673,2a02:47a0:a::1,Europe,3
2a02:ed03:ffff::1,2.8751018,-23.436321,61292,2a02:ed03:ffff::1,Europe,3
2a03:1b20:1:ff01::5,5.306676,-26.277042,39351,2a03:1b20:1:ff01::5,Europe,3
2a03:90c0:186::11a,7.136841,-20.585129,46997,2a03:90c0:186::11a,North America,2
2a03:94e0:ffff:185:181:60::126,8.918306,-17.541616,207564,2a03:94e0:ffff:185:181:60::126,Europe,3
2a06:1287:3308:cafe::1,-3.0258985,-20.498465,206499,2a06:1287:3308:cafe::1,Europe,3
2a06:e881:2000:7::1,5.533633,-26.029531,206313,2a06:e881:2000:7::1,Europe,3
2a07:1c44:3100::1,5.703459,-28.111204,205593,2a07:1c44:3100::1,Europe,3
2a07:4280:0:48::156,-7.86394,-21.653584,48147,2a07:4280:0:48::156,Asia,1
2a07:59c6:ee00:9589::1,-9.03834,-23.052832,139589,2a07:59c6:ee00:9589::1,Asia,1
2a07:a40::,7.091138,-21.114252,48821,2a07:a40::,Europe,3
2a09:4bc7:d021::,4.3939786,-19.005165,131477,2a09:4bc7:d021::,Asia,1
2a09:4c0:100:5eb1::7ae9,-4.775531,-19.774378,60474,2a09:4c0:100:5eb1::7ae9,Europe,3
2a09:4c0:100:5eb1::7af2,6.332512,-21.169218,35619,2a09:4c0:100:5eb1::7af2,,5
2a09:4c0:100:5eb1::7af5,-20.796225,70.079315,47422,2a09:4c0:100:5eb1::7af5,Europe,3
2a09:4c0:100:5eb1::7afb,4.215131,-24.09189,58057,2a09:4c0:100:5eb1::7afb,Europe,3
2a09:4c0:303:c232::5cfb,7.092829,-21.113213,58057,2a09:4c0:303:c232::5cfb,Europe,3
2a09:d180::2,6.8903484,-16.560263,35710,2a09:d180::2,Europe,3
2a0a:3640:0:d::191,5.8090644,-21.28502,29504,2a0a:3640:0:d::191,Europe,3
2a0b:3b00::4,13.422896,-27.921244,50628,2a0b:3b00::4,Europe,3
2a0b:5cc0:0:ffff::254,-2.9881074,-21.968315,49432,2a0b:5cc0:0:ffff::254,Europe,3
2a0b:a700:3::21,-10.772207,-22.89639,211722,2a0b:a700:3::21,Europe,3
2a0b:cbc0:2::1,1.5603516,-23.98699,57199,2a0b:cbc0:2::1,Europe,3
2a0c:9a40:1009::1,7.412889,-20.046946,34927,2a0c:9a40:1009::1,Europe,3
2a0c:9a40:1038::1,9.086869,-17.228388,34927,2a0c:9a40:1038::1,Europe,3
2a0c:9a40:1::612,7.7769012,-22.810246,49752,2a0c:9a40:1::612,Europe,3
2a0c:b640:ffff::28:99:112:120,6.4853663,-25.953417,34872,2a0c:b640:ffff::28:99:112:120,Europe,3
2a0c:b641:402::1,-16.43002,-0.31827036,208709,2a0c:b641:402::1,Europe,3
2a0c:b642:fc0::1,7.422089,-20.100481,34854,2a0c:b642:fc0::1,Europe,3
2a0d:f407:101:dead::1,-3.5415003,-23.286549,205148,2a0d:f407:101:dead::1,,5
2a0e:8f02:2000::6,7.3624387,-21.55579,213045,2a0e:8f02:2000::6,Europe,3
2a0e:fd40:1::1,5.0817623,-20.926046,44103,2a0e:fd40:1::1,Europe,3
2c0f:ee00::98:210,3.707926,-28.486917,37721,2c0f:ee00::98:210,Africa,0
2c0f:fa90:200:3:6::e,3.362515,-25.205238,37271,2c0f:fa90:200:3:6::e,Africa,0
31.169.49.228,-6.625277,7.7949905,50304,31.169.49.228,Europe,3
37.49.232.54,-6.619259,14.518068,8966,37.49.232.54,Asia,1
37.49.232.7,-24.58388,15.647042,8218,37.49.232.7,Europe,3
37.49.236.1,-25.271732,15.443007,8218,37.49.236.1,Europe,3
37.49.236.117,-18.002193,66.89153,57119,37.49.236.117,Europe,3
37.49.236.123,-6.445404,8.452209,198290,37.49.236.123,Europe,3
37.49.236.145,-11.140583,65.802216,49463,37.49.236.145,Europe,3
37.49.236.15,-6.492204,5.720326,204355,37.49.236.15,Europe,3
37.49.236.156,-5.290021,10.157255,15547,37.49.236.156,Europe,3
37.49.236.172,-8.07932,4.2897406,58308,37.49.236.172,Europe,3
37.49.236.177,-10.97193,26.670177,12779,37.49.236.177,Europe,3
37.49.236.178,-1.6490009,13.65013,8966,37.49.236.178,Asia,1
37.49.236.205,-4.8007426,8.28178,29075,37.49.236.205,Europe,3
37.49.236.228,-3.9565258,9.121387,24482,37.49.236.228,Asia,1
37.49.236.239,-13.300355,64.287094,60171,37.49.236.239,Europe,3
37.49.236.240,-15.755927,70.55918,43100,37.49.236.240,Europe,3
37.49.236.246,-12.720997,-0.1290349,2613,37.49.236.246,Europe,3
37.49.236.249,-6.585087,5.884935,49434,37.49.236.249,Europe,3
