,X,Y,ASN,Continent,Colors
207375,-47.273537,-21.710093,207375,Europe,1
25151,24.66681,-18.174717,25151,Europe,1
49784,43.46388,41.471607,49784,Europe,1
15693,44.616486,4.5587134,15693,Europe,1
39647,37.541348,-11.151669,39647,Europe,1
62105,28.24964,-9.627369,62105,Europe,1
34108,-15.676269,-24.672182,34108,Europe,1
58291,-35.78157,-34.406815,58291,Europe,1
28788,36.21981,-8.943009,28788,Europe,1
50343,47.633793,25.675581,50343,Europe,1
202625,-11.638718,-24.869183,202625,Europe,1
15535,19.41709,-27.119473,15535,Europe,1
48972,54.665497,25.94159,48972,Europe,1
59554,-66.56715,1.0469579,59554,Europe,1
1140,58.90779,43.214935,1140,Europe,1
43350,48.302128,45.203205,43350,Europe,1
60022,23.675714,-20.549181,60022,Europe,1
20504,-4.581503,-49.344475,20504,Europe,1
39563,-68.5781,29.806732,39563,Europe,1
16298,7.291272,-31.086288,16298,Europe,1
206637,-14.54954,-22.454762,206637,Europe,1
206264,-73.01171,19.371922,206264,Africa,2
35224,-61.229507,-16.637419,35224,Europe,1
20953,-57.157158,18.520445,20953,Europe,1
48282,-70.24482,8.162363,48282,Europe,1
204754,-71.44473,22.816345,204754,Europe,1
207803,-57.127773,-21.777716,207803,Europe,1
202562,-25.544788,-30.700476,202562,Europe,1
203474,-47.889027,-22.490135,203474,Europe,1
39587,-64.49435,35.90096,39587,Europe,1
211321,-69.44256,29.862482,211321,,6
198203,-70.828636,22.484484,198203,Europe,1
29695,55.704205,9.992346,29695,Europe,1
2116,53.109924,11.281973,2116,Europe,1
41164,55.834866,9.693164,41164,Europe,1
31169,43.421978,0.40876174,31169,Europe,1
224,36.46364,-25.939917,224,Europe,1
62225,36.191563,-26.575176,62225,Europe,1
199339,44.75719,-0.5934313,199339,Europe,1
20741,52.333767,10.676539,20741,Europe,1
201822,36.241295,-25.572939,201822,Europe,1
34087,50.556225,0.4920758,34087,Europe,1
208627,43.18563,-23.410826,208627,Europe,1
35754,63.766838,20.921091,35754,Europe,1
39029,44.061428,46.367928,39029,Europe,1
56655,-69.77924,12.735707,56655,Europe,1
57963,44.289448,46.65388,57963,Europe,1
50304,-3.75478,-41.839096,50304,Europe,1
6829,53.14335,10.8249035,6829,Europe,1
205976,-63.565964,-1.3289794,205976,Europe,1
8896,17.235577,-6.2531543,8896,Europe,1
207788,50.263588,0.9762446,207788,Europe,1
49788,36.45779,-26.87819,49788,Europe,1
8542,-39.826393,-34.311523,8542,Europe,1
49586,-13.879239,-26.157812,49586,Europe,1
207464,-14.693639,-25.70827,207464,Europe,1
44381,-39.563484,-31.992767,44381,Europe,1
12996,-1.737703,-42.512905,12996,Europe,1
9790,0.59537923,23.61361,9790,Oceania,5
9500,0.3946346,24.351631,9500,Oceania,5
4771,3.0448537,22.232424,4771,Oceania,5
132003,7.7867517,29.966595,132003,Oceania,5
23655,8.312838,12.071335,23655,Oceania,5
45475,-7.7027326,10.58827,45475,Oceania,5
56030,2.4487975,22.003405,56030,Oceania,5
137257,-51.438396,-2.6642728,137257,Oceania,5
17705,13.717831,14.935154,17705,Oceania,5
138398,11.698376,32.844143,138398,Oceania,5
45267,-6.6463037,9.496816,45267,Oceania,5
55785,-32.409687,-2.6796532,55785,Oceania,5
681,4.1692467,23.907417,681,Oceania,5
134220,1.7163368,22.059258,134220,Oceania,5
132255,-6.1029696,7.434097,132255,Oceania,5
38064,6.227803,30.287249,38064,Oceania,5
24398,0.86164016,12.668641,24398,Oceania,5
133579,0.7021632,22.815214,133579,Oceania,5
55850,-7.552554,7.8694816,55850,Oceania,5
132268,-8.007222,10.51181,132268,Oceania,5
18199,-52.560352,36.030212,18199,Oceania,5
4049,-7.8366103,7.8413205,4049,Oceania,5
135328,-16.715508,1.2553452,135328,Oceania,5
131583,-7.761805,7.839382,131583,Oceania,5
61138,23.902403,44.945747,61138,North America,3
64095,-15.639043,2.1773932,64095,Oceania,5
9245,-7.5291843,10.756308,9245,Oceania,5
24324,-64.04051,26.121033,24324,Oceania,5
64073,-63.387558,25.626575,64073,Oceania,5
35179,-10.276281,-45.80121,35179,Europe,1
12912,18.171984,-23.145191,12912,Europe,1
20555,51.36292,22.544086,20555,Europe,1
38987,-20.15792,-37.615974,38987,Europe,1
34393,-23.354715,-39.547024,34393,Europe,1
29305,12.027188,-24.605785,29305,Europe,1
50247,-22.430319,-38.228554,50247,Europe,1
202228,-28.46813,-38.258278,202228,Europe,1
16342,64.01859,35.15433,16342,Europe,1
5617,57.0282,7.7393503,5617,Europe,1
203687,-22.031412,-38.28893,203687,Europe,1
42490,11.710033,-24.862238,42490,Europe,1
51155,43.33908,25.104195,51155,Europe,1
29512,40.950726,-3.6405365,29512,Europe,1
12741,48.221718,23.844114,12741,Europe,1
39816,-15.50624,-22.001282,39816,Europe,1
12423,6.4436636,-21.115162,12423,Europe,1
49420,13.3942585,-43.25745,49420,Europe,1
44124,16.828838,-23.262678,44124,Europe,1
29314,76.25987,32.106514,29314,Europe,1
44914,-23.084284,-27.590841,44914,Europe,1
50467,-28.995798,-37.469017,50467,Europe,1
8308,37.528942,44.353,8308,Europe,1
35378,31.386715,-26.180647,35378,Europe,1
206957,-19.384813,-38.738728,206957,Europe,1
12990,40.904438,-4.9452333,12990,Europe,1
35007,-16.469418,-37.288677,35007,Europe,1
12824,11.496958,-44.086643,12824,Europe,1
51944,44.8432,17.628334,51944,Europe,1
43939,48.22106,23.794483,43939,Europe,1
13110,-41.380474,-29.19616,13110,Europe,1
42673,18.485771,-38.298477,42673,Europe,1
200031,-25.0684,-33.25269,200031,Europe,1
50661,-19.816809,-36.769196,50661,Europe,1
12324,19.869425,-4.5435905,12324,Europe,1
20804,-14.249846,-20.608324,20804,Europe,1
57219,-20.717209,-26.645552,57219,Europe,1
8508,40.18645,-6.67512,8508,Europe,1
48446,-20.692905,-38.354492,48446,Europe,1
205934,-27.166382,-37.45293,205934,Europe,1
197809,-20.433392,-37.754692,197809,Europe,1
13000,10.975975,-44.281155,13000,Europe,1
60309,17.698061,-8.93727,60309,Europe,1
206006,-28.0579,-31.42266,206006,Europe,1
20853,37.990837,-16.640099,20853,Europe,1
24848,16.602015,-21.810184,24848,Europe,1
198717,-30.60248,-34.431633,198717,Europe,1
35063,-9.005308,-30.21322,35063,Europe,1
28785,48.48014,-6.3139267,28785,Europe,1
9085,33.35499,-23.826538,9085,Europe,1
15744,46.628418,-8.117671,15744,Europe,1
204880,45.152798,-3.5972867,204880,Europe,1
42717,-29.182573,-37.183353,42717,Europe,1
31242,39.06659,-15.911331,31242,Europe,1
203937,-33.850464,-38.67374,203937,Europe,1
39375,18.8809,-37.920494,39375,Europe,1
196890,41.253304,-5.1615276,196890,Europe,1
39310,64.86551,25.55309,39310,Europe,1
15798,46.797325,-9.739404,15798,Europe,1
8726,53.40281,19.403143,8726,Europe,1
34688,49.286728,14.467656,34688,Europe,1
56515,-23.020033,-33.63189,56515,Europe,1
201091,15.681434,-43.90678,201091,Europe,1
48956,-26.962505,-38.07324,48956,Europe,1
49601,-21.950108,-34.184925,49601,Europe,1
16296,-13.849277,-20.628283,16296,Europe,1
50994,-56.304394,-23.54024,50994,Europe,1
200862,14.616599,-39.692436,200862,Europe,1
206186,42.150288,16.808361,206186,Europe,1
8890,39.094048,-5.596304,8890,Europe,1
15969,10.881762,-44.402138,15969,Europe,1
197227,-19.803772,-38.601746,197227,Europe,1
51426,-22.120115,-38.213547,51426,Europe,1
51792,59.731277,28.538622,51792,Europe,1
1887,19.848854,-4.4520063,1887,Europe,1
206314,-25.340736,-37.77575,206314,Europe,1
8501,-38.629284,-35.511425,8501,Europe,1
197572,-56.011166,-24.856745,197572,Europe,1
21021,33.441757,-23.751036,21021,Europe,1
41026,17.563198,-9.010858,41026,Europe,1
8374,-49.26466,-27.57734,8374,Europe,1
197667,-62.672543,-12.796245,197667,Europe,1
60713,21.47422,-8.779519,60713,Europe,1
210104,-74.3256,14.9419775,210104,Europe,1
12346,41.783207,-18.843872,12346,Europe,1
57254,-27.253477,-37.754414,57254,Europe,1
207156,-21.26997,-36.27646,207156,Europe,1
199551,-54.191383,-26.11802,199551,Europe,1
12618,11.778059,-44.37609,12618,Europe,1
13065,-10.108831,-45.72779,13065,Europe,1
206594,-25.202335,-27.861717,206594,Europe,1
42401,-24.307968,-27.62007,42401,Europe,1
205485,-61.782562,-11.324861,205485,Europe,1
199389,53.123356,26.229462,199389,Europe,1
198709,-28.60906,-37.49726,198709,Europe,1
29007,21.459766,-8.757048,29007,Europe,1
41676,-29.061573,-38.329815,41676,Europe,1
8865,-38.755604,-35.98919,8865,Europe,1
42968,-16.668211,-28.549603,42968,Europe,1
41931,-39.556934,-42.253754,41931,Europe,1
198611,-39.507088,-42.215755,198611,Europe,1
208041,-63.89378,-9.994209,208041,Europe,1
16110,-34.136734,-39.91098,16110,Europe,1
60810,23.586569,-38.3994,60810,Europe,1
50550,-23.487705,-38.67169,50550,Europe,1
197405,-26.801704,-32.280087,197405,Europe,1
39673,-28.967894,-30.3456,39673,Europe,1
30793,-25.339838,-27.95004,30793,Europe,1
30851,48.773525,19.704355,30851,Europe,1
200142,-25.612244,-35.655926,200142,Europe,1
199846,-11.942167,-45.6629,199846,Europe,1
205036,-69.81017,15.72434,205036,Europe,1
205679,-37.282803,-36.610115,205679,Europe,1
197892,-73.25536,14.673328,197892,Europe,1
35323,-19.20796,-36.611927,35323,Europe,1
31604,-26.66862,-31.90283,31604,Europe,1
42209,-73.38382,14.129246,42209,Europe,1
51960,-62.17417,-13.367439,51960,Europe,1
30782,-60.57846,-12.2405405,30782,Europe,1
34525,-54.86221,-26.547737,34525,Europe,1
40961,-56.05898,-23.608784,40961,Europe,1
41966,-41.756775,-30.363762,41966,Europe,1
205813,-49.89423,-24.00474,205813,Europe,1
43888,-72.15677,20.479937,43888,Europe,1
33923,-25.539236,-33.045517,33923,Europe,1
203556,-37.90218,-28.499123,203556,Europe,1
59686,-61.98286,-13.640527,59686,Europe,1
201814,-67.58577,12.3957615,201814,Europe,1
200272,-71.99196,23.25581,200272,Europe,1
1930,8.368359,24.768673,1930,Europe,1
3243,51.591476,31.57812,3243,Europe,1
12353,41.057247,28.513325,12353,Europe,1
13156,0.9965676,-20.621363,13156,Europe,1
62416,19.968327,31.186714,62416,Europe,1
49941,4.5332046,4.2045445,49941,Europe,1
5516,-18.419441,-24.017597,5516,Europe,1
15457,-45.49892,5.697751,15457,Europe,1
199993,22.068937,45.429176,199993,Europe,1
39384,19.737131,31.702242,39384,Europe,1
9186,1.6142515,6.0143533,9186,Europe,1
42580,-45.561634,5.7313924,42580,Europe,1
33876,-42.80166,4.8968844,33876,Europe,1
24768,4.5571136,4.207903,24768,Europe,1
15525,-49.825558,-10.381323,15525,Europe,1
42863,-49.8779,-10.121923,42863,Europe,1
8657,-23.989334,-20.904507,8657,Europe,1
43652,-43.94559,5.289568,43652,Europe,1
207002,-67.588264,6.5843797,207002,Europe,1
211772,-57.096256,31.335052,211772,Europe,1
41494,25.208181,-5.0506945,41494,Europe,1
8708,73.468636,31.10957,8708,Europe,1
61958,38.700512,-16.35049,61958,Europe,1
48453,-28.392067,-41.11354,48453,Europe,1
9050,54.164555,27.930338,9050,Europe,1
47420,39.363667,12.635781,47420,Europe,1
2614,42.18349,20.433514,2614,Europe,1
50667,14.779973,-42.662422,50667,Europe,1
39861,-28.674034,-21.92744,39861,Europe,1
12302,39.31256,13.07031,12302,Europe,1
35371,-23.522238,-25.918905,35371,Europe,1
35505,-26.69889,-33.809578,35505,Europe,1
8953,-9.461854,-38.55485,8953,Europe,1
49719,12.440515,-19.081186,49719,Europe,1
60149,53.37976,46.26329,60149,Europe,1
44544,40.43042,17.70758,44544,Europe,1
40975,-0.3320423,-40.531536,40975,Europe,1
197357,26.996773,45.609917,197357,Europe,1
48351,-49.198532,-29.972216,48351,Europe,1
31554,-27.892954,-40.10479,31554,Europe,1
48161,53.805706,27.168978,48161,Europe,1
31017,-26.936815,-40.854702,31017,Europe,1
48112,-52.96461,38.04556,48112,Europe,1
49734,-66.05893,28.246342,49734,Europe,1
33823,26.303715,-5.7071877,33823,Europe,1
39756,21.027103,24.939384,39756,Europe,1
44024,-36.664658,-40.22553,44024,Europe,1
62445,-47.59186,-31.283968,62445,Europe,1
35348,-26.575895,-40.50154,35348,Europe,1
41953,-34.207832,-29.812263,41953,Europe,1
49169,-69.77622,31.08375,49169,Europe,1
50937,-68.9649,3.9826941,50937,Europe,1
34916,-7.0563684,-31.155893,34916,Europe,1
50449,-6.849538,-53.245075,50449,Europe,1
62429,38.415348,-37.131996,62429,Europe,1
57571,52.128,-21.221567,57571,Europe,1
8334,40.501762,-36.655445,8334,Europe,1
41275,72.26575,21.452284,41275,Europe,1
8427,64.44106,18.273388,8427,Europe,1
35807,69.86055,16.98672,35807,Europe,1
202164,68.15576,19.86121,202164,Europe,1
57227,41.416466,-30.54877,57227,Europe,1
12389,75.786606,23.027756,12389,Europe,1
12555,50.734768,-19.171696,12555,Europe,1
35125,58.466457,-24.283337,35125,Europe,1
50448,69.88999,21.770245,50448,Europe,1
3267,-70.11112,6.971664,3267,Europe,1
8615,-65.45627,-24.589083,8615,Europe,1
50668,71.50684,17.623793,50668,Europe,1
49673,68.95904,14.124928,49673,Europe,1
12768,49.741085,-29.997107,12768,Europe,1
43966,57.465885,16.839596,43966,Europe,1
24689,73.38308,21.817804,24689,Europe,1
205246,55.907455,-24.150166,205246,Europe,1
8985,70.11409,15.999141,8985,Europe,1
44158,-28.289251,-47.467503,44158,Europe,1
201270,-60.724926,-27.147272,201270,Europe,1
51892,0.87235624,-48.809616,51892,Europe,1
12695,38.89289,-36.10889,12695,Europe,1
57843,69.37755,22.043516,57843,Europe,1
12714,71.39711,22.474285,12714,Europe,1
48293,71.114235,20.383904,48293,Europe,1
35598,-31.214005,-47.641914,35598,Europe,1
51570,-26.166725,-47.513733,51570,Europe,1
44604,50.971535,-20.566399,44604,Europe,1
8749,33.381516,-39.098293,8749,Europe,1
3226,-26.460312,-48.80736,3226,Europe,1
41722,42.33992,-26.751919,41722,Europe,1
12668,58.830894,12.334341,12668,Europe,1
44943,-24.675608,-49.012016,44943,Europe,1
50473,71.08079,20.194296,50473,Europe,1
39578,36.556274,-34.333904,39578,Europe,1
42148,38.88275,-35.87013,42148,Europe,1
48166,43.36455,-28.77372,48166,Europe,1
8905,-48.793633,-35.699554,8905,Europe,1
41733,72.9056,17.084126,41733,Europe,1
20764,71.87934,22.885443,20764,Europe,1
8641,44.690685,-28.765055,8641,Europe,1
47286,-61.976913,-19.261183,47286,Europe,1
44507,39.289463,-33.035896,44507,Europe,1
39435,73.546425,16.330847,39435,Europe,1
39289,-54.522785,-29.963442,39289,Europe,1
44096,36.553314,-37.819183,44096,Europe,1
16300,2.6826572,-50.94032,16300,Europe,1
48481,40.361057,-35.361023,48481,Europe,1
60879,45.248547,-26.978354,60879,Europe,1
30784,48.98945,-21.637676,30784,Europe,1
35640,35.958927,-29.122879,35640,Europe,1
5567,53.85848,16.184704,5567,Europe,1
31200,73.29677,20.464725,31200,Europe,1
3216,67.038055,19.643642,3216,Europe,1
21127,50.949196,-15.871224,21127,Europe,1
15870,-2.7216563,-51.108803,15870,Europe,1
21479,-73.23863,1.502561,21479,Europe,1
43097,42.492073,-32.81524,43097,Europe,1
42676,51.64905,-17.407656,42676,Europe,1
29069,58.99393,-24.131699,29069,Europe,1
42387,55.780285,-26.267216,42387,Europe,1
29124,48.538708,-19.512411,29124,Europe,1
42765,58.757946,15.122121,42765,Europe,1
196847,49.986927,-21.66552,196847,Europe,1
197204,-1.6574569,-44.498352,197204,Europe,1
49779,39.509647,-38.148365,49779,Europe,1
15934,-8.359619,-53.301582,15934,Europe,1
60840,72.81107,26.400343,60840,Europe,1
25478,48.664074,-22.201036,25478,Europe,1
15754,5.0125046,-48.67506,15754,Europe,1
29125,66.75397,19.752039,29125,Europe,1
35237,-64.24154,-20.087076,35237,Europe,1
15886,70.041664,21.99237,15886,Europe,1
43317,54.785748,-8.87028,43317,Europe,1
34123,49.286114,-20.937,34123,Europe,1
49828,-1.3440048,-50.783413,49828,Europe,1
21453,49.59327,-18.939877,21453,Europe,1
8369,21.197477,-46.226395,8369,Europe,1
49813,49.090843,-26.429808,49813,Europe,1
201211,46.571613,-22.34521,201211,Europe,1
49371,-51.231472,-34.799107,49371,Europe,1
43478,-0.6057589,-54.69211,43478,Europe,1
60072,39.74562,-34.37946,60072,Europe,1
44050,55.389767,36.428135,44050,Europe,1
44257,58.8498,12.373299,44257,Europe,1
5467,56.10817,16.617128,5467,Europe,1
15774,50.994175,-16.30591,15774,Europe,1
207423,46.254654,2.0925398,207423,Europe,1
43727,-47.990936,-36.67326,43727,Europe,1
8416,50.573627,-22.193213,8416,Europe,1
42668,-24.58232,-48.945015,42668,Europe,1
8359,67.14297,21.810595,8359,Europe,1
13055,-32.186085,-45.17779,13055,Europe,1
44303,70.5852,23.980314,44303,Europe,1
49037,6.5815644,-49.217693,49037,Europe,1
57214,64.54527,18.194525,57214,Europe,1
201499,38.198742,-39.25754,201499,Europe,1
56535,-6.5645413,-47.93912,56535,Europe,1
31036,-1.2036551,-55.56944,31036,Europe,1
35239,-2.8303616,-49.975414,35239,Europe,1
13118,57.512836,-24.469168,13118,Europe,1
39775,2.435077,-45.39755,39775,Europe,1
31514,70.93952,19.075108,31514,Europe,1
28917,52.48492,-21.030073,28917,Europe,1
44622,46.71279,-24.581394,44622,Europe,1
199860,43.253147,-28.316727,199860,Europe,1
12772,-0.7754966,-54.712517,12772,Europe,1
59504,-48.92529,36.490074,59504,Europe,1
206873,-75.131615,8.343029,206873,Europe,1
12543,36.432896,-36.687317,12543,Europe,1
201825,71.668785,19.463644,201825,Europe,1
206012,-9.531348,-41.774513,206012,Europe,1
8580,-61.23949,-26.685251,8580,Europe,1
62432,-41.84258,-36.061077,62432,Europe,1
57128,-47.603977,-38.76996,57128,Europe,1
25515,56.756153,-24.655827,25515,Europe,1
21017,-72.73938,7.2551575,21017,Europe,1
47654,-64.5915,-18.072163,47654,Europe,1
31214,72.93704,19.089602,31214,Europe,1
57631,36.969707,-36.322453,57631,Europe,1
6856,44.066013,-26.966803,6856,Europe,1
44923,-28.901329,-48.221924,44923,Europe,1
57971,44.935997,-21.0259,57971,Europe,1
34602,71.62815,18.408815,34602,Europe,1
47438,38.11838,-29.01571,47438,Europe,1
5547,41.52968,-32.136158,5547,Europe,1
33991,51.07978,-16.425041,33991,Europe,1
201588,-8.129653,-52.37512,201588,Europe,1
44941,66.70881,17.465147,44941,Europe,1
206066,69.58119,18.773045,206066,Europe,1
31138,-0.6540795,-45.4419,31138,Europe,1
24638,57.964275,14.805595,24638,Europe,1
62040,-1.2515796,-49.313946,62040,Europe,1
64429,-8.665132,-42.695484,64429,Europe,1
8331,73.04286,17.479963,8331,Europe,1
31257,40.30539,-31.577526,31257,Europe,1
21365,-70.63465,-8.867283,21365,Europe,1
61400,47.648968,-25.314842,61400,Europe,1
24955,-1.9369599,-51.1569,24955,Europe,1
25381,56.957146,-23.613958,25381,Europe,1
209456,56.69025,1.3070359,209456,Europe,1
35539,-29.926361,-46.058224,35539,Europe,1
44030,1.2269514,-3.4340415,44030,Europe,1
24680,38.76112,-38.23006,24680,Europe,1
31323,50.18903,-24.64141,31323,Europe,1
49505,54.341824,-10.132812,49505,Europe,1
50716,-57.61421,-31.713253,50716,Europe,1
51836,41.71714,-26.959505,51836,Europe,1
60042,-68.48968,-15.346996,60042,Europe,1
42393,-7.233845,-42.27513,42393,Europe,1
44417,44.989975,-25.692926,44417,Europe,1
33819,-6.42978,-47.88056,33819,Europe,1
8470,-9.291086,-41.839085,8470,Europe,1
51515,72.45727,26.928335,51515,Europe,1
48276,69.070145,15.17884,48276,Europe,1
61111,40.425198,-34.962685,61111,Europe,1
56791,64.99582,22.647358,56791,Europe,1
39153,70.423416,18.682365,39153,Europe,1
28738,61.5902,13.146333,28738,Europe,1
57044,-57.393883,-34.15046,57044,Europe,1
42682,-59.357895,-32.201897,42682,Europe,1
197467,56.028034,-25.809534,197467,Europe,1
51032,-30.089996,-49.516567,51032,Europe,1
35000,50.939808,-23.15739,35000,Europe,1
42038,58.108017,11.215923,42038,Europe,1
48089,60.984753,20.701092,48089,Europe,1
25490,-65.53342,-24.555305,25490,Europe,1
41843,49.79393,-30.000584,41843,Europe,1
35558,-51.65782,40.2015,35558,Europe,1
13178,49.779366,-18.841305,13178,Europe,1
5563,-57.46631,-31.87334,5563,Europe,1
41034,65.146706,20.991325,41034,Europe,1
43321,59.519016,-23.895842,43321,Europe,1
25408,-69.19735,-13.835883,25408,Europe,1
15930,39.401245,-36.447186,15930,Europe,1
44053,3.218513,-46.76695,44053,Europe,1
8395,38.36477,-34.15071,8395,Europe,1
41682,74.5434,17.23239,41682,Europe,1
20485,46.11585,-17.601072,20485,Europe,1
42819,7.8809934,-49.213425,42819,Europe,1
8515,3.0493155,-48.081028,8515,Europe,1
42289,60.666946,17.801682,42289,Europe,1
49404,0.29907158,-8.999822,49404,Europe,1
42317,55.831642,-26.17632,42317,Europe,1
41341,46.055992,-17.617098,41341,Europe,1
25159,-50.915295,36.976326,25159,Europe,1
50911,72.865585,14.797694,50911,Europe,1
49893,0.6242475,-48.976326,49893,Europe,1
41727,49.943935,-29.924383,41727,Europe,1
15974,-51.640236,-32.98804,15974,Europe,1
51035,73.83888,16.738121,51035,Europe,1
33871,39.06901,-27.571712,33871,Europe,1
200161,37.8207,-39.4719,200161,Europe,1
29114,56.27045,39.878536,29114,Europe,1
48670,51.76332,-22.389753,48670,Europe,1
15493,49.736065,-17.87043,15493,Europe,1
43132,59.039574,-24.337381,43132,Europe,1
59494,66.59175,19.053804,59494,Europe,1
47764,64.83463,15.208195,47764,Europe,1
56724,-49.40754,-34.239014,56724,Europe,1
57503,3.8728147,-51.149174,57503,Europe,1
41668,42.26493,-34.0147,41668,Europe,1
58351,-41.820248,-37.677513,58351,Europe,1
39028,-0.6365343,-53.94176,39028,Europe,1
34757,-53.96577,-31.20022,34757,Europe,1
206845,69.38409,20.756508,206845,Europe,1
34533,48.38982,-29.486042,34533,Europe,1
200953,58.922768,11.529523,200953,Europe,1
33894,3.015722,-29.239971,33894,Europe,1
57456,-29.946623,-46.0847,57456,Europe,1
15673,33.55113,-38.96589,15673,Europe,1
28891,0.37023586,-48.3238,28891,Europe,1
23242,53.26608,22.936752,23242,Europe,1
48379,-7.026987,-53.286575,48379,Europe,1
60986,-50.66989,-36.300495,60986,Europe,1
49342,35.581486,-29.17123,49342,Europe,1
39087,41.339222,-34.804714,39087,Europe,1
48969,53.32886,-20.711565,48969,Europe,1
50512,1.1297008,-55.385986,50512,Europe,1
51604,-1.4939251,-54.72812,51604,Europe,1
31213,36.600224,-35.10811,31213,Europe,1
35401,61.779106,19.37185,35401,Europe,1
51669,39.40575,-30.454922,51669,Europe,1
20848,42.76311,-21.241663,20848,Europe,1
29182,-75.099945,16.406576,29182,Europe,1
8636,0.84069705,-6.3777328,8636,Europe,1
56534,44.031773,-30.324759,56534,Europe,1
48511,0.06671983,-54.737648,48511,Europe,1
45005,-27.764954,-44.527714,45005,Europe,1
24837,-43.635628,-38.64216,24837,Europe,1
41771,-70.54259,-8.970086,41771,Europe,1
5468,-33.258877,-47.198666,5468,Europe,1
24739,-30.864351,-44.695396,24739,Europe,1
34687,-49.49615,-35.299137,34687,Europe,1
50222,48.54518,-24.607546,50222,Europe,1
211613,-72.69571,3.8917744,211613,Europe,1
198415,-65.046974,-24.37582,198415,Europe,1
42919,41.51462,-29.09199,42919,Europe,1
58086,-33.326614,-47.22987,58086,Europe,1
58067,67.0775,14.598867,58067,Europe,1
51813,-67.21946,-11.15403,51813,Europe,1
43148,-61.45149,-26.454668,43148,Europe,1
48102,-63.675613,-19.659157,48102,Europe,1
60470,-72.04067,-4.2994747,60470,Europe,1
47165,0.35020855,-9.006095,47165,Europe,1
49724,3.2622125,-52.464924,49724,Europe,1
34574,71.7382,16.192566,34574,Europe,1
42065,0.5729916,-50.07606,42065,Europe,1
51309,0.72691685,-44.270035,51309,Europe,1
56420,73.89893,17.38622,56420,Europe,1
197078,-1.6779994,-49.383904,197078,Europe,1
202078,2.9996233,-29.255424,202078,Europe,1
48642,-1.600743,-54.70319,48642,Europe,1
49377,-56.409054,-32.26789,49377,Europe,1
31286,-70.449745,-8.956249,31286,Europe,1
44341,-65.02247,-25.63176,44341,Europe,1
42518,41.158623,-27.29516,42518,Europe,1
48149,0.40011364,-49.183952,48149,Europe,1
35271,-24.342491,-49.928356,35271,Europe,1
39927,-53.883373,-31.398783,39927,Europe,1
39494,-69.256645,-13.501402,39494,Europe,1
41302,45.256332,-20.16599,41302,Europe,1
28812,-8.394721,-53.014458,28812,Europe,1
43826,38.99886,-35.08133,43826,Europe,1
60162,4.1790943,-45.881657,60162,Europe,1
49675,-0.68946874,-51.105858,49675,Europe,1
31370,44.249695,-30.898767,31370,Europe,1
48848,57.088528,-24.62449,48848,Europe,1
200350,-73.008835,5.0087094,200350,Europe,1
50289,-68.35723,-12.439201,50289,Europe,1
51255,-75.15122,8.364995,51255,Europe,1
29226,-0.2523041,-50.609657,29226,Europe,1
50158,-57.371746,-30.120607,50158,Europe,1
42893,-64.79082,-18.252647,42893,Europe,1
49775,-63.7147,-18.879892,49775,Europe,1
59665,-57.97954,-29.441397,59665,Europe,1
8492,-29.94587,-48.12606,8492,Europe,1
34858,-72.517876,20.942875,34858,Europe,1
60833,-69.52838,-12.660861,60833,Europe,1
50166,34.42752,-38.33458,50166,Europe,1
28840,-71.80051,-4.339927,28840,Europe,1
15556,43.636204,-1.678409,15556,Europe,1
29329,-72.20312,15.11887,29329,Europe,1
51685,-71.74337,-4.209338,51685,Europe,1
42922,-60.44688,-27.472738,42922,Europe,1
201123,-61.229927,-23.018461,201123,Europe,1
34559,-64.672485,-16.959034,34559,Europe,1
42132,40.649464,-36.83417,42132,Europe,1
51234,-43.6431,-38.69019,51234,Europe,1
51819,-58.62344,-32.7758,51819,Europe,1
49403,-30.000774,-47.12964,49403,Europe,1
204564,-69.284805,-13.970942,204564,Europe,1
35816,-65.861,-23.829342,35816,Europe,1
9111,-71.25526,7.303122,9111,Europe,1
29497,-62.903362,36.335327,29497,Europe,1
12722,-65.155304,-18.974838,12722,Europe,1
34467,-72.61437,7.1708584,34467,Europe,1
49469,-55.406895,-27.011322,49469,Europe,1
50418,-72.51727,2.4755201,50418,Europe,1
34590,-59.451054,-32.263165,34590,Europe,1
34038,-71.838425,6.520775,34038,Europe,1
56981,-65.53179,37.11329,56981,Europe,1
48327,-71.70112,-5.73908,48327,Europe,1
197695,-69.51698,33.18052,197695,Europe,1
197331,-69.59138,15.496409,197331,Europe,1
57552,-70.98351,-8.226732,57552,Europe,1
49478,-49.741146,-35.6614,49478,Europe,1
196742,-61.33677,-19.030819,196742,Europe,1
201430,-58.472492,37.68177,201430,Europe,1
47626,-73.22974,10.512186,47626,Europe,1
49825,-71.90556,5.908832,49825,Europe,1
33962,-61.31296,37.12835,33962,Europe,1
50979,-61.203533,36.883194,50979,Europe,1
41691,-54.90125,37.20768,41691,Europe,1
9123,-61.10768,37.632977,9123,Europe,1
49272,51.45982,8.362629,49272,Europe,1
8473,69.74137,26.680073,8473,Europe,1
20626,44.759666,-23.617067,20626,Europe,1
199150,43.472404,1.3540219,199150,Europe,1
48220,5.421762,-11.862067,48220,Europe,1
13189,39.431328,-24.144737,13189,Europe,1
51815,65.22605,21.970509,51815,Europe,1
34244,54.66622,11.803105,34244,Europe,1
28854,51.104862,7.933833,28854,Europe,1
60213,-49.373104,-33.490948,60213,Europe,1
33980,54.28597,11.864449,33980,Europe,1
