,X,Y,ASN,Peer IP,Continent,Colors
2001:7f8:1::a501:4907:1,-3.2736993,26.933838,14907,2001:7f8:1::a501:4907:1,North America,2
2001:7f8:1::a501:5435:1,-7.021168,33.0811,15435,2001:7f8:1::a501:5435:1,Europe,3
2001:7f8:1::a502:1263:1,7.3754315,-3.7405922,21263,2001:7f8:1::a502:1263:1,Europe,3
2001:7f8:1::a502:1320:1,7.3754315,-3.7405922,21320,2001:7f8:1::a502:1320:1,Europe,3
2001:7f8:1::a502:4482:1,-23.037222,21.555477,24482,2001:7f8:1::a502:4482:1,Asia,1
2001:7f8:1::a502:495:1,6.3354387,-5.407163,20495,2001:7f8:1::a502:495:1,Europe,3
2001:7f8:1::a502:5160:1,-3.6703558,27.044525,25160,2001:7f8:1::a502:5160:1,Europe,3
2001:7f8:1::a502:9467:1,-5.0376706,25.699821,29467,2001:7f8:1::a502:9467:1,Europe,3
2001:7f8:1::a503:1027:1,7.3754315,-3.7405922,31027,2001:7f8:1::a503:1027:1,Europe,3
2001:7f8:1::a503:2934:1,6.3354387,-5.407163,32934,2001:7f8:1::a503:2934:1,North America,2
2001:7f8:1::a503:2934:2,6.2371607,-2.2553744,32934,2001:7f8:1::a503:2934:2,North America,2
2001:7f8:1::a503:4019:1,1.7619795,33.527325,34019,2001:7f8:1::a503:4019:1,Europe,3
2001:7f8:1::a503:7721:1,-21.777544,19.88636,37721,2001:7f8:1::a503:7721:1,Africa,0
2001:7f8:1::a504:1327:1,6.3354387,-5.407163,41327,2001:7f8:1::a504:1327:1,Europe,3
2001:7f8:1::a504:4684:1,6.3354387,-5.407163,44684,2001:7f8:1::a504:4684:1,Europe,3
2001:7f8:1::a504:7147:1,-9.809244,26.03335,47147,2001:7f8:1::a504:7147:1,Europe,3
2001:7f8:1::a504:9544:1,6.3354387,-5.407163,49544,2001:7f8:1::a504:9544:1,Europe,3
2001:7f8:1::a505:1088:1,-0.4680191,27.590725,51088,2001:7f8:1::a505:1088:1,Europe,3
2001:7f8:1::a505:1185:1,-23.173405,21.160938,51185,2001:7f8:1::a505:1185:1,Europe,3
2001:7f8:1::a505:673:1,-0.8997536,28.751055,50673,2001:7f8:1::a505:673:1,Europe,3
2001:7f8:1::a505:763:1,2.894366,25.477335,50763,2001:7f8:1::a505:763:1,Europe,3
2001:7f8:1::a505:9605:1,-4.15851,26.306644,59605,2001:7f8:1::a505:9605:1,Asia,1
2001:7f8:1::a506:501:1,-24.493439,20.91233,60501,2001:7f8:1::a506:501:1,Europe,3
2001:7f8:1c:24a::201:1,0.19703352,28.211996,513,2001:7f8:1c:24a::201:1,Europe,3
2001:7f8:1c:24a::201c:1,7.3754315,-3.7405922,8220,2001:7f8:1c:24a::201c:1,Europe,3
2001:7f8:1c:24a::22f:1,-23.184765,20.864136,559,2001:7f8:1c:24a::22f:1,Europe,3
2001:7f8:1c:24a::3cbb:1,-6.4895062,37.41286,15547,2001:7f8:1c:24a::3cbb:1,Europe,3
2001:7f8:1c:24a::51c4:1,-4.624684,26.95217,20932,2001:7f8:1c:24a::51c4:1,Europe,3
2001:7f8:1c:24a::51e5:1,6.2371607,-2.2553744,21320,2001:7f8:1c:24a::51e5:1,Europe,3
2001:7f8:1c:24a::6203:1,-20.35024,22.75514,25091,2001:7f8:1c:24a::6203:1,Europe,3
2001:7f8:1c:24a::7226:1,-3.2986023,28.35108,29222,2001:7f8:1c:24a::7226:1,Europe,3
2001:7f8:20:101::208:147,-7.068943,32.953728,28917,2001:7f8:20:101::208:147,Europe,3
2001:7f8:20:101::208:168,7.3754315,-3.7405922,41617,2001:7f8:20:101::208:168,Europe,3
2001:7f8:20:101::208:188,7.3754315,-3.7405922,6866,2001:7f8:20:101::208:188,Asia,1
2001:7f8:20:101::208:223,-1.8742454,29.229145,20764,2001:7f8:20:101::208:223,Europe,3
2001:7f8:20:101::208:44,7.3754315,-3.7405922,3267,2001:7f8:20:101::208:44,Europe,3
2001:7f8:20:101::208:59,6.3354387,-5.407163,8470,2001:7f8:20:101::208:59,Europe,3
2001:7f8:20:101::209:109,-10.259292,22.289145,24482,2001:7f8:20:101::209:109,Asia,1
2001:7f8:20:101::209:200,-1.765921,28.118868,199524,2001:7f8:20:101::209:200,Europe,3
2001:7f8:20:101::209:66,-18.917635,26.610233,35598,2001:7f8:20:101::209:66,Europe,3
2001:7f8:20:101::209:93,-4.6080456,20.06959,25091,2001:7f8:20:101::209:93,Europe,3
2001:7f8:20:101::210:19,6.3354387,-5.407163,2854,2001:7f8:20:101::210:19,Europe,3
2001:7f8:20:101::210:33,3.9914467,27.232378,47441,2001:7f8:20:101::210:33,North America,2
2001:7f8:20:101::210:40,-23.733036,25.42871,6939,2001:7f8:20:101::210:40,North America,2
2001:7f8:20:101::210:52,0.5187868,28.44225,41722,2001:7f8:20:101::210:52,Europe,3
2001:7f8:24::10c,-3.8008153,24.720926,50869,2001:7f8:24::10c,Europe,3
2001:7f8:24::20,-23.064384,25.022486,21232,2001:7f8:24::20,Europe,3
2001:7f8:24::26,-2.2896023,28.522497,59890,2001:7f8:24::26,Europe,3
2001:7f8:24::28,-7.2316504,24.715492,48362,2001:7f8:24::28,Europe,3
2001:7f8:24::39,12.241224,-95.20891,51184,2001:7f8:24::39,Europe,3
2001:7f8:24::3c,-8.23968,35.35079,202194,2001:7f8:24::3c,Europe,3
2001:7f8:24::44,-8.741407,36.3271,12307,2001:7f8:24::44,Europe,3
2001:7f8:24::5,-9.851711,26.102215,47147,2001:7f8:24::5,Europe,3
2001:7f8:24::5a,-0.2861574,30.550991,59414,2001:7f8:24::5a,Europe,3
2001:7f8:24::5e,6.3354387,-5.407163,1836,2001:7f8:24::5e,Europe,3
2001:7f8:24::6,-23.200504,20.979963,8758,2001:7f8:24::6,Europe,3
2001:7f8:24::67,4.624942,26.817356,196621,2001:7f8:24::67,Europe,3
2001:7f8:24::6d,-5.0826683,27.927479,198385,2001:7f8:24::6d,Europe,3
2001:7f8:24::73,-20.264614,26.226171,6461,2001:7f8:24::73,North America,2
2001:7f8:24::74,-1.5489678,32.791695,8218,2001:7f8:24::74,Europe,3
2001:7f8:24::75,-4.592764,20.101519,25091,2001:7f8:24::75,Europe,3
2001:7f8:24::7e,-7.493163,-94.93442,20612,2001:7f8:24::7e,Europe,3
2001:7f8:24::7f,4.151694,26.901308,20612,2001:7f8:24::7f,Europe,3
2001:7f8:24::82,-6.4290247,26.856216,58299,2001:7f8:24::82,Europe,3
2001:7f8:24::8d,-8.173584,36.62579,59891,2001:7f8:24::8d,Europe,3
2001:7f8:24::9,-6.2553787,32.43091,29691,2001:7f8:24::9,Europe,3
2001:7f8:24::95,-6.60385,37.283043,15547,2001:7f8:24::95,Europe,3
2001:7f8:24::9d,-7.7158785,33.760197,48550,2001:7f8:24::9d,Europe,3
2001:7f8:24::ac,7.3754315,-3.7405922,8220,2001:7f8:24::ac,Europe,3
2001:7f8:24::b1,-6.3900514,33.000847,58057,2001:7f8:24::b1,Europe,3
2001:7f8:24::b4,-7.8669357,31.18272,62167,2001:7f8:24::b4,Europe,3
2001:7f8:24::c5,-8.344114,35.851616,51873,2001:7f8:24::c5,Europe,3
2001:7f8:24::c7,-34.462063,-14.579883,198249,2001:7f8:24::c7,Europe,3
2001:7f8:24::cd,-10.259292,22.289145,24482,2001:7f8:24::cd,Asia,1
2001:7f8:24::d8,-8.834438,36.85176,202032,2001:7f8:24::d8,Europe,3
2001:7f8:24::db,-23.269938,19.468796,60501,2001:7f8:24::db,Europe,3
2001:7f8:24::e9,1.7439065,33.543022,34019,2001:7f8:24::e9,Europe,3
2001:7f8:24::ec,-5.302327,27.501778,34927,2001:7f8:24::ec,Europe,3
2001:7f8:24::f,-1.3835369,28.661222,15623,2001:7f8:24::f,Europe,3
2001:7f8:24::f6,-7.8634825,33.789062,51786,2001:7f8:24::f6,Europe,3
2001:7f8:2a::1:1:0:766,7.3754315,-3.7405922,766,2001:7f8:2a::1:1:0:766,Europe,3
2001:7f8:2a::1:1:0:8220,6.2371607,-2.2553744,8220,2001:7f8:2a::1:1:0:8220,Europe,3
2001:7f8:2a::1:1:1:3041,6.3354387,-5.407163,13041,2001:7f8:2a::1:1:1:3041,Europe,3
2001:7f8:2a::1:1:6:82,7.3754315,-3.7405922,60082,2001:7f8:2a::1:1:6:82,Europe,3
2001:7f8:2a::2:1:2:940,7.3754315,-3.7405922,20940,2001:7f8:2a::2:1:2:940,Europe,3
2001:7f8:2a::2:1:2:9680,-0.7460497,28.384441,29680,2001:7f8:2a::2:1:2:9680,Europe,3
2001:7f8:30::1:1:0:1853,6.3354387,-5.407163,1853,2001:7f8:30::1:1:0:1853,,5
2001:7f8:30::1:1:0:6720,5.650432,26.771984,6720,2001:7f8:30::1:1:0:6720,Europe,3
2001:7f8:30::1:1:0:8218,-1.5489678,32.791695,8218,2001:7f8:30::1:1:0:8218,Europe,3
2001:7f8:30::1:1:0:8220,7.3754315,-3.7405922,8220,2001:7f8:30::1:1:0:8220,Europe,3
2001:7f8:30::1:1:0:8447,7.3754315,-3.7405922,8447,2001:7f8:30::1:1:0:8447,Europe,3
2001:7f8:30::1:1:4:7147,-9.808282,26.027628,47147,2001:7f8:30::1:1:4:7147,Europe,3
2001:7f8:30::2:1:0:2686,7.3754315,-3.7405922,2686,2001:7f8:30::2:1:0:2686,North America,2
2001:7f8:30::2:1:0:6939,-1.9116275,17.854143,6939,2001:7f8:30::2:1:0:6939,North America,2
2001:7f8:30::2:1:0:8447,6.3354387,-5.407163,8447,2001:7f8:30::2:1:0:8447,Europe,3
2001:7f8:30::2:1:1:3030,-4.328612,22.988203,13030,2001:7f8:30::2:1:1:3030,Europe,3
2001:7f8:30::2:1:2:1385,6.2371607,-2.2553744,21385,2001:7f8:30::2:1:2:1385,Europe,3
2001:7f8:30::2:1:2:965,5.7676253,-3.585206,21320,2001:7f8:30::2:1:2:965,Europe,3
2001:7f8:30::2:1:3:2934,7.3754315,-3.7405922,32934,2001:7f8:30::2:1:3:2934,North America,2
2001:7f8:30::2:1:3:5369,0.06308248,28.423027,35369,2001:7f8:30::2:1:3:5369,Europe,3
2001:7f8:30::2:1:3:9912,6.3354387,-5.407163,39912,2001:7f8:30::2:1:3:9912,Europe,3
2001:7f8:30::2:1:4:7692,-4.7535872,27.314552,47692,2001:7f8:30::2:1:4:7692,Europe,3
2001:7f8:30::2:1:4:8362,-7.386511,24.665564,48362,2001:7f8:30::2:1:4:8362,Europe,3
2001:7f8:30::2:1:5:1184,-9.75464,29.24807,51184,2001:7f8:30::2:1:5:1184,Europe,3
2001:7f8:30::2:1:5:9890,94.3477,0.52575433,59890,2001:7f8:30::2:1:5:9890,Europe,3
2001:7f8:30::2:1:67:30,33.861195,0.43933728,6730,2001:7f8:30::2:1:67:30,Europe,3
2001:7f8:30::2:2:3:2934,1.6580266,-3.097588,32934,2001:7f8:30::2:2:3:2934,North America,2
2001:7f8:4::1026:1,1.8061299,-3.8024576,4134,2001:7f8:4::1026:1,Asia,1
2001:7f8:4::121d:2,-20.386597,26.018906,4637,2001:7f8:4::121d:2,Asia,1
2001:7f8:4::1518:1,1.8898324,-4.1693425,5400,2001:7f8:4::1518:1,Europe,3
2001:7f8:4::1859:1,-2.0725448,27.705696,6233,2001:7f8:4::1859:1,North America,2
2001:7f8:4::193d:1,-20.264614,26.226171,6461,2001:7f8:4::193d:1,North America,2
2001:7f8:4::1aae:4,-1.3160865,23.824665,6830,2001:7f8:4::1aae:4,Europe,3
2001:7f8:4::1ad2:1,1.765181,-3.5448306,6866,2001:7f8:4::1ad2:1,Asia,1
2001:7f8:4::1afc:1,1.149669,29.837812,6908,2001:7f8:4::1afc:1,Europe,3
2001:7f8:4::1b1b:1,-0.108981736,18.772139,6939,2001:7f8:4::1b1b:1,North America,2
2001:7f8:4::1d41:1,-7.0623336,32.25678,7489,2001:7f8:4::1d41:1,North America,2
2001:7f8:4::201c:1,1.5965033,-2.84521,8220,2001:7f8:4::201c:1,Europe,3
2001:7f8:4::219f:1,-7.8060985,34.181458,8607,2001:7f8:4::219f:1,Europe,3
2001:7f8:4::2204:1,1.9012642,-4.4350715,8708,2001:7f8:4::2204:1,Europe,3
2001:7f8:4::22c0:1,-2.4745052,27.603737,8896,2001:7f8:4::22c0:1,Europe,3
2001:7f8:4::2306:1,1.9654764,-5.2483535,8966,2001:7f8:4::2306:1,Asia,1
2001:7f8:4::232a:1,-6.4632006,22.190382,9002,2001:7f8:4::232a:1,Europe,3
2001:7f8:4::31eb:1,-22.542385,21.042044,12779,2001:7f8:4::31eb:1,Europe,3
2001:7f8:4::32e6:1,-4.277457,23.115364,13030,2001:7f8:4::32e6:1,Europe,3
2001:7f8:4::3926:1,-9.829271,36.24865,14630,2001:7f8:4::3926:1,North America,2
2001:7f8:4::3:28c4:1,-0.4409184,30.105543,207044,2001:7f8:4::3:28c4:1,Europe,3
2001:7f8:4::3:a73:1,-21.029148,23.46577,199283,2001:7f8:4::3:a73:1,Europe,3
2001:7f8:4::4d7:1,-2.4641583,23.234793,1239,2001:7f8:4::4d7:1,North America,2
2001:7f8:4::513:1,0.95853335,23.19918,1299,2001:7f8:4::513:1,Europe,3
2001:7f8:4::5348:1,3.3994837,-1.9861728,21320,2001:7f8:4::5348:1,Europe,3
2001:7f8:4::5fa2:1,-2.6284537,25.848536,24482,2001:7f8:4::5fa2:1,Asia,1
2001:7f8:4::6248:1,-3.6685927,27.044764,25160,2001:7f8:4::6248:1,Europe,3
2001:7f8:4::724:1,1.7080835,23.772293,1828,2001:7f8:4::724:1,North America,2
2001:7f8:4::7992:1,-3.1732717,26.752552,31122,2001:7f8:4::7992:1,Europe,3
2001:7f8:4::886f:1,-6.908476,32.04671,34927,2001:7f8:4::886f:1,Europe,3
2001:7f8:4::9359:1,-21.45529,20.675474,37721,2001:7f8:4::9359:1,Africa,0
2001:7f8:4::98d2:1,-4.1345286,26.567245,39122,2001:7f8:4::98d2:1,Europe,3
2001:7f8:4::a5e9:1,-1.8999316,26.863129,42473,2001:7f8:4::a5e9:1,Europe,3
2001:7f8:4::b28:6,3.4649992,-4.9974036,2856,2001:7f8:4::b28:6,Europe,3
2001:7f8:4::b62:1,1.00112,21.594822,2914,2001:7f8:4::b62:1,North America,2
2001:7f8:4::c7f1:1,-23.058685,20.682415,51185,2001:7f8:4::c7f1:1,Europe,3
2001:7f8:4::cf8:1,-22.852892,21.246922,3320,2001:7f8:4::cf8:1,Europe,3
2001:7f8:4::da3:1,-0.7059231,22.897915,3491,2001:7f8:4::da3:1,North America,2
2001:7f8:4::e15f:1,-6.990193,32.331944,57695,2001:7f8:4::e15f:1,North America,2
2001:7f8:4::e2c9:1,-7.0989623,32.302444,58057,2001:7f8:4::e2c9:1,Europe,3
2001:7f8:4::ec55:1,-24.47461,20.584274,60501,2001:7f8:4::ec55:1,Europe,3
2001:7f8:4::ee11:1,-0.8826321,30.02747,3170,2001:7f8:4::ee11:1,Europe,3
2001:7f8:4::f2d7:1,-7.000084,30.989838,62167,2001:7f8:4::f2d7:1,Europe,3
2001:7f8:54:5::54,3.4649992,-4.9974036,8966,2001:7f8:54:5::54,Asia,1
2001:7f8:54:5::7,-2.2920864,32.418808,8218,2001:7f8:54:5::7,Europe,3
2001:7f8:54::1,-2.2920864,32.418808,8218,2001:7f8:54::1,Europe,3
2001:7f8:54::123,-4.475019,25.65335,198290,2001:7f8:54::123,Europe,3
2001:7f8:54::156,-6.4895062,37.41286,15547,2001:7f8:54::156,Europe,3
2001:7f8:54::172,-7.7112427,33.643543,58308,2001:7f8:54::172,Europe,3
2001:7f8:54::177,-22.482805,21.103828,12779,2001:7f8:54::177,Europe,3
2001:7f8:54::178,4.1008873,-2.0135863,8966,2001:7f8:54::178,Asia,1
2001:7f8:54::1:143,-20.419544,22.307117,50628,2001:7f8:54::1:143,Europe,3
2001:7f8:54::1:175,-7.708946,33.010956,199524,2001:7f8:54::1:175,Europe,3
2001:7f8:54::1:176,2.7968378,-4.114306,714,2001:7f8:54::1:176,North America,2
2001:7f8:54::1:180,-18.748877,26.80323,6461,2001:7f8:54::1:180,North America,2
2001:7f8:54::1:204,-15.591924,-28.328821,42275,2001:7f8:54::1:204,Europe,3
2001:7f8:54::1:228,-0.40537822,27.7169,39533,2001:7f8:54::1:228,Europe,3
2001:7f8:54::1:239,-20.254114,25.277058,37721,2001:7f8:54::1:239,Africa,0
2001:7f8:54::1:46,-3.994973,26.215063,56665,2001:7f8:54::1:46,Europe,3
2001:7f8:54::1:83,-4.5911407,20.096973,25091,2001:7f8:54::1:83,Europe,3
2001:7f8:54::205,-4.2774906,26.65416,29075,2001:7f8:54::205,Europe,3
2001:7f8:54::228,-2.628661,25.84911,24482,2001:7f8:54::228,Asia,1
2001:7f8:54::240,3.4649992,-4.9974036,43100,2001:7f8:54::240,Europe,3
2001:7f8:54::246,1.259735,27.819166,2613,2001:7f8:54::246,Europe,3
2001:7f8:54::249,-1.4193729,27.828001,49434,2001:7f8:54::249,Europe,3
2001:7f8:54::27,2.849361,29.366415,57199,2001:7f8:54::27,Europe,3
2001:7f8:54::32,-7.6947746,33.13399,34177,2001:7f8:54::32,Europe,3
2001:7f8:54::34,3.5765886,27.360125,35360,2001:7f8:54::34,Europe,3
2001:7f8:54::36,-20.428484,22.306822,16347,2001:7f8:54::36,Europe,3
2001:7f8:54::55,3.7232695,27.333935,35600,2001:7f8:54::55,Europe,3
2001:7f8:54::58,3.4649992,-4.9974036,8220,2001:7f8:54::58,Europe,3
2001:7f8:54::61,-0.9155416,29.85965,8426,2001:7f8:54::61,Europe,3
2001:7f8:54::71,1.8530284,33.472775,34019,2001:7f8:54::71,Europe,3
2001:7f8:54::89,2.5057435,-1.9727969,15830,2001:7f8:54::89,Europe,3
2001:7f8:54::97,-8.932955,35.412903,41157,2001:7f8:54::97,Europe,3
2001:7f8:64:225::1,-20.304901,25.398016,39107,2001:7f8:64:225::1,Europe,3
2001:7f8:64:225::1:310:2,3.4649992,-4.9974036,10310,2001:7f8:64:225::1:310:2,North America,2
2001:7f8:64:225::3233:1,3.984393,-6.2529945,3233,2001:7f8:64:225::3233:1,Europe,3
2001:7f8:64:225::3:9668:1,3.4649992,-4.9974036,39668,2001:7f8:64:225::3:9668:1,Europe,3
2001:7f8:64:225::4:8571:1,-5.5655146,33.1552,48571,2001:7f8:64:225::4:8571:1,Europe,3
2001:7f8:64:225::5705:0:1,-10.218043,37.18764,57050,2001:7f8:64:225::5705:0:1,Europe,3
2001:7f8:64:225::5:6430:1,-11.011076,36.828495,56430,2001:7f8:64:225::5:6430:1,Europe,3
2001:7f8:64:225::6830:1,3.4649992,-4.9974036,6830,2001:7f8:64:225::6830:1,Europe,3
2001:7f8:64:225::8075:1,3.1742976,-1.3406309,8075,2001:7f8:64:225::8075:1,North America,2
2001:7f8:64:225::8220:1,4.581784,-4.927929,8220,2001:7f8:64:225::8220:1,Europe,3
2001:7f8::1525:0:1,3.161183,-3.210094,5413,2001:7f8::1525:0:1,Europe,3
2001:7f8::1859:0:1,-4.81675,27.274296,6233,2001:7f8::1859:0:1,North America,2
2001:7f8::193d:0:1,-20.264622,26.225588,6461,2001:7f8::193d:0:1,North America,2
2001:7f8::1a0b:0:1,85.417465,-40.187885,6667,2001:7f8::1a0b:0:1,Europe,3
2001:7f8::1a6a:0:1,0.11698045,23.768742,6762,2001:7f8::1a6a:0:1,Europe,3
2001:7f8::1a76:0:1,3.161183,-3.210094,6774,2001:7f8::1a76:0:1,Europe,3
2001:7f8::1ad2:0:1,4.1008873,-2.0135863,6866,2001:7f8::1ad2:0:1,Asia,1
2001:7f8::1afc:0:1,1.3291954,30.029955,6908,2001:7f8::1afc:0:1,Europe,3
2001:7f8::1b1b:0:1,0.50320935,18.51468,6939,2001:7f8::1b1b:0:1,North America,2
2001:7f8::201a:0:1,-1.5489678,32.791695,8218,2001:7f8::201a:0:1,Europe,3
2001:7f8::201c:0:1,3.4649992,-4.9974036,8220,2001:7f8::201c:0:1,Europe,3
2001:7f8::201c:0:2,3.161183,-3.210094,8220,2001:7f8::201c:0:2,Europe,3
2001:7f8::20a7:0:1,2.5057435,-1.9727969,8359,2001:7f8::20a7:0:1,Europe,3
2001:7f8::20ad:0:1,4.4057364,-2.8370368,8365,2001:7f8::20ad:0:1,Europe,3
2001:7f8::2204:0:1,4.5393076,-3.6942117,8708,2001:7f8::2204:0:1,Europe,3
2001:7f8::223b:0:1,3.4649992,-4.9974036,8763,2001:7f8::223b:0:1,Europe,3
2001:7f8::229:0:1,-5.436492,25.854128,553,2001:7f8::229:0:1,Europe,3
2001:7f8::2306:0:1,3.161183,-3.210094,8966,2001:7f8::2306:0:1,Asia,1
2001:7f8::232a:0:1,-6.4157143,22.260853,9002,2001:7f8::232a:0:1,Europe,3
2001:7f8::2a8:0:1,-1.4507896,26.986063,680,2001:7f8::2a8:0:1,Europe,3
2001:7f8::3043:0:1,4.1770115,-3.8461235,12355,2001:7f8::3043:0:1,Europe,3
2001:7f8::30b6:0:1,-14.897747,-25.791397,12470,2001:7f8::30b6:0:1,Europe,3
2001:7f8::31eb:0:1,-22.541372,21.048267,12779,2001:7f8::31eb:0:1,Europe,3
2001:7f8::32e6:0:1,-4.328612,22.988203,13030,2001:7f8::32e6:0:1,Europe,3
2001:7f8::36ed:0:1,-2.9076915,26.391806,14061,2001:7f8::36ed:0:1,North America,2
2001:7f8::3:2138:0:2,4.386204,26.60164,205112,2001:7f8::3:2138:0:2,Europe,3
2001:7f8::3:2614:0:1,3.782878,28.303423,206356,2001:7f8::3:2614:0:1,Europe,3
2001:7f8::3:26a3:0:1,-23.203188,21.14196,206499,2001:7f8::3:26a3:0:1,Europe,3
2001:7f8::3:2afd:0:1,-6.366879,28.304081,207613,2001:7f8::3:2afd:0:1,Europe,3
2001:7f8::3:30ce:0:1,5.27771,25.782204,209102,2001:7f8::3:30ce:0:1,Europe,3
2001:7f8::3:409f:0:1,-7.004452,28.369068,213151,2001:7f8::3:409f:0:1,Europe,3
2001:7f8::3:b64:0:2,-5.0487533,27.986269,199524,2001:7f8::3:b64:0:2,Europe,3
2001:7f8::47e3:0:1,4.5425344,-4.250001,18403,2001:7f8::47e3:0:1,Asia,1
2001:7f8::4d7:0:1,-2.3179483,23.87435,1239,2001:7f8::4d7:0:1,North America,2
2001:7f8::514b:0:1,-5.773764,25.310377,20811,2001:7f8::514b:0:1,Europe,3
2001:7f8::51e5:0:1,3.161183,-3.210094,21320,2001:7f8::51e5:0:1,Europe,3
2001:7f8::530f:0:1,4.4057364,-2.8370368,21263,2001:7f8::530f:0:1,Europe,3
2001:7f8::53a4:0:1,-9.093247,35.47005,21412,2001:7f8::53a4:0:1,Europe,3
2001:7f8::5fa2:0:1,-10.426697,22.149702,24482,2001:7f8::5fa2:0:1,Asia,1
2001:7f8::6181:0:1,-4.3394327,25.760408,24961,2001:7f8::6181:0:1,Europe,3
2001:7f8::6284:0:1,-6.0526175,28.01695,25220,2001:7f8::6284:0:1,Europe,3
2001:7f8::71d4:0:1,-4.99758,27.536116,29140,2001:7f8::71d4:0:1,Europe,3
2001:7f8::7933:0:1,3.4649992,-4.9974036,31027,2001:7f8::7933:0:1,Europe,3
2001:7f8::8463:0:1,4.4057364,-2.8370368,33891,2001:7f8::8463:0:1,Europe,3
2001:7f8::84e3:0:1,1.6548429,33.64685,34019,2001:7f8::84e3:0:1,Europe,3
2001:7f8::85f0:0:1,-3.0067945,26.629465,34288,2001:7f8::85f0:0:1,Europe,3
2001:7f8::886f:0:1,-5.6079574,27.139875,34927,2001:7f8::886f:0:1,Europe,3
2001:7f8::89f1:0:1,3.161183,-3.210094,35313,2001:7f8::89f1:0:1,Asia,1
2001:7f8::89f8:0:1,3.161183,-3.210094,35320,2001:7f8::89f8:0:1,Europe,3
2001:7f8::8b7e:0:1,-6.393356,34.95643,35710,2001:7f8::8b7e:0:1,Europe,3
2001:7f8::9359:0:1,-23.156149,20.7984,37721,2001:7f8::9359:0:1,Africa,0
2001:7f8::a16f:0:1,4.024128,-1.4234167,41327,2001:7f8::a16f:0:1,Europe,3
2001:7f8::a5e9:0:3,-9.809854,25.962828,47147,2001:7f8::a5e9:0:3,Europe,3
2001:7f8::a6d4:0:1,2.5057435,-1.9727969,42708,2001:7f8::a6d4:0:1,Europe,3
2001:7f8::b29:0:1,3.161183,-3.210094,2857,2001:7f8::b29:0:1,Europe,3
2001:7f8::b62:0:1,0.99792063,21.589943,2914,2001:7f8::b62:0:1,North America,2
2001:7f8::ba4c:0:1,-4.753145,27.314573,47692,2001:7f8::ba4c:0:1,Europe,3
2001:7f8::bcea:0:1,-7.386511,24.665564,48362,2001:7f8::bcea:0:1,Europe,3
2001:7f8::be06:0:1,-23.0131,21.220516,48646,2001:7f8::be06:0:1,Europe,3
2001:7f8::bf17:0:2,-5.2344174,27.537157,48919,2001:7f8::bf17:0:2,Europe,3
2001:7f8::c221:0:1,-6.7016244,28.074875,49697,2001:7f8::c221:0:1,Europe,3
2001:7f8::c7f0:0:1,-9.754641,29.248653,51184,2001:7f8::c7f0:0:1,Europe,3
2001:7f8::c7f1:0:1,-23.171188,21.158117,51185,2001:7f8::c7f1:0:1,Europe,3
2001:7f8::c8e:0:1,-6.2853107,28.441645,3214,2001:7f8::c8e:0:1,Europe,3
2001:7f8::e15f:0:1,5.3544426,25.955185,57695,2001:7f8::e15f:0:1,North America,2
2001:7f8::e2c9:0:1,-7.1731973,28.130386,58057,2001:7f8::e2c9:0:1,Europe,3
2001:7f8::e3bb:0:1,-6.830203,26.742891,58299,2001:7f8::e3bb:0:1,Europe,3
2001:7f8::eb09:0:1,0.8311089,-3.7531335,60169,2001:7f8::eb09:0:1,Europe,3
2001:7f8::ec55:0:1,-24.493439,20.91233,60501,2001:7f8::ec55:0:1,Europe,3
2001:7f8::fbdb:0:1,5.1613383,25.192413,64475,2001:7f8::fbdb:0:1,Europe,3
2001:7f8:b:100:1d1:a519:9524:55,-9.379752,34.732872,199524,2001:7f8:b:100:1d1:a519:9524:55,Europe,3
2001:7f8:b:100:1d1:a520:1333:74,3.7000172,26.052237,201333,2001:7f8:b:100:1d1:a520:1333:74,Europe,3
2001:7f8:b:100:1d1:a520:2032:192,-10.012601,35.754032,202032,2001:7f8:b:100:1d1:a520:2032:192,Europe,3
2001:7f8:b:100:1d1:a5d0:5396:4,-23.06431,25.022211,5396,2001:7f8:b:100:1d1:a5d0:5396:4,Europe,3
2001:7f8:b:100:1d1:a5d0:5602:10,1.0598906,-4.918488,5602,2001:7f8:b:100:1d1:a5d0:5602:10,Europe,3
2001:7f8:b:100:1d1:a5d0:6939:125,0.21405755,18.750124,6939,2001:7f8:b:100:1d1:a5d0:6939:125,North America,2
2001:7f8:b:100:1d1:a5d0:8220:68,1.2898018,-5.6010985,8220,2001:7f8:b:100:1d1:a5d0:8220:68,Europe,3
2001:7f8:b:100:1d1:a5d1:2637:86,-0.48095834,27.943527,12637,2001:7f8:b:100:1d1:a5d1:2637:86,Europe,3
2001:7f8:b:100:1d1:a5d1:2779:65,-4.17245,26.044592,12779,2001:7f8:b:100:1d1:a5d1:2779:65,Europe,3
2001:7f8:b:100:1d1:a5d1:5605:120,-5.012283,27.405746,15605,2001:7f8:b:100:1d1:a5d1:5605:120,Europe,3
2001:7f8:b:100:1d1:a5d2:4482:158,-10.301624,22.25198,24482,2001:7f8:b:100:1d1:a5d2:4482:158,Asia,1
2001:7f8:b:100:1d1:a5d2:811:88,-5.51614,24.956743,20811,2001:7f8:b:100:1d1:a5d2:811:88,Europe,3
2001:7f8:b:100:1d1:a5d2:912:54,-8.009785,36.07635,20912,2001:7f8:b:100:1d1:a5d2:912:54,Europe,3
