,0
138222.0,3.2880136231490527
138248.0,3.2882272733804023
134324.0,3.2882272733804023
138287.0,3.2882272733804023
134873.0,3.2882272733804023
140139.0,3.288439194315128
135797.0,3.2887955410800345
141550.0,3.288843851069961
135235.0,3.288858958205341
134019.0,3.289003511230215
136632.0,3.289135637374996
137143.0,3.2891537460442635
135688.0,3.2891537460442635
135212.0,3.2891537460442635
134270.0,3.2891537460442635
137084.0,3.2891537460442635
136654.0,3.2891537460442635
135180.0,3.2891537460442635
135228.0,3.2891537460442635
141480.0,3.2891537460442635
135257.0,3.2891537460442635
133643.0,3.2891537460442635
136670.0,3.2891537460442635
133651.0,3.2891537460442635
139508.0,3.2891913626194156
45243.0,3.2892171631695706
134334.0,3.2892171631695706
134907.0,3.2892171631695706
134001.0,3.2892171631695706
134016.0,3.2892171631695706
134254.0,3.2892171631695706
58594.0,3.289402844897862
134855.0,3.289402844897862
138790.0,3.28964183450887
55740.0,3.2897074925705745
135256.0,3.2897074925705745
137633.0,3.2897074925705745
140129.0,3.2897451091457266
141858.0,3.289976194621635
138745.0,3.289976194621635
133693.0,3.289976194621635
134043.0,3.2900682261606278
138762.0,3.2901898448529847
135737.0,3.2901898448529847
135811.0,3.290261300834536
137154.0,3.290268070097325
56056.0,3.2903872707804265
58966.0,3.2904629032879167
135223.0,3.2905171689509234
24118.0,3.2905558506980395
38304.0,3.2905558506980395
137125.0,3.2905585595047886
140166.0,3.2905659139555805
23772.0,3.2906237969158183
141726.0,3.290630785660009
139850.0,3.290630785660009
139036.0,3.290630785660009
140063.0,3.290630785660009
140954.0,3.290630785660009
139052.0,3.290630785660009
138944.0,3.290630785660009
139808.0,3.290630785660009
139270.0,3.290630785660009
139300.0,3.290630785660009
137871.0,3.290630785660009
135239.0,3.2907835411029307
138734.0,3.2907975836855425
138316.0,3.2908064225425435
138252.0,3.2908880421092435
45469.0,3.2909026672854957
135801.0,3.2909026672854957
133304.0,3.2909026672854957
134862.0,3.2909026672854957
131269.0,3.29100549330931
132869.0,3.2910087185153443
136677.0,3.291020072773893
138712.0,3.291081240068317
141309.0,3.2910905186746966
138262.0,3.2910905186746966
135215.0,3.2911163175168454
58972.0,3.2911163175168454
132540.0,3.2911163175168454
137843.0,3.2911990533596414
136722.0,3.2912005697123012
137617.0,3.291307005541413
141339.0,3.2913124111795895
135234.0,3.291510406118054
58725.0,3.291532484534437
23872.0,3.2915550723051825
138487.0,3.2915572583238704
138497.0,3.2915572583238704
135673.0,3.2915572583238704
137485.0,3.2915572583238704
133443.0,3.2915572583238704
138501.0,3.2915572583238704
58912.0,3.2915572583238704
133866.0,3.2915572583238704
58813.0,3.2915572583238704
133605.0,3.2915572583238704
38614.0,3.2915572583238704
138343.0,3.2915572583238704
137541.0,3.2915572583238704
135205.0,3.291568683917537
136721.0,3.291568683917537
136901.0,3.291573577263198
134012.0,3.29157571598125
56054.0,3.2916206754491775
59249.0,3.2916206754491775
133685.0,3.291631145010893
140133.0,3.291668200410316
132771.0,3.291668200410316
135820.0,3.291703900159756
136668.0,3.291716040717907
137622.0,3.2917202707141295
137823.0,3.2918063571774687
38493.0,3.2918063571774687
55828.0,3.2918063571774687
137467.0,3.2918162170112595
135809.0,3.291840848084787
139551.0,3.2918653914658518
139521.0,3.2918805628191614
140148.0,3.291920746595605
132515.0,3.291920746595605
138764.0,3.291920746595605
138520.0,3.291933920945479
137677.0,3.2919370928277396
135743.0,3.2919370928277396
136481.0,3.291946545437754
135226.0,3.2919658603810324
132935.0,3.2919702188512754
133318.0,3.29198269272324
137145.0,3.2919841620129064
134861.0,3.2920169913385577
133270.0,3.2920169913385577
136714.0,3.29207163915067
138024.0,3.2921110048501814
64075.0,3.2921110048501814
137432.0,3.2921110048501814
133592.0,3.2921343968269547
45264.0,3.292136951617169
136644.0,3.2921372334623213
136732.0,3.292173836013429
136669.0,3.292179342271458
140171.0,3.292221946936627
141202.0,3.292339029950517
132144.0,3.2923477573165556
136352.0,3.292379948873434
38625.0,3.292385300226091
134924.0,3.2923879076112836
56201.0,3.2924345777994635
137149.0,3.292467175908468
134869.0,3.2924890142952368
133679.0,3.2924890142952368
134020.0,3.2924951565813982
133007.0,3.2924951565813982
137619.0,3.2924951565813982
137594.0,3.2924951565813982
136306.0,3.2925311657527083
132568.0,3.292558573706705
24222.0,3.292574522518035
135714.0,3.2925975069517155
133713.0,3.2926119805700833
139681.0,3.292622049566403
133011.0,3.2926225430237994
138276.0,3.2926251197692293
136355.0,3.292642513381768
138797.0,3.292642513381768
136642.0,3.292648228030813
45433.0,3.2926993314554003
137609.0,3.2927080038730203
134943.0,3.292717199787417
135758.0,3.2927198946232177
139490.0,3.2927198946232177
139769.0,3.292724121728788
133279.0,3.292727810943639
55814.0,3.29273478120872
136985.0,3.2927432257962455
133317.0,3.292743620065721
134917.0,3.292743620065721
132960.0,3.292743620065721
134307.0,3.292743620065721
132961.0,3.292743620065721
135036.0,3.292743620065721
135845.0,3.292746112575513
136704.0,3.2928070354830226
137610.0,3.2928070354830226
132923.0,3.2928236213716335
135693.0,3.2928289176275922
28499.0,3.2928414846344367
135219.0,3.292847219259466
137174.0,3.292847219259466
138298.0,3.292847219259466
132004.0,3.292847219259466
136323.0,3.292847219259466
136318.0,3.292847219259466
135872.0,3.2928927561953483
136358.0,3.292892970813666
132764.0,3.2928966915151365
135826.0,3.2929106346767676
138277.0,3.2929181277035293
132761.0,3.2929391616278036
135792.0,3.2929563862309674
137102.0,3.292957270297071
133269.0,3.293005013551728
135738.0,3.293005013551728
139525.0,3.2930173104816935
138317.0,3.293018067134731
135793.0,3.2930310331391506
136344.0,3.2930599854247125
135775.0,3.2930685272215974
132445.0,3.293070100160769
138279.0,3.2931028954139556
55705.0,3.2931271542842455
136708.0,3.2931386116068255
135301.0,3.293139492395219
136956.0,3.293158085001143
135683.0,3.2931788662955404
135814.0,3.293188957391038
134032.0,3.2932464273486404
133724.0,3.293254112405326
136716.0,3.2932973519574245
133965.0,3.293299859101824
138716.0,3.2933083141775863
131459.0,3.293351358898279
134850.0,3.2933538514080705
132986.0,3.293360577463847
135852.0,3.2934009657857772
135184.0,3.2934009657857772
28424.0,3.293409752334069
135858.0,3.2934117882130822
139504.0,3.2934551608842946
133243.0,3.2934718742298403
28466.0,3.293473169459376
45536.0,3.293494889124958
132518.0,3.2935078794839963
138225.0,3.293509153190541
135686.0,3.293561223494355
138002.0,3.2935722647874814
135131.0,3.2935911939889007
134913.0,3.293602950261669
131442.0,3.2936242829773383
135031.0,3.2936242829773383
134903.0,3.2936246389116564
21401.0,3.293651319207954
134331.0,3.2936716133901243
135055.0,3.2936729012458676
139016.0,3.2936807473976484
45815.0,3.293723195862137
135310.0,3.2937399207194873
140170.0,3.29374182656456
141317.0,3.29374182656456
45749.0,3.29374182656456
134938.0,3.29374182656456
45747.0,3.29374182656456
55459.0,3.29374182656456
24392.0,3.29374182656456
134964.0,3.29374182656456
58759.0,3.29374182656456
132950.0,3.29374182656456
133671.0,3.29374182656456
45825.0,3.29374182656456
141489.0,3.29374182656456
45850.0,3.29374182656456
132962.0,3.29374182656456
140162.0,3.29374182656456
132970.0,3.29374182656456
45830.0,3.29374182656456
136285.0,3.29374182656456
45765.0,3.29374182656456
45801.0,3.29374182656456
24448.0,3.29374182656456
136283.0,3.29374182656456
58702.0,3.29374182656456
140154.0,3.29374182656456
134109.0,3.29374182656456
138785.0,3.29374182656456
134029.0,3.29374182656456
45649.0,3.29374182656456
38594.0,3.29374182656456
133274.0,3.29374182656456
24178.0,3.29374182656456
45535.0,3.29374182656456
132417.0,3.29374182656456
133282.0,3.29374182656456
55474.0,3.29374182656456
58371.0,3.29374182656456
131473.0,3.29374182656456
134896.0,3.29374182656456
133291.0,3.29374182656456
45519.0,3.29374182656456
45518.0,3.29374182656456
45466.0,3.29374182656456
45526.0,3.29374182656456
131218.0,3.29374182656456
135397.0,3.29374182656456
133266.0,3.29374182656456
58522.0,3.29374182656456
45853.0,3.29374182656456
139703.0,3.29374182656456
45636.0,3.29374182656456
131787.0,3.29374182656456
140230.0,3.29374182656456
139320.0,3.29374182656456
45635.0,3.29374182656456
134934.0,3.29374182656456
45624.0,3.29374182656456
132401.0,3.29374182656456
45591.0,3.29374182656456
132911.0,3.29374182656456
133257.0,3.29374182656456
138792.0,3.29374182656456
24327.0,3.29374182656456
132239.0,3.29374182656456
138285.0,3.29374182656456
58872.0,3.29374182656456
137673.0,3.29374182656456
131170.0,3.29374182656456
140621.0,3.29374182656456
140110.0,3.29374182656456
137607.0,3.29374182656456
133961.0,3.29374182656456
140114.0,3.29374182656456
136325.0,3.29374182656456
133703.0,3.29374182656456
139540.0,3.29374182656456
131181.0,3.29374182656456
59197.0,3.29374182656456
137590.0,3.29374182656456
139539.0,3.29374182656456
139537.0,3.29374182656456
137672.0,3.29374182656456
134060.0,3.29374182656456
132272.0,3.29374182656456
139563.0,3.29374182656456
137651.0,3.29374182656456
133088.0,3.29374182656456
137634.0,3.29374182656456
135179.0,3.29374182656456
133087.0,3.29374182656456
139569.0,3.29374182656456
135170.0,3.29374182656456
137660.0,3.29374182656456
133723.0,3.29374182656456
137630.0,3.29374182656456
132278.0,3.29374182656456
137623.0,3.29374182656456
140601.0,3.29374182656456
136356.0,3.29374182656456
138720.0,3.29374182656456
137666.0,3.29374182656456
141288.0,3.29374182656456
59195.0,3.29374182656456
136320.0,3.29374182656456
139497.0,3.29374182656456
139494.0,3.29374182656456
55433.0,3.29374182656456
45885.0,3.29374182656456
136475.0,3.29374182656456
139488.0,3.29374182656456
24485.0,3.29374182656456
138761.0,3.29374182656456
139478.0,3.29374182656456
135320.0,3.29374182656456
138775.0,3.29374182656456
55479.0,3.29374182656456
45857.0,3.29374182656456
139463.0,3.29374182656456
58875.0,3.29374182656456
9653.0,3.29374182656456
45915.0,3.29374182656456
141156.0,3.29374182656456
141476.0,3.29374182656456
139522.0,3.29374182656456
136447.0,3.29374182656456
59194.0,3.29374182656456
135238.0,3.29374182656456
135833.0,3.29374182656456
133028.0,3.29374182656456
139516.0,3.29374182656456
