asn,hege
2497,0.00717743616158323
3356,0.200173705538715
749,0.0737413609726722
209,0.0315104672866831
8452,0.00730555920926065
2609,0.000992847587829814
12874,0.00133783557885312
10455,0.0011297150908988
1267,0.00234934559626893
7303,0.00293459100989118
37492,0.000644552095143518
11830,0.000497013137089791
3549,0.00257412113999941
6128,0.00181236424736989
20676,0.00042113112549459
8447,0.00136090441291817
12479,0.00236802402207825
7792,0.00035194583109429
109,0.000373593631990329
21575,0.00021293216856243
50266,0.00105041807427444
5603,0.000318354338828887
786,0.00252058748406879
6289,0.000107538664826578
16342,5.73370622338603e-05
5432,0.00133920731902941
12297,7.89878112593215e-05
19108,0.000958084323526067
17924,0.000158318641925716
26496,0.000326029277818029
5410,0.002327381738712
36149,0.000158854657697063
21928,0.00451475038593736
8468,0.000122279306968547
29695,0.000427869687163649
210278,0.000172072881965642
559,0.000771376488394594
680,0.00297947635209317
22284,0.000382860839369142
2116,0.000698637997711464
8968,0.000388012685833219
6614,0.00038900566265681
27747,0.000207879692033837
47794,8.53995737393094e-05
22463,0.000193373144270534
12576,0.00174552234897855
35805,0.000171427032153736
15924,0.000655669056587925
24940,0.000798937417757568
37028,2.3060355685316e-05
18403,0.000560769995136917
855,0.000466136480660431
46606,0.000235615885943514
10310,0.00023662950654629
39642,0.000205035081448428
5413,0.00025028583826746
19855,5.31888332478533e-05
3598,0.000174084721464422
8560,0.000293191025234747
20021,9.99685682107676e-05
8400,0.000426106805566191
12552,0.000927470262567128
8445,7.66526407518086e-05
12741,0.000820400111695692
15763,5.38209885709416e-05
5578,0.000222127478196104
13101,5.19359841610148e-05
207790,3.85738910664156e-05
13045,6.06150667767482e-05
47377,0.000294540286303009
8473,0.000254755063467256
812,0.00201778196137179
37693,0.000855385313989907
36994,0.000950586885190777
15958,3.65309440526229e-05
18666,4.35208899880909e-05
35,4.5030953370892e-05
29,4.31857570106826e-05
158,0.000409061923661467
122,8.87202023582937e-05
243,0.000235385262778573
111,5.43395918544835e-05
4190,4.29338273425036e-05
31822,0.000216095622476094
11030,2.23896918994938e-05
7960,2.30605440912389e-05
18515,2.14672701358442e-05
6591,6.19699712124565e-05
6481,2.16349831837805e-05
10755,2.14670606700077e-05
7973,2.14672701358442e-05
11363,0.000107419329574145
2013,4.31861098435928e-05
21899,1.67720275825923e-05
82,0.000106246215867635
600,0.000888991012016858
19342,2.14672701358442e-05
2818,2.41505679579374e-05
10754,2.22219788515575e-05
1736,2.14669398197286e-05
2572,0.000377061836498185
26854,6.04258060602908e-05
42808,2.20540856190476e-05
22586,2.14672701358442e-05
33194,2.14672701358442e-05
23005,0.000132994717263376
22616,6.05885864456617e-05
34177,8.64057570621743e-05
12079,5.40874579594512e-05
1712,2.12156136146723e-05
27495,2.36475397590159e-05
18663,2.14672701358442e-05
10753,0.000131704460897501
19564,2.14672701358442e-05
8147,9.03134763136883e-05
10497,4.39408185593061e-05
14017,4.29345402716884e-05
19,4.42760631958378e-05
6932,2.14672701358442e-05
2614,4.44646836995916e-05
19661,2.13834136118761e-05
20105,2.14672701358442e-05
16802,2.13834136118761e-05
19752,8.27021384835516e-05
19416,2.44020975855047e-05
395139,7.51354454754547e-05
21680,2.14670947470578e-05
1999,6.46533799794371e-05
13684,2.20542658036212e-05
62989,2.17184790658368e-05
33608,2.14672701358442e-05
2611,0.000291087879440703
30051,2.11318440399716e-05
13759,2.14672701358442e-05
3486,2.19703192373286e-05
20191,2.14670606700077e-05
20478,4.27661585710354e-05
6527,7.55547280952954e-05
14398,4.66236577790874e-05
398564,2.16349831837805e-05
2575,2.14672701358442e-05
7150,2.16348600788635e-05
18844,2.14672701358442e-05
32835,2.14672701358442e-05
12229,2.22219788515575e-05
10967,5.35004622916742e-05
398573,2.1634571337152e-05
21984,2.14672701358442e-05
11540,2.15511266598124e-05
10448,2.14670133027241e-05
16481,2.14672701358442e-05
36291,6.47372365034052e-05
7054,2.17188397077486e-05
20617,3.51358835426513e-05
3741,0.00108789903111484
3495,2.14672701358442e-05
8103,0.000264204473423187
398471,2.16347243441516e-05
7872,2.23058353755256e-05
398663,2.23200531323884e-05
