,ASN,prefix
225,199236,2e-05
198,38235,2e-05
120,33785,2e-05
157,8708,2e-05
223,207534,2e-05
221,209565,2e-05
216,33287,2e-05
215,34224,2e-05
213,43754,2e-05
212,49666,2e-05
134,13249,2e-05
128,25386,2e-05
127,29226,2e-05
126,3209,2e-05
123,42525,2e-05
74,206350,2e-05
93,15290,2e-05
481,2764,2e-05
140,27978,2e-05
141,14178,2e-05
142,13807,2e-05
167,10796,2e-05
473,45335,2e-05
474,45235,2e-05
475,38457,2e-05
477,3561,2e-05
480,29066,2e-05
486,19497,2e-05
487,18351,2e-05
488,17557,2e-05
489,17488,2e-05
490,17483,2e-05
471,45815,2e-05
458,9930,2e-05
470,4804,2e-05
460,9255,2e-05
463,8075,2e-05
466,57724,2e-05
467,57187,2e-05
469,49981,2e-05
461,9116,2e-05
154,9293,2e-05
502,135207,2e-05
503,135139,2e-05
504,134937,2e-05
505,134928,2e-05
506,134249,2e-05
507,134246,2e-05
508,134014,2e-05
509,133718,2e-05
102,14745,2e-05
515,12400,2e-05
510,132976,2e-05
511,132772,2e-05
512,132761,2e-05
513,132566,2e-05
501,135259,2e-05
500,135735,2e-05
499,135760,2e-05
152,42440,2e-05
493,138252,2e-05
494,137678,2e-05
495,137144,2e-05
158,25291,2e-05
163,14477,2e-05
496,137109,2e-05
497,136377,2e-05
498,135834,2e-05
86,260,2e-05
107,54540,2e-05
242,45400,2e-05
243,18168,2e-05
80,36996,2e-05
245,10310,2e-05
155,4922,2e-05
96,12304,2e-05
153,8612,2e-05
92,49832,2e-05
202,199861,3e-05
201,206499,3e-05
130,4809,3e-05
200,207787,3e-05
133,22548,3e-05
135,11432,3e-05
204,16150,3e-05
147,10269,3e-05
199,42337,3e-05
197,49544,3e-05
184,24187,3e-05
183,2687,3e-05
179,38888,3e-05
178,48858,3e-05
171,7616,3e-05
188,11014,3e-05
188,17887,3e-05
185,263237,3e-05
184,27678,3e-05
150,39533,3e-05
190,135307,3e-05
180,9924,3e-05
125,8551,3e-05
155,10099,3e-05
128,56655,3e-05
129,55195,3e-05
130,49349,3e-05
131,47264,3e-05
132,43603,3e-05
134,42187,3e-05
136,39238,3e-05
137,34309,3e-05
140,23033,3e-05
141,22742,3e-05
142,200107,3e-05
143,16322,3e-05
144,15932,3e-05
145,15695,3e-05
146,12731,3e-05
147,12100,3e-05
148,1136,3e-05
146,10753,3e-05
450,137598,3e-05
449,138296,3e-05
447,18196,3e-05
444,29691,3e-05
443,33480,3e-05
441,3758,3e-05
451,135232,3e-05
438,45528,3e-05
436,58725,3e-05
452,134042,3e-05
454,132559,3e-05
85,12714,3e-05
453,134004,3e-05
81,12179,3e-05
455,132323,3e-05
264,134226,3e-05
199,25273,3e-05
203,15557,3e-05
87,12301,3e-05
201,21343,3e-05
77,267715,3e-05
140,26803,3e-05
138,40861,3e-05
89,2914,3e-05
233,45974,3e-05
86,6939,3e-05
144,395880,3e-05
150,9505,3e-05
151,23498,3e-05
150,27947,3e-05
102,13194,3e-05
100,31261,3e-05
99,33922,3e-05
98,8323,3e-05
149,29031,3e-05
116,3252,3e-05
146,36149,3e-05
194,47965,4e-05
196,16360,4e-05
101,29119,4e-05
103,17408,4e-05
85,39737,4e-05
251,43531,4e-05
255,19036,4e-05
248,9957,4e-05
82,49505,4e-05
162,6421,4e-05
163,61522,4e-05
164,43578,4e-05
165,40824,4e-05
166,4004,4e-05
171,206376,4e-05
175,17378,4e-05
176,14551,4e-05
177,14080,4e-05
49,47973,4e-05
103,132132,4e-05
195,12444,4e-05
194,12555,4e-05
193,13259,4e-05
191,197328,4e-05
190,199524,4e-05
188,34636,4e-05
187,44558,4e-05
185,62240,4e-05
184,8466,4e-05
150,42861,4e-05
49,35788,4e-05
124,201288,4e-05
230,45250,4e-05
229,64050,4e-05
135,14709,4e-05
71,42708,4e-05
111,29076,4e-05
132,265867,4e-05
148,205906,4e-05
121,22351,4e-05
193,58453,4e-05
112,7738,4e-05
114,6429,4e-05
115,52280,4e-05
118,28513,4e-05
120,26094,4e-05
129,27650,4e-05
83,43515,4e-05
423,3462,4e-05
126,52245,4e-05
112,6879,4e-05
421,40676,4e-05
420,46261,4e-05
418,4788,4e-05
417,55470,4e-05
415,58906,4e-05
414,5,4e-05
411,9009,4e-05
432,133967,4e-05
425,17426,4e-05
426,138737,4e-05
427,138311,4e-05
428,137653,4e-05
429,136284,4e-05
430,135718,4e-05
431,134916,4e-05
412,8496,4e-05
48,37271,4e-05
111,35916,5e-05
110,6866,5e-05
70,27257,5e-05
80,202,5e-05
240,9066,5e-05
98,47869,5e-05
246,139629,5e-05
247,12989,5e-05
78,42020,5e-05
77,47794,5e-05
243,38071,5e-05
76,6034,5e-05
99,36352,5e-05
409,133011,5e-05
408,133234,5e-05
407,135223,5e-05
406,135253,5e-05
405,135851,5e-05
404,136374,5e-05
100,265641,5e-05
403,136712,5e-05
401,30337,5e-05
400,59165,5e-05
402,137588,5e-05
69,396998,5e-05
75,12302,5e-05
74,24785,5e-05
80,1239,5e-05
78,19740,5e-05
165,38001,5e-05
166,21859,5e-05
178,6823,5e-05
123,11058,5e-05
121,14187,5e-05
119,22822,5e-05
118,23148,5e-05
117,262206,5e-05
148,13789,5e-05
59,20080,5e-05
147,6079,5e-05
179,47894,5e-05
183,203377,5e-05
182,208722,5e-05
181,25145,5e-05
180,28746,5e-05
146,200780,5e-05
116,265826,5e-05
89,27668,5e-05
91,23031,5e-05
94,19582,5e-05
96,10834,5e-05
97,10481,5e-05
188,5432,5e-05
189,28910,5e-05
115,42624,5e-05
164,7636,5e-05
114,7819,5e-05
118,13101,5e-05
80,7029,5e-05
167,17709,5e-05
81,60725,5e-05
117,57866,5e-05
149,1257,5e-05
161,9680,6e-05
162,9498,6e-05
111,8966,6e-05
112,14537,6e-05
105,57717,6e-05
70,19835,6e-05
63,64512,6e-05
153,7474,6e-05
67,16735,6e-05
155,45352,6e-05
156,42745,6e-05
396,132717,6e-05
395,132957,6e-05
394,133278,6e-05
393,137085,6e-05
392,15085,6e-05
390,2686,6e-05
389,3910,6e-05
95,14259,6e-05
391,24768,6e-05
111,262163,6e-05
186,11164,6e-05
57,63956,6e-05
236,38562,6e-05
239,12586,6e-05
182,59613,6e-05
94,15576,6e-05
74,15830,6e-05
73,20115,6e-05
72,50475,6e-05
71,50673,6e-05
42,41327,6e-05
50,59689,6e-05
140,33438,6e-05
58,3225,6e-05
59,21050,6e-05
388,45582,6e-05
387,58765,6e-05
386,58898,6e-05
385,7015,6e-05
383,9044,6e-05
382,9830,6e-05
92,263703,6e-05
106,32098,6e-05
115,20473,6e-05
114,21686,6e-05
113,22869,6e-05
111,262195,6e-05
110,262589,6e-05
116,197595,6e-05
109,26505,6e-05
31,3741,6e-05
226,10049,6e-05
107,32780,6e-05
105,36236,6e-05
108,31025,6e-05
117,19551,6e-05
119,14244,6e-05
97,30362,6e-05
98,24490,6e-05
90,38930,6e-05
118,18678,6e-05
65,36917,6e-05
176,48292,6e-05
102,58271,6e-05
101,6730,6e-05
100,7226,6e-05
83,11960,6e-05
84,10429,6e-05
56,25607,6e-05
114,12189,6e-05
113,12305,6e-05
107,51167,6e-05
108,41564,6e-05
110,293,6e-05
115,12129,6e-05
99,8473,6e-05
105,9121,6e-05
106,60976,6e-05
78,62,6e-05
145,4134,6e-05
71,5400,6e-05
143,12200,6e-05
91,50304,7e-05
177,35238,7e-05
178,34250,7e-05
179,3292,7e-05
90,50360,7e-05
92,39798,7e-05
49,6661,7e-05
98,13767,7e-05
97,18779,7e-05
173,8943,7e-05
175,41095,7e-05
176,3790,7e-05
96,20860,7e-05
95,262215,7e-05
94,267797,7e-05
233,135071,7e-05
232,24556,7e-05
231,4,7e-05
55,13193,7e-05
89,63213,7e-05
234,134153,7e-05
181,13237,7e-05
70,2486,7e-05
70,7843,7e-05
159,17425,7e-05
96,20562,7e-05
158,4657,7e-05
70,41059,7e-05
71,12306,7e-05
151,18881,7e-05
150,64116,7e-05
103,35076,7e-05
168,49879,7e-05
157,63528,7e-05
140,43852,7e-05
142,31424,7e-05
144,12874,7e-05
143,2603,7e-05
74,42,7e-05
93,8758,7e-05
373,703,7e-05
374,55507,7e-05
375,45804,7e-05
376,33652,7e-05
378,139035,7e-05
379,134026,7e-05
372,9299,7e-05
380,133246,7e-05
63,17819,7e-05
377,24309,7e-05
172,206283,7e-05
65,59900,8e-05
103,19180,8e-05
55,12552,8e-05
44,25122,8e-05
62,12956,8e-05
47,7473,8e-05
139,200612,8e-05
102,44814,8e-05
46,7545,8e-05
101,19257,8e-05
74,12182,8e-05
110,1103,8e-05
85,5511,8e-05
83,8455,8e-05
137,61526,8e-05
138,61102,8e-05
69,6777,8e-05
140,4766,8e-05
141,394094,8e-05
144,27901,8e-05
145,266731,8e-05
72,55410,8e-05
58,5580,8e-05
87,13768,8e-05
88,12180,8e-05
28,6461,8e-05
34,37468,8e-05
29,24961,8e-05
99,59796,8e-05
100,57743,8e-05
63,17400,8e-05
89,8595,8e-05
166,43356,8e-05
69,52320,8e-05
59,30176,8e-05
139,55259,8e-05
155,45474,8e-05
369,137166,8e-05
370,135817,8e-05
105,27750,8e-05
371,134877,8e-05
168,29838,8e-05
89,52468,8e-05
368,139195,8e-05
104,33132,8e-05
91,16814,8e-05
230,139076,8e-05
54,15570,8e-05
227,7018,8e-05
167,8932,8e-05
90,27648,8e-05
367,15169,8e-05
146,262167,8e-05
73,11830,8e-05
147,22388,8e-05
172,16164,8e-05
48,1764,8e-05
44,6762,8e-05
154,4765,8e-05
364,58640,8e-05
365,35280,8e-05
366,18001,8e-05
169,198385,8e-05
170,1853,8e-05
225,3257,9e-05
103,2828,9e-05
37,8732,9e-05
39,8218,9e-05
40,36905,9e-05
102,20773,9e-05
103,11404,9e-05
41,28917,9e-05
42,20764,9e-05
43,202984,9e-05
33,36086,9e-05
224,9270,9e-05
55,6830,9e-05
152,33991,9e-05
153,135063,9e-05
136,1221,9e-05
135,8447,9e-05
134,9002,9e-05
151,45455,9e-05
150,4776,9e-05
38,11537,9e-05
71,1916,9e-05
165,209,9e-05
166,197264,9e-05
69,51531,9e-05
25,7922,9e-05
163,60144,9e-05
138,12859,9e-05
164,4637,9e-05
133,4713,9e-05
132,8468,9e-05
223,9842,9e-05
70,4230,9e-05
34,3303,9e-05
200,8100,9e-05
221,137029,9e-05
222,136276,9e-05
223,135882,9e-05
224,134529,9e-05
225,131464,9e-05
56,3491,9e-05
88,12389,9e-05
87,7660,9e-05
220,137048,9e-05
363,132774,9e-05
361,8220,9e-05
68,12303,9e-05
67,20485,9e-05
50,3223,9e-05
71,265766,9e-05
62,33597,9e-05
59,18101,9e-05
97,6621,9e-05
362,134316,9e-05
98,35228,9e-05
219,137403,9e-05
217,139600,9e-05
199,9145,9e-05
198,9286,9e-05
202,60068,9e-05
203,59239,9e-05
204,58768,9e-05
205,58629,9e-05
206,4913,9e-05
207,45629,9e-05
208,45326,9e-05
218,138649,9e-05
209,43350,9e-05
211,38744,9e-05
212,38313,9e-05
213,32748,9e-05
197,9288,9e-05
196,9304,9e-05
195,9885,9e-05
214,29802,9e-05
215,23352,9e-05
216,139870,9e-05
210,41998,9e-05
35,2516,9e-05
99,22927,9e-05
100,22411,9e-05
66,10109,9e-05
84,31133,9e-05
85,21236,9e-05
86,21062,9e-05
87,205820,9e-05
88,20207,9e-05
201,64043,9e-05
97,134190,9e-05
62,37154,9e-05
138,29208,9e-05
139,1836,9e-05
140,1273,9e-05
107,21320,9e-05
106,5583,9e-05
85,2497,9e-05
84,29075,9e-05
83,3267,9e-05
61,61218,9e-05
63,6453,9e-05
68,20965,9e-05
101,11271,9e-05
76,701,9e-05
77,58057,9e-05
78,4826,9e-05
79,46786,9e-05
80,31287,9e-05
81,31172,9e-05
82,13030,9e-05
64,286,9e-05
63,263761,9e-05
53,15412,9e-05
52,16265,9e-05
51,25091,9e-05
50,2852,9e-05
48,3320,9e-05
47,33891,9e-05
46,3549,9e-05
63,206610,9e-05
67,30781,9e-05
62,264637,9e-05
49,3216,9e-05
