Peer IP,X,Y,ASN,Continent,Type,rrc
2001:7f8:54::55,-13.859173,-35.451786,35600,Europe,Enterprise,rrc21
2001:7f8:54::58,0.08350778,53.86521,8220,Europe,NSP,rrc21
2001:7f8:54::61,3.4228497,-38.07638,8426,Europe,Cable/DSL/ISP,rrc21
2001:7f8:54::71,-0.13430439,-37.922947,34019,Europe,Non-Profit,rrc21
2001:7f8:54::89,0.08350778,53.86521,15830,Europe,NSP,rrc21
2001:7f8:54::97,15.722456,-28.824945,41157,Europe,Content,rrc21
2001:7f8:64:225::1,-10.77328,-44.67896,39107,Europe,Route Server,rrc22
2001:7f8:64:225::1:310:2,6.113582,48.018333,10310,North America,Content,
2001:7f8:64:225::3233:1,6.113582,48.018333,3233,Europe,Enterprise,rrc22
2001:7f8:64:225::3:9668:1,6.113582,48.018333,39668,Europe,Cable/DSL/ISP,
2001:7f8:64:225::4:8571:1,-7.376843,-35.30789,48571,Europe,Content,
2001:7f8:64:225::5705:0:1,15.597272,-26.124643,57050,Europe,Enterprise,
2001:7f8:64:225::5:6430:1,18.313202,-27.062132,56430,Europe,Content,
2001:7f8:64:225::6830:1,6.113582,48.018333,6830,Europe,Cable/DSL/ISP,
2001:7f8:64:225::8075:1,6.113582,48.018333,8075,North America,Content,rrc22
2001:7f8:64:225::8220:1,6.113582,48.018333,8220,Europe,NSP,rrc22
2001:7f8::1525:0:1,6.113582,48.018333,5413,Europe,Cable/DSL/ISP,rrc12
2001:7f8::1859:0:1,5.4112005,-46.489334,6233,North America,Non-Profit,rrc12
2001:7f8::193d:0:1,-12.162274,-46.47053,6461,North America,NSP,rrc12
2001:7f8::1a0b:0:1,1.8843404,-42.0417,6667,Europe,NSP,rrc12
2001:7f8::1a6a:0:1,-6.780974,-48.197968,6762,Europe,NSP,rrc12
2001:7f8::1a76:0:1,6.113582,48.018333,6774,Europe,NSP,rrc12
2001:7f8::1ad2:0:1,6.113582,48.018333,6866,Asia,Cable/DSL/ISP,rrc12
2001:7f8::1afc:0:1,0.8193433,-36.78691,6908,Europe,NSP,rrc12
2001:7f8::1b1b:0:1,-9.949906,-48.91581,6939,North America,NSP,rrc12
2001:7f8::201a:0:1,2.0073063,-51.536495,8218,Europe,NSP,rrc12
2001:7f8::201c:0:1,6.113582,48.018333,8220,Europe,NSP,rrc12
2001:7f8::201c:0:2,6.113582,48.018333,8220,Europe,NSP,rrc12
2001:7f8::20a7:0:1,6.113582,48.018333,8359,Europe,Cable/DSL/ISP,rrc12
2001:7f8::20ad:0:1,6.113582,48.018333,8365,Europe,Educational/Research,rrc12
2001:7f8::2204:0:1,6.113582,48.018333,8708,Europe,Cable/DSL/ISP,rrc12
2001:7f8::223b:0:1,6.113582,48.018333,8763,Europe,NSP,rrc12
2001:7f8::229:0:1,2.300827,-47.545467,553,Europe,Educational/Research,rrc12
2001:7f8::2306:0:1,6.113582,48.018333,8966,Asia,NSP,rrc12
2001:7f8::232a:0:1,-4.8539615,-48.59473,9002,Europe,NSP,rrc12
2001:7f8::2a8:0:1,1.3904898,-40.758343,680,Europe,Educational/Research,rrc12
2001:7f8::3043:0:1,6.113582,48.018333,12355,Europe,Cable/DSL/ISP,rrc12
2001:7f8::30b6:0:1,-20.481249,0.0030279276,12470,Europe,NSP,rrc12
2001:7f8::31eb:0:1,-4.5798135,-42.73783,12779,Europe,NSP,rrc12
2001:7f8::32e6:0:1,-0.25024566,-45.56522,13030,Europe,NSP,rrc12
2001:7f8::36ed:0:1,0.3836965,-45.69463,14061,North America,Content,rrc12
2001:7f8::3:2138:0:2,-14.526845,-36.256466,205112,Europe,NSP,rrc12
2001:7f8::3:2614:0:1,-14.173499,-35.228848,206356,Europe,Non-Profit,rrc12
2001:7f8::3:26a3:0:1,-5.9874215,-44.53418,206499,Europe,NSP,
2001:7f8::3:2afd:0:1,7.513747,-44.685814,207613,Europe,Educational/Research,rrc12
2001:7f8::3:30ce:0:1,-16.425468,-37.03081,209102,Europe,,rrc12
2001:7f8::3:409f:0:1,8.3451605,-45.378674,213151,Europe,Educational/Research,rrc12
2001:7f8::3:b64:0:2,6.729915,-45.70202,199524,Europe,Content,rrc12
2001:7f8::47e3:0:1,6.113582,48.018333,18403,Asia,Cable/DSL/ISP,rrc12
2001:7f8::4d7:0:1,-5.4656863,-47.98097,1239,North America,NSP,rrc12
2001:7f8::514b:0:1,1.4941577,-49.595825,20811,Europe,NSP,rrc12
2001:7f8::51e5:0:1,6.113582,48.018333,21320,Europe,Educational/Research,rrc12
2001:7f8::530f:0:1,6.113582,48.018333,21263,Europe,Cable/DSL/ISP,rrc12
2001:7f8::53a4:0:1,14.805131,-27.647053,21412,Europe,Cable/DSL/ISP,rrc12
2001:7f8::5fa2:0:1,-1.0834575,-47.569202,24482,Asia,NSP,rrc12
2001:7f8::6181:0:1,0.9217724,-48.670887,24961,Europe,Content,rrc12
2001:7f8::6284:0:1,7.959408,-45.92941,25220,Europe,Content,rrc12
2001:7f8::71d4:0:1,6.1584563,-46.139614,29140,Europe,Content,rrc12
2001:7f8::7933:0:1,6.113582,48.018333,31027,Europe,NSP,rrc12
2001:7f8::8463:0:1,6.113582,48.018333,33891,Europe,NSP,rrc12
2001:7f8::84e3:0:1,0.23162535,-38.89981,34019,Europe,Non-Profit,rrc12
2001:7f8::85f0:0:1,0.8098011,-45.718285,34288,Europe,Educational/Research,rrc12
2001:7f8::886f:0:1,6.2450624,-46.233505,34927,Europe,NSP,rrc12
2001:7f8::89f1:0:1,6.113582,48.018333,35313,Asia,NSP,rrc12
2001:7f8::89f8:0:1,6.113582,48.018333,35320,Europe,NSP,rrc12
2001:7f8::8b7e:0:1,15.879577,-29.204792,35710,Europe,NSP,rrc12
2001:7f8::9359:0:1,-6.092138,-44.507633,37721,Africa,Cable/DSL/ISP,rrc12
2001:7f8::a16f:0:1,6.113582,48.018333,41327,Europe,NSP,rrc12
2001:7f8::a5e9:0:3,2.0211432,-47.894825,47147,Europe,NSP,rrc12
2001:7f8::a6d4:0:1,6.113582,48.018333,42708,Europe,NSP,rrc12
2001:7f8::b29:0:1,6.113582,48.018333,2857,Europe,Educational/Research,rrc12
2001:7f8::b62:0:1,-7.526292,-48.189648,2914,North America,NSP,rrc12
2001:7f8::ba4c:0:1,4.256375,-46.77722,47692,Europe,NSP,rrc12
2001:7f8::bcea:0:1,2.4125352,-49.66646,48362,Europe,Cable/DSL/ISP,rrc12
2001:7f8::be06:0:1,10.500977,-31.763563,48646,Europe,NSP,rrc12
2001:7f8::bf17:0:2,6.466612,-46.197773,48919,Europe,Cable/DSL/ISP,rrc12
2001:7f8::c221:0:1,7.6371884,-45.34384,49697,Europe,Educational/Research,rrc12
2001:7f8::c7f0:0:1,7.074703,-45.726646,51184,Europe,Cable/DSL/ISP,rrc12
2001:7f8::c7f1:0:1,-3.859741,-43.905037,51185,Europe,,rrc12
2001:7f8::c8e:0:1,8.558901,-46.121456,3214,Europe,Cable/DSL/ISP,rrc12
2001:7f8::e15f:0:1,-16.561447,-36.888042,57695,North America,NSP,rrc12
2001:7f8::e2c9:0:1,8.202223,-46.59179,58057,Europe,NSP,rrc12
2001:7f8::e3bb:0:1,6.6887965,-46.91158,58299,Europe,NSP,rrc12
2001:7f8::eb09:0:1,6.113582,48.018333,60169,Europe,NSP,rrc12
2001:7f8::ec55:0:1,-5.601939,-39.706703,60501,Europe,Cable/DSL/ISP,rrc12
2001:7f8::fbdb:0:1,-13.717943,-37.451454,64475,Europe,Non-Profit,rrc12
2001:7f8:b:100:1d1:a519:9524:55,14.920015,-28.372667,199524,Europe,Content,rrc10
2001:7f8:b:100:1d1:a520:1333:74,-12.908156,-36.125122,201333,Europe,NSP,rrc10
2001:7f8:b:100:1d1:a520:2032:192,18.42256,-28.699654,202032,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d0:5396:4,8.783229,-29.629663,5396,Europe,Cable/DSL/ISP,
2001:7f8:b:100:1d1:a5d0:5602:10,6.113582,48.018333,5602,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d0:6939:125,-9.919203,-48.94531,6939,North America,NSP,rrc10
2001:7f8:b:100:1d1:a5d0:8220:68,6.113582,48.018333,8220,Europe,NSP,rrc10
2001:7f8:b:100:1d1:a5d1:2637:86,1.8981348,-37.680412,12637,Europe,Content,rrc10
2001:7f8:b:100:1d1:a5d1:2779:65,-0.051521935,-48.270485,12779,Europe,NSP,rrc10
2001:7f8:b:100:1d1:a5d1:5605:120,6.39031,-46.362976,15605,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d2:4482:158,-1.4588602,-47.260223,24482,Asia,NSP,rrc10
2001:7f8:b:100:1d1:a5d2:811:88,2.318528,-49.43161,20811,Europe,NSP,rrc10
2001:7f8:b:100:1d1:a5d2:912:54,16.06944,-29.170713,20912,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d2:965:183,6.113582,48.018333,21320,Europe,Educational/Research,rrc10
2001:7f8:b:100:1d1:a5d4:1327:51,-3.6085317,-48.09549,41327,Europe,NSP,rrc10
2001:7f8:b:100:1d1:a5d4:9605:127,1.7605929,-37.239655,49605,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d4:9709:219,8.758746,-29.68223,49709,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d5:1185:102,-5.817382,-43.243,51185,Europe,,rrc10
2001:7f8:b:100:1d1:a5d5:7111:13,15.598454,-31.590658,57111,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d5:7463:216,-11.370292,-43.640633,57463,Europe,Route Server,rrc10
2001:7f8:b:100:1d1:a5d5:877:225,3.9015868,-40.967014,50877,Europe,Cable/DSL/ISP,rrc10
2001:7f8:b:100:1d1:a5d6:501:138,-5.5878496,-39.71331,60501,Europe,Cable/DSL/ISP,rrc10
2001:7f8:d:ff::104,6.113582,48.018333,8220,Europe,NSP,rrc07
2001:7f8:d:ff::136,1.7189037,-42.493675,6667,Europe,NSP,rrc07
2001:7f8:d:ff::152,6.113582,48.018333,16086,Europe,NSP,rrc07
2001:7f8:d:ff::157,-4.457901,-48.939877,9002,Europe,NSP,rrc07
2001:7f8:d:ff::164,6.113582,48.018333,3327,Europe,NSP,rrc07
2001:7f8:d:ff::18,3.715178,-39.78409,42473,Europe,Content,rrc07
2001:7f8:d:ff::187,-9.843028,-49.181458,6939,North America,NSP,rrc07
2001:7f8:d:ff::191,16.428036,-28.285778,199524,Europe,Content,rrc07
2001:7f8:d:ff::22,6.113582,48.018333,31027,Europe,NSP,rrc07
2001:7f8:d:ff::226,-4.7506,-42.71702,24482,Asia,NSP,rrc07
2001:7f8:d:ff::35,6.113582,48.018333,31133,Europe,NSP,rrc07
2001:7f8:d:ff::41,6.113582,48.018333,3292,Europe,Cable/DSL/ISP,rrc07
2001:7f8:d:ff::9,6.113582,48.018333,714,North America,Content,rrc07
2001:7f8:e7:c232::6358,-18.569618,-35.634758,58057,Europe,NSP,rrc00
2001:7f8:e7:c232::63fe,13.542799,-30.185902,34800,Europe,Not Disclosed,rrc00
2001:978:4::b,-8.408014,-48.468643,174,North America,NSP,rrc25
2001:de8:4::13:3210:1,-12.495439,-37.213684,133210,Asia,Content,rrc23
2001:de8:4::13:7409:1,-10.688757,-45.028923,137409,Oceania,Content,rrc23
2001:de8:4::19:9524:1,-6.342645,-41.74145,199524,Europe,Content,rrc23
2001:de8:4::1:4061:2,0.73517126,-40.416195,14061,North America,Content,rrc23
2001:de8:4::1:4907:1,4.3657346,-43.914803,14907,North America,Non-Profit,rrc23
2001:de8:4::1:8106:1,-1.5175339,-47.069504,18106,Asia,NSP,rrc23
2001:de8:4::3491:1,-7.3703136,-48.343998,3491,North America,NSP,rrc23
2001:de8:4::4775:1,6.113582,48.018333,4775,Asia,NSP,rrc23
2001:de8:4::5:8500:1,6.113582,48.018333,58500,Asia,Cable/DSL/ISP,rrc23
2001:de8:4::5:8952:1,-10.756377,-44.76814,58952,Asia,NSP,rrc23
2001:de8:4::714:1,6.113582,48.018333,714,North America,Content,rrc23
2001:de8:4::8075:1,6.113582,48.018333,8075,North America,Content,rrc23
2001:de8:4::8220:1,6.113582,48.018333,8220,Europe,NSP,rrc23
2001:de8:4::9930:1,6.113582,48.018333,9930,Asia,Cable/DSL/ISP,rrc23
2003:0:f000:4000::1,-2.0270782,-40.808605,3320,Europe,NSP,
202.249.2.169,-27.663057,12.390063,2497,Asia,NSP,rrc06
202.249.2.183,6.113582,48.018333,42,North America,Educational/Research,rrc06
202.249.2.185,-21.740608,8.732567,25152,Europe,Non-Profit,rrc06
202.249.2.20,-3.4987,-4.4115915,4777,Oceania,Non-Profit,
202.69.160.152,-30.97381,4.981991,17639,Asia,NSP,rrc00
203.119.104.1,-6.7088175,-0.5365873,4608,Oceania,Non-Profit,rrc00
203.123.48.6,-0.8494441,-5.645906,37989,Asia,Content,rrc00
208.51.134.248,-7.1931763,1.1218082,3549,North America,NSP,rrc00
208.80.153.193,-22.673164,10.709501,14907,North America,Non-Profit,rrc00
217.151.205.144,-12.576272,2.1005774,20514,Europe,Content,rrc00
217.29.66.10,-20.721863,11.057623,5602,Europe,Cable/DSL/ISP,rrc10
217.29.66.102,-31.562132,6.0658417,51185,Europe,,rrc10
217.29.66.120,-20.866491,-0.7232523,15605,Europe,Cable/DSL/ISP,rrc10
217.29.66.125,5.6004186,4.619911,6939,North America,NSP,rrc10
217.29.66.127,-20.44946,-0.8691787,49605,Europe,Cable/DSL/ISP,rrc10
217.29.66.131,6.113582,48.018333,32934,North America,Content,rrc10
217.29.66.138,-3.5520773,9.60544,60501,Europe,Cable/DSL/ISP,rrc10
217.29.66.158,-33.717884,5.2534833,24482,Asia,NSP,rrc10
217.29.66.183,6.113582,48.018333,21320,Europe,Educational/Research,rrc10
217.29.66.192,0.88833505,4.985702,202032,Europe,Cable/DSL/ISP,rrc10
217.29.66.216,12.02799,2.8102884,57463,Europe,Route Server,rrc10
217.29.66.218,6.113582,48.018333,203201,Europe,Cable/DSL/ISP,rrc10
217.29.66.219,0.858508,4.9357734,49709,Europe,Cable/DSL/ISP,rrc10
217.29.66.225,-20.96777,0.9765527,50877,Europe,Cable/DSL/ISP,rrc10
217.29.66.233,-5.45007,-2.8341727,8660,Europe,Content,rrc10
217.29.66.24,6.113582,48.018333,9026,Europe,NSP,rrc10
217.29.66.4,-13.474261,4.1719437,5396,Europe,Cable/DSL/ISP,rrc10
217.29.66.5,-12.082007,4.1376343,5392,Europe,NSP,rrc10
217.29.66.62,6.113582,48.018333,8816,Europe,Cable/DSL/ISP,rrc10
217.29.66.65,-29.04021,1.529467,12779,Europe,NSP,rrc10
217.29.66.68,18.524055,0.28181317,8220,Europe,NSP,rrc10
217.29.66.86,-21.09625,10.455457,12637,Europe,Content,rrc10
217.29.66.87,6.113582,48.018333,29449,Europe,NSP,rrc10
217.29.66.88,-22.221415,-1.3324618,20811,Europe,NSP,rrc10
217.29.67.12,6.113582,48.018333,51333,Europe,Cable/DSL/ISP,rrc10
217.29.67.13,-3.155241,-5.445143,57111,Europe,Cable/DSL/ISP,rrc10
217.29.67.24,-12.55844,3.5147731,199181,Europe,Cable/DSL/ISP,rrc10
217.29.67.36,6.113582,48.018333,62166,Europe,Cable/DSL/ISP,rrc10
217.29.67.51,-30.133528,6.7826586,41327,Europe,NSP,rrc10
217.29.67.54,-20.754393,11.194629,20912,Europe,Cable/DSL/ISP,rrc10
217.29.67.55,-20.73817,11.231498,199524,Europe,Content,rrc10
217.29.67.74,-7.5186653,0.793256,201333,Europe,NSP,rrc10
217.76.0.17,-2.2055032,-4.8451085,43733,Asia,Cable/DSL/ISP,rrc25
23.129.32.61,-1.1502601,-5.645191,49134,Europe,Educational/Research,rrc00
23.139.160.31,-15.430544,2.051212,26073,North America,Not Disclosed,rrc00
2401:d9c0::1,-19.340334,-36.306755,64271,North America,Enterprise,rrc24
2405:3200:0:23::,-2.1970804,-47.615154,17639,Asia,NSP,rrc00
2405:fc00::6,13.971298,-29.73975,37989,Asia,Content,rrc00
2406:840:eb89::1,1.8197123,-49.718006,140731,Asia,Educational/Research,rrc25
2406:f400:8:34::1,-11.4434805,-36.77928,38001,Asia,NSP,rrc00
2602:fed2:fc0:5e::1,-19.24621,-36.20736,49134,Europe,Educational/Research,rrc00
2604:fbc0:1:1::,15.9927225,-30.046967,13830,North America,Content,rrc00
2606:6d00:eb0::252,3.9431398,-37.42176,1403,North America,Cable/DSL/ISP,rrc00
2607:fad8::1:9,1.709255,-41.96665,22652,North America,NSP,rrc00
2620:0:860:ffff::2,3.0879984,-42.342724,14907,North America,Non-Profit,rrc00
27.111.228.107,6.113582,48.018333,714,North America,Content,rrc23
27.111.228.162,6.113582,48.018333,62955,North America,NSP,rrc23
27.111.228.170,6.113582,48.018333,136168,Asia,NSP,rrc23
27.111.228.186,-21.289324,13.413402,14907,North America,Non-Profit,rrc23
27.111.228.201,-21.386812,13.493718,14061,North America,Content,rrc23
27.111.228.222,-21.441792,13.534075,199524,Europe,Content,rrc23
27.111.228.226,6.113582,48.018333,4775,Asia,NSP,rrc23
27.111.228.43,-28.258562,12.315898,3491,North America,NSP,rrc23
27.111.228.46,6.113582,48.018333,9658,Asia,NSP,rrc23
27.111.228.57,6.113582,48.018333,8075,North America,Content,rrc23
27.111.228.6,-31.96042,5.3818045,18106,Asia,NSP,rrc23
27.111.229.109,-3.3869958,7.612322,58952,Asia,NSP,rrc23
27.111.229.123,18.829506,0.35647428,8220,Europe,NSP,rrc23
27.111.229.143,6.113582,48.018333,58500,Asia,Cable/DSL/ISP,rrc23
27.111.229.174,6.113582,48.018333,38496,Asia,NSP,rrc23
27.111.229.2,6.113582,48.018333,9930,Asia,Cable/DSL/ISP,rrc23
27.111.229.213,-33.385963,7.5760646,137409,Oceania,Content,rrc23
27.111.229.219,6.113582,48.018333,45896,Asia,NSP,rrc23
27.111.229.239,6.113582,48.018333,17639,Asia,NSP,rrc23
27.111.230.35,-6.985648,-0.6559823,133210,Asia,Content,rrc23
2800:40:0:3::,6.113582,48.018333,16814,South America,Cable/DSL/ISP,rrc24
2800:a0:401:c828:a2ca:2000::ca,-8.654558,-37.770786,6057,South America,Cable/DSL/ISP,
2803:3b80:1ee3:1000::1,7.8055005,44.433502,263702,South America,Enterprise,rrc24
2803:4dc0:50::1,-19.53622,-36.416153,265721,North America,Cable/DSL/ISP,rrc24
2803:a9e0::1,-19.936586,-36.605713,270014,South America,Cable/DSL/ISP,rrc24
2803:c0::1,-20.521088,-37.00041,264756,South America,Cable/DSL/ISP,
2803:cd60:1:1::1,-18.680971,-36.30568,64116,South America,,rrc24
2a00:1c10:10::8,-2.3806727,-41.15656,50300,Europe,NSP,rrc00
2a00:1ca8:2a::e0,-15.114056,-35.6249,202365,Asia,Cable/DSL/ISP,rrc00
2a00:1e68:112::1,-13.179398,-35.036503,42861,Europe,NSP,rrc00
2a00:1f28:0:1::2,-18.79203,-36.13561,43733,Asia,Cable/DSL/ISP,rrc25
2a00:5884::6,-12.674461,-35.99645,204092,Europe,Non-Profit,rrc00
2a01:360:0:6::2,-0.8120398,-47.79102,34549,Europe,NSP,rrc00
2a01:367:c1f2::82,-5.2069855,-42.78779,211954,Europe,Cable/DSL/ISP,
2a01:4f8:c17:ec87::310c:46de,-15.494264,-13.389466,44393,Europe,,rrc00
2a01:678::2,1.7684802,-36.823235,29608,Europe,Content,
2a02:20c8:1f::12,5.838729,-43.8932,50304,Europe,NSP,rrc00
2a02:38::2,19.857296,-25.518915,6881,Europe,Non-Profit,
2a02:47a0:a::1,-16.295113,-36.205685,49673,Europe,NSP,rrc00
2a02:ed03:ffff::1,8.682492,-29.752184,61292,Europe,NSP,rrc00
2a03:1b20:1:ff01::5,6.7686396,-46.30818,39351,Europe,NSP,
2a03:90c0:186::11a,13.689363,-29.416058,46997,North America,Not Disclosed,rrc24
2a03:94e0:ffff:185:181:60::126,11.147153,-30.580767,207564,Europe,Educational/Research,
2a06:1287:3308:cafe::1,-15.926753,-36.149258,206499,Europe,NSP,rrc00
2a06:e881:2000:7::1,7.600873,-45.72893,206313,Europe,Non-Profit,
2a07:1c44:3100::1,6.5581775,-45.363415,205593,Europe,Content,
2a07:4280:0:48::156,-19.018358,-36.248955,48147,Asia,Content,rrc00
2a07:59c6:ee00:9589::1,-20.437244,-36.94845,139589,Asia,Educational/Research,
2a07:a40::,16.50221,-28.45159,48821,Europe,Content,
2a09:4bc7:d021::,15.1245,-29.094887,131477,Asia,Enterprise,rrc00
2a09:4c0:100:5eb1::7ae9,-18.503016,-36.050385,60474,Europe,Content,rrc00
2a09:4c0:100:5eb1::7af2,13.70401,-29.079004,35619,,Educational/Research,rrc00
2a09:4c0:100:5eb1::7af5,6.113582,48.018333,47422,Europe,Route Server,rrc00
2a09:4c0:100:5eb1::7afb,15.475339,-33.185486,58057,Europe,NSP,rrc00
2a09:4c0:303:c232::5cfb,16.515764,-27.916605,58057,Europe,NSP,rrc00
2a09:d180::2,15.6465845,-29.294127,35710,Europe,NSP,rrc25
2a0a:3640:0:d::191,15.628038,-28.282011,29504,Europe,Non-Profit,rrc00
2a0b:3b00::4,-3.8219986,-39.751747,50628,Europe,NSP,rrc00
2a0b:5cc0:0:ffff::254,-15.958125,-36.091965,49432,Europe,NSP,rrc00
2a0b:a700:3::21,-20.516525,-36.9982,211722,Europe,Non-Profit,rrc25
2a0b:cbc0:2::1,-14.073731,-36.398502,57199,Europe,Non-Profit,rrc00
2a0c:9a40:1009::1,17.162926,-26.691095,34927,Europe,NSP,rrc00
2a0c:9a40:1038::1,12.837827,-29.957294,34927,Europe,NSP,rrc00
2a0c:9a40:1::612,15.983901,-28.679197,49752,Europe,Educational/Research,rrc00
2a0c:b640:ffff::28:99:112:120,8.110744,-45.10881,34872,Europe,Enterprise,
2a0c:b641:402::1,-0.81030774,-6.990311,208709,Europe,Educational/Research,
2a0c:b642:fc0::1,15.392493,-26.936163,34854,Europe,NSP,rrc00
2a0d:f407:101:dead::1,-14.538112,-36.21899,205148,Europe,Educational/Research,rrc00
2a0e:8f02:2000::6,17.22599,-28.475298,213045,Europe,Educational/Research,
2a0e:fd40:1::1,17.954176,-30.515491,44103,Europe,NSP,rrc00
2c0f:ee00::98:210,-4.3637934,-48.43145,37721,Africa,Cable/DSL/ISP,rrc00
2c0f:fa90:200:3:6::e,2.4290788,-42.23266,37271,Africa,NSP,rrc19
31.169.49.228,-15.235539,6.4742994,50304,Europe,NSP,rrc00
37.49.232.54,13.476748,1.5184948,8966,Asia,NSP,rrc21
37.49.232.7,-23.572302,5.8647265,8218,Europe,NSP,rrc21
37.49.236.1,-23.572565,5.864362,8218,Europe,NSP,rrc21
37.49.236.117,6.113582,48.018333,57119,Europe,NSP,
37.49.236.123,-20.871937,0.33908936,198290,Europe,Network Services,rrc21
37.49.236.145,6.113582,48.018333,49463,Europe,Enterprise,rrc21
37.49.236.15,-16.663887,2.4262009,204355,Europe,Cable/DSL/ISP,
37.49.236.156,-26.717678,3.322497,15547,Europe,Cable/DSL/ISP,rrc21
37.49.236.172,-9.492387,-2.4019434,58308,Europe,Content,rrc21
37.49.236.177,-29.046116,1.5078858,12779,Europe,NSP,rrc21
37.49.236.178,13.473453,1.5150197,8966,Asia,NSP,rrc21
37.49.236.205,-29.299122,2.3143063,29075,Europe,NSP,rrc21
37.49.236.228,-32.60256,5.243807,24482,Asia,NSP,rrc21
37.49.236.239,6.113582,48.018333,60171,Europe,NSP,rrc21
37.49.236.240,6.113582,48.018333,43100,Europe,Non-Profit,rrc21
37.49.236.246,-1.9426692,-5.3616858,2613,Europe,Non-Profit,rrc21
37.49.236.249,-13.873242,3.4851592,49434,Europe,NSP,rrc21
37.49.236.27,-2.9809322,7.5750103,57199,Europe,Non-Profit,rrc21
37.49.236.32,-26.838219,2.9073446,34177,Europe,Cable/DSL/ISP,rrc21
37.49.236.34,-8.635036,-3.588764,35360,Europe,Non-Profit,rrc21
37.49.236.36,-26.364202,3.0264382,16347,Europe,Cable/DSL/ISP,rrc21
37.49.236.55,-8.542313,-4.7512617,35600,Europe,Enterprise,rrc21
37.49.236.58,18.662865,0.81350553,8220,Europe,NSP,rrc21
37.49.236.61,-25.862879,6.0789905,8426,Europe,Cable/DSL/ISP,rrc21
37.49.236.71,-25.761375,-2.331114,34019,Europe,Non-Profit,rrc21
37.49.236.89,1.5219532,50.609543,15830,Europe,NSP,rrc21
37.49.236.97,-12.931823,3.8991296,41157,Europe,Content,rrc21
37.49.237.143,-17.965862,3.8620996,50628,Europe,NSP,rrc21
37.49.237.175,-21.71389,10.588514,199524,Europe,Content,rrc21
37.49.237.176,3.1077552,52.37736,714,North America,Content,rrc21
37.49.237.180,11.809991,2.6945202,6461,North America,NSP,rrc21
37.49.237.194,-15.844164,-13.678702,204708,Europe,Non-Profit,rrc21
37.49.237.228,-13.243405,3.2906525,39533,Europe,NSP,rrc21
37.49.237.231,-13.168821,5.9333806,35426,Europe,Content,rrc21
37.49.237.239,-2.8405287,7.801879,37721,Africa,Cable/DSL/ISP,rrc21
37.49.237.46,-30.358856,6.6267824,56665,Europe,Cable/DSL/ISP,rrc21
37.49.237.83,-24.775826,1.1052353,25091,Europe,NSP,rrc21
38.19.140.162,-12.880969,2.4835982,54574,North America,NSP,
43.251.115.197,-7.787771,0.4705938,132825,Oceania,NSP,rrc00
45.116.179.212,-9.540461,-0.13367207,55720,Asia,Content,
45.134.89.1,1.8738042,4.690837,34927,Europe,NSP,rrc00
45.14.68.30,3.1269162,50.62414,139589,Asia,Educational/Research,rrc00
45.14.68.69,-5.9616957,-2.564424,206499,Europe,NSP,rrc00
45.146.4.16,-8.457699,-2.5317776,44103,Europe,NSP,rrc00
45.154.96.254,-0.8101828,-6.990275,208709,Europe,Educational/Research,
45.183.45.1,-15.382604,-13.36184,64116,South America,,rrc24
45.61.0.85,-16.163958,4.624415,22652,North America,NSP,rrc00
45.65.244.1,-2.3704667,-4.7684097,265721,North America,Cable/DSL/ISP,rrc24
49.12.70.222,-15.4942665,-13.389463,44393,Europe,,rrc00
5.178.95.254,-12.281689,0.47575927,59919,Europe,Cable/DSL/ISP,rrc00
5.188.4.211,0.112190194,-6.8484282,46997,North America,Not Disclosed,rrc24
5.255.90.109,-4.2477665,-4.9736943,202365,Asia,Cable/DSL/ISP,rrc00
5.57.80.113,-8.540265,1.3302333,15692,Europe,NSP,rrc01
5.57.80.146,7.5792913,55.087147,49375,Europe,Cable/DSL/ISP,rrc01
5.57.80.165,7.5792913,55.087147,35313,Asia,NSP,rrc01
5.57.80.174,-12.639327,8.390659,28792,Europe,Cable/DSL/ISP,rrc01
5.57.80.210,-23.572744,5.8641844,8218,Europe,NSP,rrc01
5.57.81.174,7.5792913,55.087147,34790,Europe,Cable/DSL/ISP,rrc01
5.57.81.186,-13.644408,4.358451,6894,Europe,NSP,rrc01
5.57.81.21,-20.115244,11.974084,6908,Europe,NSP,rrc01
5.57.81.216,-15.090968,5.223122,35266,Europe,NSP,rrc01
5.57.81.253,7.5792913,55.087147,59816,Europe,NSP,rrc01
5.57.81.57,7.5792913,55.087147,714,North America,Content,rrc01
5.57.81.76,-12.982728,1.2890627,36924,Africa,Cable/DSL/ISP,rrc01
64.246.96.5,-16.460094,2.8754098,20205,North America,Cable/DSL/ISP,rrc00
72.22.223.9,-5.4330573,-3.9868798,11708,North America,Cable/DSL/ISP,rrc00
79.143.241.12,2.6779635,3.5089633,29608,Europe,Content,
80.249.208.104,7.5792913,55.087147,3292,Europe,Cable/DSL/ISP,rrc03
80.249.208.106,-27.106936,11.684593,6830,Europe,Cable/DSL/ISP,rrc03
