Stub_ASes
394070
267373
201935
263305
263308
201284
393436
266967
201518
201922
264185
201917
263309
267386
393434
201528
266927
264189
262393
393424
264224
267424
201977
201548
201984
201236
201588
267390
394323
394308
201535
266926
201983
393266
201978
264223
267010
266962
393442
201250
264299
201635
393299
266964
393301
201270
263304
264295
267007
394264
267387
201283
267426
262514
201859
264283
267398
266948
262376
201364
201677
393670
201684
262388
263373
266977
201782
262377
264206
201434
201378
394151
201427
201764
267397
266993
264230
201426
264210
266953
264212
393892
201748
264265
264250
264244
201791
393667
201298
267376
201727
394099
201843
394255
266933
267412
394233
393464
393474
394018
267410
394232
393536
394195
262391
264274
201323
264226
262523
263339
266941
393565
393249
266946
263357
267401
201672
393626
264213
263337
328615
202006
202008
203038
267489
203068
267493
203101
264514
203140
262570
267496
203176
267507
203178
328456
328455
328452
264519
266652
267512
328446
328444
203257
266694
328461
264512
328468
264462
202839
328473
328471
264473
264485
202915
264490
266732
267475
267478
263256
202960
264500
264502
202979
264507
262314
202993
264510
203308
267513
203356
266632
267530
203534
264566
328422
328417
267536
264571
328399
328391
264577
267526
263147
203585
264580
328388
267537
203596
328386
262299
203622
328423
328431
263213
267525
262303
267518
263189
263185
264538
264539
203368
263167
266641
264550
263153
263159
203469
203478
263157
328441
262578
262583
328437
266633
328474
328475
328479
264366
328720
263274
202251
262329
328659
202254
202293
328616
266819
394352
267446
328610
264369
264381
202382
202383
267452
267457
267462
264389
262535
202164
264393
202087
266923
264318
266921
264323
202042
264324
262531
266868
266844
264342
264360
393220
202089
264345
264348
267439
202128
267440
267442
264355
202414
328585
328480
264448
263264
264430
264434
328510
264435
264437
264439
264440
262322
262320
264429
328507
264450
266755
202757
328498
266740
202775
264457
202836
202699
266811
328581
264425
264397
267463
264404
264411
264416
264422
266812
264424
202479
267467
202695
264426
264427
202570
328576
328571
262544
202660
264428
202687
264182
394647
267011
267234
262464
263791
397521
199205
199230
397520
397519
262495
397518
263798
397517
397516
199250
397515
199270
397514
397513
199312
263526
199324
397496
397494
397460
397522
397523
397554
397735
263762
397842
263537
397795
198961
397790
198968
199008
397781
263769
267144
397573
397720
263783
397715
199136
267139
267240
263532
199159
263528
397575
397446
397373
267126
267274
263864
396472
199534
267115
263874
263516
199560
263512
199569
199578
267113
199522
396434
396431
267106
396420
396390
199635
263886
396371
396357
199677
263861
263858
397336
267251
397326
397324
397285
199348
397138
263841
397122
263525
267117
199394
267256
199490
263847
199422
199427
397016
396972
396955
199449
396930
263852
267263
397990
263538
267016
398041
267199
399220
263611
267167
267202
263648
399078
399072
263604
398986
198517
267203
267207
263591
398968
262475
267212
267161
267217
398947
263663
263666
263582
198426
198414
198403
263633
267170
198255
263623
263620
399521
263618
263617
399503
267181
267195
198356
263614
399450
267168
198371
263634
399439
399281
399257
263637
399226
263641
267160
263667
398933
198813
398335
398328
263703
398236
398202
398151
263713
263544
398143
263725
398107
398419
398105
263726
198853
263736
398104
398103
398102
198935
398065
398044
198753
267149
198608
198682
398851
263668
263672
198611
267219
398813
198616
267157
267156
198675
398663
398447
198704
263686
398646
263687
263688
262492
267150
263554
263553
398453
267277
396310
199728
263888
264016
267335
264026
395097
267343
395088
267344
263422
200797
267061
394959
264035
394957
264063
394937
394903
264064
394900
264071
200889
264073
264076
394895
264014
395165
267334
264004
267294
395368
263452
200560
200587
267299
267308
395354
264002
267316
267078
395174
200634
267319
264012
267321
200675
395189
267325
200729
267326
395176
267058
394815
394744
264160
262408
201118
264135
263397
267032
264141
264145
394492
264152
264159
394452
201100
394378
267360
263394
267362
267363
264168
264169
263393
394353
201222
264134
201069
200933
201011
264083
394708
264084
267052
394680
200994
394678
264100
264103
267048
201015
201059
264108
267047
264116
203653
201019
201022
267034
201050
267355
201058
263458
267080
263991
263936
396019
267279
263934
395980
199978
395976
200000
395974
200015
395949
200028
199941
267280
263944
267096
263946
263948
267091
395853
200062
200077
200081
396026
263929
200083
263897
396305
199749
199782
263892
263893
262500
263506
396299
199811
396181
199826
263922
263503
396168
263906
263908
199842
199901
199928
263912
263914
263919
395837
267282
200524
262439
200442
395563
263973
200449
200460
267291
263979
267081
200478
263989
200489
263967
267293
263990
395466
395401
395400
200509
263466
200513
262437
395379
263968
200370
200086
395674
395774
200094
263953
200127
200147
200148
395753
267284
395747
395727
200275
200365
263958
200278
267087
395611
267083
395592
267288
267289
200334
395571
203649
266197
203684
270289
270358
270357
265816
268430
212641
270344
266338
270336
212633
270316
208006
270014
270281
270252
208108
265840
266337
270119
265852
266328
266327
270042
262784
268424
270361
268421
262801
212720
266345
207921
268366
266344
270558
270553
266340
270548
265768
207968
262792
265771
207969
270413
212679
265787
207978
270375
265798
266325
269979
270595
265942
268482
268495
208367
269646
212349
208374
269638
269616
212280
269609
265943
208130
208420
208428
265944
208501
266301
262764
265952
208590
212219
262683
208349
268480
265918
269661
208145
268443
208189
269965
266319
265886
269928
266314
212487
266313
265891
208257
269805
269742
269715
269673
212460
268444
269665
212433
265912
270586
268360
271500
265509
265506
271380
207313
207381
207436
268268
266382
207446
262825
266371
207459
207616
207547
271369
265524
271345
271286
271268
271247
271210
207566
265530
271387
207310
265498
271410
271472
213113
265470
271466
265478
207198
265483
207199
271464
268216
265484
268224
268225
271437
271425
268242
207238
268251
262830
271421
268253
265534
268291
270623
270783
270882
270866
270820
270817
266356
207711
207734
265703
270796
266354
270755
271192
270751
212880
265704
270738
266353
270728
266346
270684
270677
207886
271010
266358
207695
265663
265540
271185
266368
265550
266367
266365
207658
271181
207668
207671
271154
268317
271106
213097
271067
268320
207676
213081
266360
213050
212932
269581
265958
269553
266141
269023
266133
