,0
8220.0,2.9436594242911633
9002.0,2.9437091977554317
33891.0,2.943725971582281
49544.0,2.9437291186406167
37662.0,2.9438367979828928
41327.0,2.9438907881238254
21320.0,2.9438941034940136
2603.0,2.9439150815633393
16637.0,2.9439158678441557
37100.0,2.94403407344152
31027.0,2.944041674149308
5400.0,2.9440705484859326
37271.0,2.944093963183034
3303.0,2.9441044904399774
199524.0,2.9441388504025623
6667.0,2.944166192534047
25091.0,2.9441844328978855
8400.0,2.944189654953924
3399.0,2.9442265540364754
47147.0,2.944234126174333
21385.0,2.944241378725933
37468.0,2.944260100098311
29075.0,2.9442816624872226
30844.0,2.9443173611499085
50673.0,2.9443374938713816
20940.0,2.9443400676474827
41095.0,2.944341907062034
3327.0,2.944353513135903
559.0,2.9443535138865937
42473.0,2.9443542328899475
6774.0,2.9443550110592316
34927.0,2.944396226297607
8708.0,2.944406311547367
8560.0,2.944437268643131
28917.0,2.9444516736585555
13237.0,2.944456815488765
31133.0,2.9444578586002312
12779.0,2.9444614122092885
8218.0,2.944465964519868
680.0,2.944472443448044
15695.0,2.9444981243832387
6908.0,2.9445140712813904
60171.0,2.9445164952412597
8455.0,2.9445446232268737
8447.0,2.94456882497438
15600.0,2.944575926424864
35598.0,2.9446068771946092
24875.0,2.944614273773792
39351.0,2.944633640774513
31122.0,2.9446349646929595
42861.0,2.944645749823313
24961.0,2.9446571303415108
3292.0,2.9446585470991993
8359.0,2.94466196420954
58299.0,2.9446656097293427
50300.0,2.944678722734116
31042.0,2.944685380735676
29467.0,2.9447387657530957
12713.0,2.944743914247302
49434.0,2.944748715579818
2854.0,2.9447548539404185
8966.0,2.9447663017016343
16347.0,2.9447759172251127
58057.0,2.9447775742553506
20764.0,2.944788568607001
34854.0,2.944802619794221
20811.0,2.9448083456412184
8896.0,2.944812554229794
34549.0,2.9448189198248307
47692.0,2.9448244696906203
25160.0,2.9448379902371538
37497.0,2.9448595868801233
8422.0,2.944881674320803
16086.0,2.944886819886466
39912.0,2.944916763351495
21013.0,2.944921297243952
1836.0,2.9449231812597922
35266.0,2.9449378920683595
9063.0,2.9449490137134475
8283.0,2.944980206576158
553.0,2.945017164260694
29550.0,2.9450268105519797
1103.0,2.945053462451103
56665.0,2.9450608523843265
8758.0,2.9450895000160777
8426.0,2.945092943235789
39122.0,2.9451228344601863
3267.0,2.9451287779867332
59605.0,2.945133657487644
37721.0,2.9451474907367023
